Sr2,5p1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1177.48800,-503.54,11.13,0.00,0.00
1177.50800,-503.42,11.13,0.00,0.00
1177.52800,-503.31,11.12,0.00,0.00
1177.54800,-503.19,11.12,0.00,0.00
1177.56800,-503.08,11.12,0.00,0.00
1177.58800,-502.96,11.12,0.00,0.00
1177.60800,-502.85,11.12,0.00,0.00
1177.62800,-502.74,11.11,0.00,0.00
1177.64800,-502.62,11.11,0.00,0.00
1177.66800,-502.51,11.11,0.00,0.00
1177.68800,-502.39,11.11,0.00,0.00
1177.70800,-502.28,11.10,0.00,0.00
1177.72800,-502.16,11.10,0.00,0.00
1177.74800,-502.05,11.10,0.00,0.00
1177.76800,-501.94,11.10,0.00,0.00
1177.78800,-501.82,11.09,0.00,0.00
1177.80800,-501.71,11.09,0.00,0.00
1177.82800,-501.60,11.09,0.00,0.00
1177.84800,-501.48,11.09,0.00,0.00
1177.86800,-501.37,11.09,0.00,0.00
1177.88800,-501.25,11.08,0.00,0.00
1177.90800,-501.14,11.08,0.00,0.00
1177.92800,-501.03,11.08,0.00,0.00
1177.94800,-500.91,11.08,0.00,0.00
1177.96800,-500.80,11.07,0.00,0.00
1177.98800,-500.69,11.07,0.00,0.00
1178.00800,-500.57,11.07,0.00,0.00
1178.02800,-500.46,11.07,0.00,0.00
1178.04800,-500.35,11.07,0.00,0.00
1178.06800,-500.23,11.06,0.00,0.00
1178.08800,-500.12,11.06,0.00,0.00
1178.10800,-500.01,11.06,0.00,0.00
1178.12800,-499.89,11.06,0.00,0.00
1178.14800,-499.78,11.05,0.00,0.00
1178.16800,-499.67,11.05,0.00,0.00
1178.18800,-499.56,11.05,0.00,0.00
1178.20800,-499.44,11.05,0.00,0.00
1178.22800,-499.33,11.04,0.00,0.00
1178.24800,-499.22,11.04,0.00,0.00
1178.26800,-499.11,11.04,0.00,0.00
1178.28800,-498.99,11.04,0.00,0.00
1178.30800,-498.88,11.04,0.00,0.00
1178.32800,-498.77,11.03,0.00,0.00
1178.34800,-498.66,11.03,0.00,0.00
1178.36800,-498.54,11.03,0.00,0.00
1178.38800,-498.43,11.03,0.00,0.00
1178.40800,-498.32,11.02,0.00,0.00
1178.42800,-498.21,11.02,0.00,0.00
1178.44800,-498.09,11.02,0.00,0.00
1178.46800,-497.98,11.02,0.00,0.00
1178.48800,-497.87,11.02,0.00,0.00
1178.50800,-497.76,11.01,0.00,0.00
1178.52800,-497.65,11.01,0.00,0.00
1178.54800,-497.53,11.01,0.00,0.00
1178.56800,-497.42,11.01,0.00,0.00
1178.58800,-497.31,11.00,0.00,0.00
1178.60800,-497.20,11.00,0.00,0.00
1178.62800,-497.09,11.00,0.00,0.00
1178.64800,-496.97,11.00,0.00,0.00
1178.66800,-496.86,11.00,0.00,0.00
1178.68800,-496.75,10.99,0.00,0.00
1178.70800,-496.64,10.99,0.00,0.00
1178.72800,-496.53,10.99,0.00,0.00
1178.74800,-496.42,10.99,0.00,0.00
1178.76800,-496.31,10.98,0.00,0.00
1178.78800,-496.19,10.98,0.00,0.00
1178.80800,-496.08,10.98,0.00,0.00
1178.82800,-495.97,10.98,0.00,0.00
1178.84800,-495.86,10.98,0.00,0.00
1178.86800,-495.75,10.97,0.00,0.00
1178.88800,-495.64,10.97,0.00,0.00
1178.90800,-495.53,10.97,0.00,0.00
1178.92800,-495.42,10.97,0.00,0.00
1178.94800,-495.31,10.96,0.00,0.00
1178.96800,-495.20,10.96,0.00,0.00
1178.98800,-495.08,10.96,0.00,0.00
1179.00800,-494.97,10.96,0.00,0.00
1179.02800,-494.86,10.96,0.00,0.00
1179.04800,-494.75,10.95,0.00,0.00
1179.06800,-494.64,10.95,0.00,0.00
1179.08800,-494.53,10.95,0.00,0.00
1179.10800,-494.42,10.95,0.00,0.00
1179.12800,-494.31,10.94,0.00,0.00
1179.14800,-494.20,10.94,0.00,0.00
1179.16800,-494.09,10.94,0.00,0.00
1179.18800,-493.98,10.94,0.00,0.00
1179.20800,-493.87,10.94,0.00,0.00
1179.22800,-493.76,10.93,0.00,0.00
1179.24800,-493.65,10.93,0.00,0.00
1179.26800,-493.54,10.93,0.00,0.00
1179.28800,-493.43,10.93,0.00,0.00
1179.30800,-493.32,10.92,0.00,0.00
1179.32800,-493.21,10.92,0.00,0.00
1179.34800,-493.10,10.92,0.00,0.00
1179.36800,-492.99,10.92,0.00,0.00
1179.38800,-492.88,10.92,0.00,0.00
1179.40800,-492.77,10.91,0.00,0.00
1179.42800,-492.66,10.91,0.00,0.00
1179.44800,-492.55,10.91,0.00,0.00
1179.46800,-492.44,10.91,0.00,0.00
1179.48800,-492.33,10.90,0.00,0.00
1179.50800,-492.22,10.90,0.00,0.00
1179.52800,-492.11,10.90,0.00,0.00
1179.54800,-492.00,10.90,0.00,0.00
1179.56800,-491.89,10.90,0.00,0.00
1179.58800,-491.78,10.89,0.00,0.00
1179.60800,-491.68,10.89,0.00,0.00
1179.62800,-491.57,10.89,0.00,0.00
1179.64800,-491.46,10.89,0.00,0.00
1179.66800,-491.35,10.88,0.00,0.00
1179.68800,-491.24,10.88,0.00,0.00
1179.70800,-491.13,10.88,0.00,0.00
1179.72800,-491.02,10.88,0.00,0.00
1179.74800,-490.91,10.88,0.00,0.00
1179.76800,-490.80,10.87,0.00,0.00
1179.78800,-490.69,10.87,0.00,0.00
1179.80800,-490.59,10.87,0.00,0.00
1179.82800,-490.48,10.87,0.00,0.00
1179.84800,-490.37,10.86,0.00,0.00
1179.86800,-490.26,10.86,0.00,0.00
1179.88800,-490.15,10.86,0.00,0.00
1179.90800,-490.04,10.86,0.00,0.00
1179.92800,-489.93,10.86,0.00,0.00
1179.94800,-489.83,10.85,0.00,0.00
1179.96800,-489.72,10.85,0.00,0.00
1179.98800,-489.61,10.85,0.00,0.00
1180.00800,-489.50,10.85,0.00,0.00
1180.02800,-489.39,10.85,0.00,0.00
1180.04800,-489.29,10.84,0.00,0.00
1180.06800,-489.18,10.84,0.00,0.00
1180.08800,-489.07,10.84,0.00,0.00
1180.10800,-488.96,10.84,0.00,0.00
1180.12800,-488.85,10.83,0.00,0.00
1180.14800,-488.75,10.83,0.00,0.00
1180.16800,-488.64,10.83,0.00,0.00
1180.18800,-488.53,10.83,0.00,0.00
1180.20800,-488.42,10.83,0.00,0.00
1180.22800,-488.31,10.82,0.00,0.00
1180.24800,-488.21,10.82,0.00,0.00
1180.26800,-488.10,10.82,0.00,0.00
1180.28800,-487.99,10.82,0.00,0.00
1180.30800,-487.88,10.82,0.00,0.00
1180.32800,-487.78,10.81,0.00,0.00
1180.34800,-487.67,10.81,0.00,0.00
1180.36800,-487.56,10.81,0.00,0.00
1180.38800,-487.45,10.81,0.00,0.00
1180.40800,-487.35,10.80,0.00,0.00
1180.42800,-487.24,10.80,0.00,0.00
1180.44800,-487.13,10.80,0.00,0.00
1180.46800,-487.03,10.80,0.00,0.00
1180.48800,-486.92,10.80,0.00,0.00
1180.50800,-486.81,10.79,0.00,0.00
1180.52800,-486.70,10.79,0.00,0.00
1180.54800,-486.60,10.79,0.00,0.00
1180.56800,-486.49,10.79,0.00,0.00
1180.58800,-486.38,10.78,0.00,0.00
1180.60800,-486.28,10.78,0.00,0.00
1180.62800,-486.17,10.78,0.00,0.00
1180.64800,-486.06,10.78,0.00,0.00
1180.66800,-485.96,10.78,0.00,0.00
1180.68800,-485.85,10.77,0.00,0.00
1180.70800,-485.74,10.77,0.00,0.00
1180.72800,-485.64,10.77,0.00,0.00
1180.74800,-485.53,10.77,0.00,0.00
1180.76800,-485.42,10.77,0.00,0.00
1180.78800,-485.32,10.76,0.00,0.00
1180.80800,-485.21,10.76,0.00,0.00
1180.82800,-485.11,10.76,0.00,0.00
1180.84800,-485.00,10.76,0.00,0.00
1180.86800,-484.89,10.76,0.00,0.00
1180.88800,-484.79,10.75,0.00,0.00
1180.90800,-484.68,10.75,0.00,0.00
1180.92800,-484.58,10.75,0.00,0.00
1180.94800,-484.47,10.75,0.00,0.00
1180.96800,-484.36,10.74,0.00,0.00
1180.98800,-484.26,10.74,0.00,0.00
1181.00800,-484.15,10.74,0.00,0.00
1181.02800,-484.05,10.74,0.00,0.00
1181.04800,-483.94,10.74,0.00,0.00
1181.06800,-483.83,10.73,0.00,0.00
1181.08800,-483.73,10.73,0.00,0.00
1181.10800,-483.62,10.73,0.00,0.00
1181.12800,-483.52,10.73,0.00,0.00
1181.14800,-483.41,10.73,0.00,0.00
1181.16800,-483.31,10.72,0.00,0.00
1181.18800,-483.20,10.72,0.00,0.00
1181.20800,-483.10,10.72,0.00,0.00
1181.22800,-482.99,10.72,0.00,0.00
1181.24800,-482.89,10.71,0.00,0.00
1181.26800,-482.78,10.71,0.00,0.00
1181.28800,-482.68,10.71,0.00,0.00
1181.30800,-482.57,10.71,0.00,0.00
1181.32800,-482.47,10.71,0.00,0.00
1181.34800,-482.36,10.70,0.00,0.00
1181.36800,-482.26,10.70,0.00,0.00
1181.38800,-482.15,10.70,0.00,0.00
1181.40800,-482.05,10.70,0.00,0.00
1181.42800,-481.94,10.70,0.00,0.00
1181.44800,-481.84,10.69,0.00,0.00
1181.46800,-481.73,10.69,0.00,0.00
1181.48800,-481.63,10.69,0.00,0.00
1181.50800,-481.52,10.69,0.00,0.00
1181.52800,-481.42,10.69,0.00,0.00
1181.54800,-481.31,10.68,0.00,0.00
1181.56800,-481.21,10.68,0.00,0.00
1181.58800,-481.10,10.68,0.00,0.00
1181.60800,-481.00,10.68,0.00,0.00
1181.62800,-480.89,10.67,0.00,0.00
1181.64800,-480.79,10.67,0.00,0.00
1181.66800,-480.69,10.67,0.00,0.00
1181.68800,-480.58,10.67,0.00,0.00
1181.70800,-480.48,10.67,0.00,0.00
1181.72800,-480.37,10.66,0.00,0.00
1181.74800,-480.27,10.66,0.00,0.00
1181.76800,-480.17,10.66,0.00,0.00
1181.78800,-480.06,10.66,0.00,0.00
1181.80800,-479.96,10.66,0.00,0.00
1181.82800,-479.85,10.65,0.00,0.00
1181.84800,-479.75,10.65,0.00,0.00
1181.86800,-479.65,10.65,0.00,0.00
1181.88800,-479.54,10.65,0.00,0.00
1181.90800,-479.44,10.65,0.00,0.00
1181.92800,-479.34,10.64,0.00,0.00
1181.94800,-479.23,10.64,0.00,0.00
1181.96800,-479.13,10.64,0.00,0.00
1181.98800,-479.02,10.64,0.00,0.00
1182.00800,-478.92,10.64,0.00,0.00
1182.02800,-478.82,10.63,0.00,0.00
1182.04800,-478.71,10.63,0.00,0.00
1182.06800,-478.61,10.63,0.00,0.00
1182.08800,-478.51,10.63,0.00,0.00
1182.10800,-478.40,10.62,0.00,0.00
1182.12800,-478.30,10.62,0.00,0.00
1182.14800,-478.20,10.62,0.00,0.00
1182.16800,-478.09,10.62,0.00,0.00
1182.18800,-477.99,10.62,0.00,0.00
1182.20800,-477.89,10.61,0.00,0.00
1182.22800,-477.79,10.61,0.00,0.00
1182.24800,-477.68,10.61,0.00,0.00
1182.26800,-477.58,10.61,0.00,0.00
1182.28800,-477.48,10.61,0.00,0.00
1182.30800,-477.37,10.60,0.00,0.00
1182.32800,-477.27,10.60,0.00,0.00
1182.34800,-477.17,10.60,0.00,0.00
1182.36800,-477.07,10.60,0.00,0.00
1182.38800,-476.96,10.60,0.00,0.00
1182.40800,-476.86,10.59,0.00,0.00
1182.42800,-476.76,10.59,0.00,0.00
1182.44800,-476.66,10.59,0.00,0.00
1182.46800,-476.55,10.59,0.00,0.00
1182.48800,-476.45,10.59,0.00,0.00
1182.50800,-476.35,10.58,0.00,0.00
1182.52800,-476.25,10.58,0.00,0.00
1182.54800,-476.14,10.58,0.00,0.00
1182.56800,-476.04,10.58,0.00,0.00
1182.58800,-475.94,10.58,0.00,0.00
1182.60800,-475.84,10.57,0.00,0.00
1182.62800,-475.74,10.57,0.00,0.00
1182.64800,-475.63,10.57,0.00,0.00
1182.66800,-475.53,10.57,0.00,0.00
1182.68800,-475.43,10.57,0.00,0.00
1182.70800,-475.33,10.56,0.00,0.00
1182.72800,-475.23,10.56,0.00,0.00
1182.74800,-475.12,10.56,0.00,0.00
1182.76800,-475.02,10.56,0.00,0.00
1182.78800,-474.92,10.55,0.00,0.00
1182.80800,-474.82,10.55,0.00,0.00
1182.82800,-474.72,10.55,0.00,0.00
1182.84800,-474.62,10.55,0.00,0.00
1182.86800,-474.51,10.55,0.00,0.00
1182.88800,-474.41,10.54,0.00,0.00
1182.90800,-474.31,10.54,0.00,0.00
1182.92800,-474.21,10.54,0.00,0.00
1182.94800,-474.11,10.54,0.00,0.00
1182.96800,-474.01,10.54,0.00,0.00
1182.98800,-473.91,10.53,0.00,0.00
1183.00800,-473.81,10.53,0.00,0.00
1183.02800,-473.70,10.53,0.00,0.00
1183.04800,-473.60,10.53,0.00,0.00
1183.06800,-473.50,10.53,0.00,0.00
1183.08800,-473.40,10.52,0.00,0.00
1183.10800,-473.30,10.52,0.00,0.00
1183.12800,-473.20,10.52,0.00,0.00
1183.14800,-473.10,10.52,0.00,0.00
1183.16800,-473.00,10.52,0.00,0.00
1183.18800,-472.90,10.51,0.00,0.00
1183.20800,-472.80,10.51,0.00,0.00
1183.22800,-472.69,10.51,0.00,0.00
1183.24800,-472.59,10.51,0.00,0.00
1183.26800,-472.49,10.51,0.00,0.00
1183.28800,-472.39,10.50,0.00,0.00
1183.30800,-472.29,10.50,0.00,0.00
1183.32800,-472.19,10.50,0.00,0.00
1183.34800,-472.09,10.50,0.00,0.00
1183.36800,-471.99,10.50,0.00,0.00
1183.38800,-471.89,10.49,0.00,0.00
1183.40800,-471.79,10.49,0.00,0.00
1183.42800,-471.69,10.49,0.00,0.00
1183.44800,-471.59,10.49,0.00,0.00
1183.46800,-471.49,10.49,0.00,0.00
1183.48800,-471.39,10.48,0.00,0.00
1183.50800,-471.29,10.48,0.00,0.00
1183.52800,-471.19,10.48,0.00,0.00
1183.54800,-471.09,10.48,0.00,0.00
1183.56800,-470.99,10.48,0.00,0.00
1183.58800,-470.89,10.47,0.00,0.00
1183.60800,-470.79,10.47,0.00,0.00
1183.62800,-470.69,10.47,0.00,0.00
1183.64800,-470.59,10.47,0.00,0.00
1183.66800,-470.49,10.47,0.00,0.00
1183.68800,-470.39,10.46,0.00,0.00
1183.70800,-470.29,10.46,0.00,0.00
1183.72800,-470.19,10.46,0.00,0.00
1183.74800,-470.09,10.46,0.00,0.00
1183.76800,-469.99,10.46,0.00,0.00
1183.78800,-469.89,10.45,0.00,0.00
1183.80800,-469.79,10.45,0.00,0.00
1183.82800,-469.69,10.45,0.00,0.00
1183.84800,-469.59,10.45,0.00,0.00
1183.86800,-469.49,10.45,0.00,0.00
1183.88800,-469.40,10.44,0.00,0.00
1183.90800,-469.30,10.44,0.00,0.00
1183.92800,-469.20,10.44,0.00,0.00
1183.94800,-469.10,10.44,0.00,0.00
1183.96800,-469.00,10.44,0.00,0.00
1183.98800,-468.90,10.43,0.00,0.00
1184.00800,-468.80,10.43,0.00,0.00
1184.02800,-468.70,10.43,0.00,0.00
1184.04800,-468.60,10.43,0.00,0.00
1184.06800,-468.50,10.43,0.00,0.00
1184.08800,-468.40,10.42,0.00,0.00
1184.10800,-468.31,10.42,0.00,0.00
1184.12800,-468.21,10.42,0.00,0.00
1184.14800,-468.11,10.42,0.00,0.00
1184.16800,-468.01,10.42,0.00,0.00
1184.18800,-467.91,10.41,0.00,0.00
1184.20800,-467.81,10.41,0.00,0.00
1184.22800,-467.71,10.41,0.00,0.00
1184.24800,-467.62,10.41,0.00,0.00
1184.26800,-467.52,10.41,0.00,0.00
1184.28800,-467.42,10.40,0.00,0.00
1184.30800,-467.32,10.40,0.00,0.00
1184.32800,-467.22,10.40,0.00,0.00
1184.34800,-467.12,10.40,0.00,0.00
1184.36800,-467.03,10.40,0.00,0.00
1184.38800,-466.93,10.39,0.00,0.00
1184.40800,-466.83,10.39,0.00,0.00
1184.42800,-466.73,10.39,0.00,0.00
1184.44800,-466.63,10.39,0.00,0.00
1184.46800,-466.53,10.39,0.00,0.00
1184.48800,-466.44,10.38,0.00,0.00
1184.50800,-466.34,10.38,0.00,0.00
1184.52800,-466.24,10.38,0.00,0.00
1184.54800,-466.14,10.38,0.00,0.00
1184.56800,-466.05,10.38,0.00,0.00
1184.58800,-465.95,10.37,0.00,0.00
1184.60800,-465.85,10.37,0.00,0.00
1184.62800,-465.75,10.37,0.00,0.00
1184.64800,-465.65,10.37,0.00,0.00
1184.66800,-465.56,10.37,0.00,0.00
1184.68800,-465.46,10.37,0.00,0.00
1184.70800,-465.36,10.36,0.00,0.00
1184.72800,-465.26,10.36,0.00,0.00
1184.74800,-465.17,10.36,0.00,0.00
1184.76800,-465.07,10.36,0.00,0.00
1184.78800,-464.97,10.36,0.00,0.00
1184.80800,-464.87,10.35,0.00,0.00
1184.82800,-464.78,10.35,0.00,0.00
1184.84800,-464.68,10.35,0.00,0.00
1184.86800,-464.58,10.35,0.00,0.00
1184.88800,-464.49,10.35,0.00,0.00
1184.90800,-464.39,10.34,0.00,0.00
1184.92800,-464.29,10.34,0.00,0.00
1184.94800,-464.19,10.34,0.00,0.00
1184.96800,-464.10,10.34,0.00,0.00
1184.98800,-464.00,10.34,0.00,0.00
1185.00800,-463.90,10.33,0.00,0.00
1185.02800,-463.81,10.33,0.00,0.00
1185.04800,-463.71,10.33,0.00,0.00
1185.06800,-463.61,10.33,0.00,0.00
1185.08800,-463.52,10.33,0.00,0.00
1185.10800,-463.42,10.32,0.00,0.00
1185.12800,-463.32,10.32,0.00,0.00
1185.14800,-463.23,10.32,0.00,0.00
1185.16800,-463.13,10.32,0.00,0.00
1185.18800,-463.03,10.32,0.00,0.00
1185.20800,-462.94,10.31,0.00,0.00
1185.22800,-462.84,10.31,0.00,0.00
1185.24800,-462.74,10.31,0.00,0.00
1185.26800,-462.65,10.31,0.00,0.00
1185.28800,-462.55,10.31,0.00,0.00
1185.30800,-462.45,10.30,0.00,0.00
1185.32800,-462.36,10.30,0.00,0.00
1185.34800,-462.26,10.30,0.00,0.00
1185.36800,-462.17,10.30,0.00,0.00
1185.38800,-462.07,10.30,0.00,0.00
1185.40800,-461.97,10.30,0.00,0.00
1185.42800,-461.88,10.29,0.00,0.00
1185.44800,-461.78,10.29,0.00,0.00
1185.46800,-461.69,10.29,0.00,0.00
1185.48800,-461.59,10.29,0.00,0.00
1185.50800,-461.49,10.29,0.00,0.00
1185.52800,-461.40,10.28,0.00,0.00
1185.54800,-461.30,10.28,0.00,0.00
1185.56800,-461.21,10.28,0.00,0.00
1185.58800,-461.11,10.28,0.00,0.00
1185.60800,-461.02,10.28,0.00,0.00
1185.62800,-460.92,10.27,0.00,0.00
1185.64800,-460.82,10.27,0.00,0.00
1185.66800,-460.73,10.27,0.00,0.00
1185.68800,-460.63,10.27,0.00,0.00
1185.70800,-460.54,10.27,0.00,0.00
1185.72800,-460.44,10.26,0.00,0.00
1185.74800,-460.35,10.26,0.00,0.00
1185.76800,-460.25,10.26,0.00,0.00
1185.78800,-460.16,10.26,0.00,0.00
1185.80800,-460.06,10.26,0.00,0.00
1185.82800,-459.97,10.25,0.00,0.00
1185.84800,-459.87,10.25,0.00,0.00
1185.86800,-459.78,10.25,0.00,0.00
1185.88800,-459.68,10.25,0.00,0.00
1185.90800,-459.59,10.25,0.00,0.00
1185.92800,-459.49,10.25,0.00,0.00
1185.94800,-459.40,10.24,0.00,0.00
1185.96800,-459.30,10.24,0.00,0.00
1185.98800,-459.21,10.24,0.00,0.00
1186.00800,-459.11,10.24,0.00,0.00
1186.02800,-459.02,10.24,0.00,0.00
1186.04800,-458.92,10.23,0.00,0.00
1186.06800,-458.83,10.23,0.00,0.00
1186.08800,-458.73,10.23,0.00,0.00
1186.10800,-458.64,10.23,0.00,0.00
1186.12800,-458.54,10.23,0.00,0.00
1186.14800,-458.45,10.22,0.00,0.00
1186.16800,-458.35,10.22,0.00,0.00
1186.18800,-458.26,10.22,0.00,0.00
1186.20800,-458.16,10.22,0.00,0.00
1186.22800,-458.07,10.22,0.00,0.00
1186.24800,-457.98,10.21,0.00,0.00
1186.26800,-457.88,10.21,0.00,0.00
1186.28800,-457.79,10.21,0.00,0.00
1186.30800,-457.69,10.21,0.00,0.00
1186.32800,-457.60,10.21,0.00,0.00
1186.34800,-457.50,10.21,0.00,0.00
1186.36800,-457.41,10.20,0.00,0.00
1186.38800,-457.32,10.20,0.00,0.00
1186.40800,-457.22,10.20,0.00,0.00
1186.42800,-457.13,10.20,0.00,0.00
1186.44800,-457.03,10.20,0.00,0.00
1186.46800,-456.94,10.19,0.00,0.00
1186.48800,-456.85,10.19,0.00,0.00
1186.50800,-456.75,10.19,0.00,0.00
1186.52800,-456.66,10.19,0.00,0.00
1186.54800,-456.56,10.19,0.00,0.00
1186.56800,-456.47,10.18,0.00,0.00
1186.58800,-456.38,10.18,0.00,0.00
1186.60800,-456.28,10.18,0.00,0.00
1186.62800,-456.19,10.18,0.00,0.00
1186.64800,-456.10,10.18,0.00,0.00
1186.66800,-456.00,10.18,0.00,0.00
1186.68800,-455.91,10.17,0.00,0.00
1186.70800,-455.82,10.17,0.00,0.00
1186.72800,-455.72,10.17,0.00,0.00
1186.74800,-455.63,10.17,0.00,0.00
1186.76800,-455.54,10.17,0.00,0.00
1186.78800,-455.44,10.16,0.00,0.00
1186.80800,-455.35,10.16,0.00,0.00
1186.82800,-455.26,10.16,0.00,0.00
1186.84800,-455.16,10.16,0.00,0.00
1186.86800,-455.07,10.16,0.00,0.00
1186.88800,-454.98,10.15,0.00,0.00
1186.90800,-454.88,10.15,0.00,0.00
1186.92800,-454.79,10.15,0.00,0.00
1186.94800,-454.70,10.15,0.00,0.00
1186.96800,-454.60,10.15,0.00,0.00
1186.98800,-454.51,10.15,0.00,0.00
1187.00800,-454.42,10.14,0.00,0.00
1187.02800,-454.33,10.14,0.00,0.00
1187.04800,-454.23,10.14,0.00,0.00
1187.06800,-454.14,10.14,0.00,0.00
1187.08800,-454.05,10.14,0.00,0.00
1187.10800,-453.96,10.13,0.00,0.00
1187.12800,-453.86,10.13,0.00,0.00
1187.14800,-453.77,10.13,0.00,0.00
1187.16800,-453.68,10.13,0.00,0.00
1187.18800,-453.58,10.13,0.00,0.00
1187.20800,-453.49,10.12,0.00,0.00
1187.22800,-453.40,10.12,0.00,0.00
1187.24800,-453.31,10.12,0.00,0.00
1187.26800,-453.22,10.12,0.00,0.00
1187.28800,-453.12,10.12,0.00,0.00
1187.30800,-453.03,10.12,0.00,0.00
1187.32800,-452.94,10.11,0.00,0.00
1187.34800,-452.85,10.11,0.00,0.00
1187.36800,-452.75,10.11,0.00,0.00
1187.38800,-452.66,10.11,0.00,0.00
1187.40800,-452.57,10.11,0.00,0.00
1187.42800,-452.48,10.10,0.00,0.00
1187.44800,-452.39,10.10,0.00,0.00
1187.46800,-452.29,10.10,0.00,0.00
1187.48800,-452.20,10.10,0.00,0.00
1187.50800,-452.11,10.10,0.00,0.00
1187.52800,-452.02,10.10,0.00,0.00
1187.54800,-451.93,10.09,0.00,0.00
1187.56800,-451.83,10.09,0.00,0.00
1187.58800,-451.74,10.09,0.00,0.00
1187.60800,-451.65,10.09,0.00,0.00
1187.62800,-451.56,10.09,0.00,0.00
1187.64800,-451.47,10.08,0.00,0.00
1187.66800,-451.38,10.08,0.00,0.00
1187.68800,-451.28,10.08,0.00,0.00
1187.70800,-451.19,10.08,0.00,0.00
1187.72800,-451.10,10.08,0.00,0.00
1187.74800,-451.01,10.08,0.00,0.00
1187.76800,-450.92,10.07,0.00,0.00
1187.78800,-450.83,10.07,0.00,0.00
1187.80800,-450.74,10.07,0.00,0.00
1187.82800,-450.64,10.07,0.00,0.00
1187.84800,-450.55,10.07,0.00,0.00
1187.86800,-450.46,10.06,0.00,0.00
1187.88800,-450.37,10.06,0.00,0.00
1187.90800,-450.28,10.06,0.00,0.00
1187.92800,-450.19,10.06,0.00,0.00
1187.94800,-450.10,10.06,0.00,0.00
1187.96800,-450.01,10.06,0.00,0.00
1187.98800,-449.92,10.05,0.00,0.00
1188.00800,-449.82,10.05,0.00,0.00
1188.02800,-449.73,10.05,0.00,0.00
1188.04800,-449.64,10.05,0.00,0.00
1188.06800,-449.55,10.05,0.00,0.00
1188.08800,-449.46,10.04,0.00,0.00
1188.10800,-449.37,10.04,0.00,0.00
1188.12800,-449.28,10.04,0.00,0.00
1188.14800,-449.19,10.04,0.00,0.00
1188.16800,-449.10,10.04,0.00,0.00
1188.18800,-449.01,10.03,0.00,0.00
1188.20800,-448.92,10.03,0.00,0.00
1188.22800,-448.83,10.03,0.00,0.00
1188.24800,-448.74,10.03,0.00,0.00
1188.26800,-448.65,10.03,0.00,0.00
1188.28800,-448.56,10.03,0.00,0.00
1188.30800,-448.47,10.02,0.00,0.00
1188.32800,-448.37,10.02,0.00,0.00
1188.34800,-448.28,10.02,0.00,0.00
1188.36800,-448.19,10.02,0.00,0.00
1188.38800,-448.10,10.02,0.00,0.00
1188.40800,-448.01,10.02,0.00,0.00
1188.42800,-447.92,10.01,0.00,0.00
1188.44800,-447.83,10.01,0.00,0.00
1188.46800,-447.74,10.01,0.00,0.00
1188.48800,-447.65,10.01,0.00,0.00
1188.50800,-447.56,10.01,0.00,0.00
1188.52800,-447.47,10.00,0.00,0.00
1188.54800,-447.38,10.00,0.00,0.00
1188.56800,-447.29,10.00,0.00,0.00
1188.58800,-447.20,10.00,0.00,0.00
1188.60800,-447.11,10.00,0.00,0.00
1188.62800,-447.02,10.00,0.00,0.00
1188.64800,-446.93,9.99,0.00,0.00
1188.66800,-446.84,9.99,0.00,0.00
1188.68800,-446.75,9.99,0.00,0.00
1188.70800,-446.67,9.99,0.00,0.00
1188.72800,-446.58,9.99,0.00,0.00
1188.74800,-446.49,9.98,0.00,0.00
1188.76800,-446.40,9.98,0.00,0.00
1188.78800,-446.31,9.98,0.00,0.00
1188.80800,-446.22,9.98,0.00,0.00
1188.82800,-446.13,9.98,0.00,0.00
1188.84800,-446.04,9.98,0.00,0.00
1188.86800,-445.95,9.97,0.00,0.00
1188.88800,-445.86,9.97,0.00,0.00
1188.90800,-445.77,9.97,0.00,0.00
1188.92800,-445.68,9.97,0.00,0.00
1188.94800,-445.59,9.97,0.00,0.00
1188.96800,-445.50,9.96,0.00,0.00
1188.98800,-445.41,9.96,0.00,0.00
1189.00800,-445.33,9.96,0.00,0.00
1189.02800,-445.24,9.96,0.00,0.00
1189.04800,-445.15,9.96,0.00,0.00
1189.06800,-445.06,9.96,0.00,0.00
1189.08800,-444.97,9.95,0.00,0.00
1189.10800,-444.88,9.95,0.00,0.00
1189.12800,-444.79,9.95,0.00,0.00
1189.14800,-444.70,9.95,0.00,0.00
1189.16800,-444.61,9.95,0.00,0.00
1189.18800,-444.53,9.95,0.00,0.00
1189.20800,-444.44,9.94,0.00,0.00
1189.22800,-444.35,9.94,0.00,0.00
1189.24800,-444.26,9.94,0.00,0.00
1189.26800,-444.17,9.94,0.00,0.00
1189.28800,-444.08,9.94,0.00,0.00
1189.30800,-443.99,9.93,0.00,0.00
1189.32800,-443.90,9.93,0.00,0.00
1189.34800,-443.82,9.93,0.00,0.00
1189.36800,-443.73,9.93,0.00,0.00
1189.38800,-443.64,9.93,0.00,0.00
1189.40800,-443.55,9.93,0.00,0.00
1189.42800,-443.46,9.92,0.00,0.00
1189.44800,-443.37,9.92,0.00,0.00
1189.46800,-443.29,9.92,0.00,0.00
1189.48800,-443.20,9.92,0.00,0.00
1189.50800,-443.11,9.92,0.00,0.00
1189.52800,-443.02,9.91,0.00,0.00
1189.54800,-442.93,9.91,0.00,0.00
1189.56800,-442.85,9.91,0.00,0.00
1189.58800,-442.76,9.91,0.00,0.00
