Sr2,5p1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
399.88800,249.28,4.26,0.00,0.00
399.90800,249.24,4.26,0.00,0.00
399.92800,249.21,4.26,0.00,0.00
399.94800,249.17,4.27,0.00,0.00
399.96800,249.14,4.27,0.00,0.00
399.98800,249.10,4.27,0.00,0.00
400.00800,249.06,4.28,0.00,0.00
400.02800,249.03,4.28,0.00,0.00
400.04800,248.99,4.28,0.00,0.00
400.06800,248.96,4.28,0.00,0.00
400.08800,248.92,4.29,0.00,0.00
400.10800,248.88,4.29,0.00,0.00
400.12800,248.85,4.29,0.00,0.00
400.14800,248.81,4.30,0.00,0.00
400.16800,248.77,4.30,0.00,0.00
400.18800,248.74,4.30,0.00,0.00
400.20800,248.70,4.31,0.00,0.00
400.22800,248.66,4.31,0.00,0.00
400.24800,248.63,4.31,0.00,0.00
400.26800,248.59,4.31,0.00,0.00
400.28800,248.55,4.32,0.00,0.00
400.30800,248.51,4.32,0.00,0.00
400.32800,248.48,4.32,0.00,0.00
400.34800,248.44,4.33,0.00,0.00
400.36800,248.40,4.33,0.00,0.00
400.38800,248.36,4.33,0.00,0.00
400.40800,248.32,4.34,0.00,0.00
400.42800,248.28,4.34,0.00,0.00
400.44800,248.25,4.34,0.00,0.00
400.46800,248.21,4.35,0.00,0.00
400.48800,248.17,4.35,0.00,0.00
400.50800,248.13,4.35,0.00,0.00
400.52800,248.09,4.36,0.00,0.00
400.54800,248.05,4.36,0.00,0.00
400.56800,248.01,4.36,0.00,0.00
400.58800,247.97,4.36,0.00,0.00
400.60800,247.93,4.37,0.00,0.00
400.62800,247.89,4.37,0.00,0.00
400.64800,247.85,4.37,0.00,0.00
400.66800,247.81,4.38,0.00,0.00
400.68800,247.77,4.38,0.00,0.00
400.70800,247.73,4.38,0.00,0.00
400.72800,247.69,4.39,0.00,0.00
400.74800,247.65,4.39,0.00,0.00
400.76800,247.61,4.39,0.00,0.00
400.78800,247.56,4.40,0.00,0.00
400.80800,247.52,4.40,0.00,0.00
400.82800,247.48,4.40,0.00,0.00
400.84800,247.44,4.41,0.00,0.00
400.86800,247.40,4.41,0.00,0.00
400.88800,247.35,4.41,0.00,0.00
400.90800,247.31,4.42,0.00,0.00
400.92800,247.27,4.42,0.00,0.00
400.94800,247.23,4.42,0.00,0.00
400.96800,247.18,4.43,0.00,0.00
400.98800,247.14,4.43,0.00,0.00
401.00800,247.10,4.43,0.00,0.00
401.02800,247.05,4.44,0.00,0.00
401.04800,247.01,4.44,0.00,0.00
401.06800,246.97,4.44,0.00,0.00
401.08800,246.92,4.45,0.00,0.00
401.10800,246.88,4.45,0.00,0.00
401.12800,246.83,4.46,0.00,0.00
401.14800,246.79,4.46,0.00,0.00
401.16800,246.74,4.46,0.00,0.00
401.18800,246.70,4.47,0.00,0.00
401.20800,246.65,4.47,0.00,0.00
401.22800,246.61,4.47,0.00,0.00
401.24800,246.56,4.48,0.00,0.00
401.26800,246.51,4.48,0.00,0.00
401.28800,246.47,4.48,0.00,0.00
401.30800,246.42,4.49,0.00,0.00
401.32800,246.38,4.49,0.00,0.00
401.34800,246.33,4.49,0.00,0.00
401.36800,246.28,4.50,0.00,0.00
401.38800,246.23,4.50,0.00,0.00
401.40800,246.19,4.51,0.00,0.00
401.42800,246.14,4.51,0.00,0.00
401.44800,246.09,4.51,0.00,0.00
401.46800,246.04,4.52,0.00,0.00
401.48800,245.99,4.52,0.00,0.00
401.50800,245.95,4.52,0.00,0.00
401.52800,245.90,4.53,0.00,0.00
401.54800,245.85,4.53,0.00,0.00
401.56800,245.80,4.53,0.00,0.00
401.58800,245.75,4.54,0.00,0.00
401.60800,245.70,4.54,0.00,0.00
401.62800,245.65,4.55,0.00,0.00
401.64800,245.60,4.55,0.00,0.00
401.66800,245.55,4.55,0.00,0.00
401.68800,245.50,4.56,0.00,0.00
401.70800,245.45,4.56,0.00,0.00
401.72800,245.40,4.56,0.00,0.00
401.74800,245.35,4.57,0.00,0.00
401.76800,245.29,4.57,0.00,0.00
401.78800,245.24,4.58,0.00,0.00
401.80800,245.19,4.58,0.00,0.00
401.82800,245.14,4.58,0.00,0.00
401.84800,245.08,4.59,0.00,0.00
401.86800,245.03,4.59,0.00,0.00
401.88800,244.98,4.60,0.00,0.00
401.90800,244.93,4.60,0.00,0.00
401.92800,244.87,4.60,0.00,0.00
401.94800,244.82,4.61,0.00,0.00
401.96800,244.76,4.61,0.00,0.00
401.98800,244.71,4.62,0.00,0.00
402.00800,244.65,4.62,0.00,0.00
402.02800,244.60,4.62,0.00,0.00
402.04800,244.54,4.63,0.00,0.00
402.06800,244.49,4.63,0.00,0.00
402.08800,244.43,4.64,0.00,0.00
402.10800,244.38,4.64,0.00,0.00
402.12800,244.32,4.64,0.00,0.00
402.14800,244.26,4.65,0.00,0.00
402.16800,244.21,4.65,0.00,0.00
402.18800,244.15,4.66,0.00,0.00
402.20800,244.09,4.66,0.00,0.00
402.22800,244.03,4.66,0.00,0.00
402.24800,243.98,4.67,0.00,0.00
402.26800,243.92,4.67,0.00,0.00
402.28800,243.86,4.68,0.00,0.00
402.30800,243.80,4.68,0.00,0.00
402.32800,243.74,4.68,0.00,0.00
402.34800,243.68,4.69,0.00,0.00
402.36800,243.62,4.69,0.00,0.00
402.38800,243.56,4.70,0.00,0.00
402.40800,243.50,4.70,0.00,0.00
402.42800,243.44,4.71,0.00,0.00
402.44800,243.38,4.71,0.00,0.00
402.46800,243.32,4.71,0.00,0.00
402.48800,243.25,4.72,0.00,0.00
402.50800,243.19,4.72,0.00,0.00
402.52800,243.13,4.73,0.00,0.00
402.54800,243.07,4.73,0.00,0.00
402.56800,243.00,4.74,0.00,0.00
402.58800,242.94,4.74,0.00,0.00
402.60800,242.87,4.74,0.00,0.00
402.62800,242.81,4.75,0.00,0.00
402.64800,242.75,4.75,0.00,0.00
402.66800,242.68,4.76,0.00,0.00
402.68800,242.62,4.76,0.00,0.00
402.70800,242.55,4.77,0.00,0.00
402.72800,242.48,4.77,0.00,0.00
402.74800,242.42,4.77,0.00,0.00
402.76800,242.35,4.78,0.00,0.00
402.78800,242.28,4.78,0.00,0.00
402.80800,242.22,4.79,0.00,0.00
402.82800,242.15,4.79,0.00,0.00
402.84800,242.08,4.80,0.00,0.00
402.86800,242.01,4.80,0.00,0.00
402.88800,241.94,4.81,0.00,0.00
402.90800,241.87,4.81,0.00,0.00
402.92800,241.80,4.82,0.00,0.00
402.94800,241.73,4.82,0.00,0.00
402.96800,241.66,4.82,0.00,0.00
402.98800,241.59,4.83,0.00,0.00
403.00800,241.52,4.83,0.00,0.00
403.02800,241.45,4.84,0.00,0.00
403.04800,241.38,4.84,0.00,0.00
403.06800,241.31,4.85,0.00,0.00
403.08800,241.23,4.85,0.00,0.00
403.10800,241.16,4.86,0.00,0.00
403.12800,241.09,4.86,0.00,0.00
403.14800,241.01,4.87,0.00,0.00
403.16800,240.94,4.87,0.00,0.00
403.18800,240.86,4.88,0.00,0.00
403.20800,240.79,4.88,0.00,0.00
403.22800,240.71,4.89,0.00,0.00
403.24800,240.64,4.89,0.00,0.00
403.26800,240.56,4.90,0.00,0.00
403.28800,240.48,4.90,0.00,0.00
403.30800,240.41,4.91,0.00,0.00
403.32800,240.33,4.91,0.00,0.00
403.34800,240.25,4.91,0.00,0.00
403.36800,240.17,4.92,0.00,0.00
403.38800,240.09,4.92,0.00,0.00
403.40800,240.01,4.93,0.00,0.00
403.42800,239.93,4.93,0.00,0.00
403.44800,239.85,4.94,0.00,0.00
403.46800,239.77,4.94,0.00,0.00
403.48800,239.69,4.95,0.00,0.00
403.50800,239.61,4.95,0.00,0.00
403.52800,239.52,4.96,0.00,0.00
403.54800,239.44,4.96,0.00,0.00
403.56800,239.36,4.97,0.00,0.00
403.58800,239.27,4.97,0.00,0.00
403.60800,239.19,4.98,0.00,0.00
403.62800,239.11,4.98,0.00,0.00
403.64800,239.02,4.99,0.00,0.00
403.66800,238.93,5.00,0.00,0.00
403.68800,238.85,5.00,0.00,0.00
403.70800,238.76,5.01,0.00,0.00
403.72800,238.67,5.01,0.00,0.00
403.74800,238.59,5.02,0.00,0.00
403.76800,238.50,5.02,0.00,0.00
403.78800,238.41,5.03,0.00,0.00
403.80800,238.32,5.03,0.00,0.00
403.82800,238.23,5.04,0.00,0.00
403.84800,238.14,5.04,0.00,0.00
403.86800,238.05,5.05,0.00,0.00
403.88800,237.96,5.05,0.00,0.00
403.90800,237.86,5.06,0.00,0.00
403.92800,237.77,5.06,0.00,0.00
403.94800,237.68,5.07,0.00,0.00
403.96800,237.58,5.07,0.00,0.00
403.98800,237.49,5.08,0.00,0.00
404.00800,237.40,5.09,0.00,0.00
404.02800,237.30,5.09,0.00,0.00
404.04800,237.20,5.10,0.00,0.00
404.06800,237.11,5.10,0.00,0.00
404.08800,237.01,5.11,0.00,0.00
404.10800,236.91,5.11,0.00,0.00
404.12800,236.81,5.12,0.00,0.00
404.14800,236.71,5.12,0.00,0.00
404.16800,236.62,5.13,0.00,0.00
404.18800,236.52,5.13,0.00,0.00
404.20800,236.41,5.14,0.00,0.00
404.22800,236.31,5.15,0.00,0.00
404.24800,236.21,5.15,0.00,0.00
404.26800,236.11,5.16,0.00,0.00
404.28800,236.01,5.16,0.00,0.00
404.30800,235.90,5.17,0.00,0.00
404.32800,235.80,5.17,0.00,0.00
404.34800,235.69,5.18,0.00,0.00
404.36800,235.59,5.19,0.00,0.00
404.38800,235.48,5.19,0.00,0.00
404.40800,235.37,5.20,0.00,0.00
404.42800,235.26,5.20,0.00,0.00
404.44800,235.16,5.21,0.00,0.00
404.46800,235.05,5.22,0.00,0.00
404.48800,234.94,5.22,0.00,0.00
404.50800,234.83,5.23,0.00,0.00
404.52800,234.72,5.23,0.00,0.00
404.54800,234.60,5.24,0.00,0.00
404.56800,234.49,5.24,0.00,0.00
404.58800,234.38,5.25,0.00,0.00
404.60800,234.26,5.26,0.00,0.00
404.62800,234.15,5.26,0.00,0.00
404.64800,234.03,5.27,0.00,0.00
404.66800,233.92,5.27,0.00,0.00
404.68800,233.80,5.28,0.00,0.00
404.70800,233.68,5.29,0.00,0.00
404.72800,233.56,5.29,0.00,0.00
404.74800,233.45,5.30,0.00,0.00
404.76800,233.33,5.31,0.00,0.00
404.78800,233.21,5.31,0.00,0.00
404.80800,233.08,5.32,0.00,0.00
404.82800,232.96,5.32,0.00,0.00
404.84800,232.84,5.33,0.00,0.00
404.86800,232.72,5.34,0.00,0.00
404.88800,232.59,5.34,0.00,0.00
404.90800,232.47,5.35,0.00,0.00
404.92800,232.34,5.36,0.00,0.00
404.94800,232.21,5.36,0.00,0.00
404.96800,232.09,5.37,0.00,0.00
404.98800,231.96,5.37,0.00,0.00
405.00800,231.83,5.38,0.00,0.00
405.02800,231.70,5.39,0.00,0.00
405.04800,231.57,5.39,0.00,0.00
405.06800,231.43,5.40,0.00,0.00
405.08800,231.30,5.41,0.00,0.00
405.10800,231.17,5.41,0.00,0.00
405.12800,231.03,5.42,0.00,0.00
405.14800,230.90,5.43,0.00,0.00
405.16800,230.76,5.43,0.00,0.00
405.18800,230.63,5.44,0.00,0.00
405.20800,230.49,5.45,0.00,0.00
405.22800,230.35,5.45,0.00,0.00
405.24800,230.21,5.46,0.00,0.00
405.26800,230.07,5.47,0.00,0.00
405.28800,229.93,5.47,0.00,0.00
405.30800,229.78,5.48,0.00,0.00
405.32800,229.64,5.49,0.00,0.00
405.34800,229.50,5.49,0.00,0.00
405.36800,229.35,5.50,0.00,0.00
405.38800,229.21,5.51,0.00,0.00
405.40800,229.06,5.51,0.00,0.00
405.42800,228.91,5.52,0.00,0.00
405.44800,228.76,5.53,0.00,0.00
405.46800,228.61,5.53,0.00,0.00
405.48800,228.46,5.54,0.00,0.00
405.50800,228.31,5.55,0.00,0.00
405.52800,228.15,5.56,0.00,0.00
405.54800,228.00,5.56,0.00,0.00
405.56800,227.85,5.57,0.00,0.00
405.58800,227.69,5.58,0.00,0.00
405.60800,227.53,5.58,0.00,0.00
405.62800,227.37,5.59,0.00,0.00
405.64800,227.21,5.60,0.00,0.00
405.66800,227.05,5.61,0.00,0.00
405.68800,226.89,5.61,0.00,0.00
405.70800,226.73,5.62,0.00,0.00
405.72800,226.57,5.63,0.00,0.00
405.74800,226.40,5.63,0.00,0.00
405.76800,226.24,5.64,0.00,0.00
405.78800,226.07,5.65,0.00,0.00
405.80800,225.90,5.66,0.00,0.00
405.82800,225.73,5.66,0.00,0.00
405.84800,225.56,5.67,0.00,0.00
405.86800,225.39,5.68,0.00,0.00
405.88800,225.22,5.69,0.00,0.00
405.90800,225.04,5.69,0.00,0.00
405.92800,224.87,5.70,0.00,0.00
405.94800,224.69,5.71,0.00,0.00
405.96800,224.51,5.72,0.00,0.00
405.98800,224.34,5.72,0.00,0.00
406.00800,224.16,5.73,0.00,0.00
406.02800,223.98,5.74,0.00,0.00
406.04800,223.79,5.75,0.00,0.00
406.06800,223.61,5.76,0.00,0.00
406.08800,223.42,5.76,0.00,0.00
406.10800,223.24,5.77,0.00,0.00
406.12800,223.05,5.78,0.00,0.00
406.14800,222.86,5.79,0.00,0.00
406.16800,222.67,5.79,0.00,0.00
406.18800,222.48,5.80,0.00,0.00
406.20800,222.29,5.81,0.00,0.00
406.22800,222.09,5.82,0.00,0.00
406.24800,221.90,5.83,0.00,0.00
406.26800,221.70,5.83,0.00,0.00
406.28800,221.51,5.84,0.00,0.00
406.30800,221.31,5.85,0.00,0.00
406.32800,221.11,5.86,0.00,0.00
406.34800,220.90,5.87,0.00,0.00
406.36800,220.70,5.88,0.00,0.00
406.38800,220.49,5.88,0.00,0.00
406.40800,220.29,5.89,0.00,0.00
406.42800,220.08,5.90,0.00,0.00
406.44800,219.87,5.91,0.00,0.00
406.46800,219.66,5.92,0.00,0.00
406.48800,219.45,5.92,0.00,0.00
406.50800,219.23,5.93,0.00,0.00
406.52800,219.02,5.94,0.00,0.00
406.54800,218.80,5.95,0.00,0.00
406.56800,218.58,5.96,0.00,0.00
406.58800,218.36,5.97,0.00,0.00
406.60800,218.14,5.98,0.00,0.00
406.62800,217.92,5.98,0.00,0.00
406.64800,217.70,5.99,0.00,0.00
406.66800,217.47,6.00,0.00,0.00
406.68800,217.24,6.01,0.00,0.00
406.70800,217.01,6.02,0.00,0.00
406.72800,216.78,6.03,0.00,0.00
406.74800,216.55,6.04,0.00,0.00
406.76800,216.31,6.05,0.00,0.00
406.78800,216.08,6.05,0.00,0.00
406.80800,215.84,6.06,0.00,0.00
406.82800,215.60,6.07,0.00,0.00
406.84800,215.36,6.08,0.00,0.00
406.86800,215.12,6.09,0.00,0.00
406.88800,214.87,6.10,0.00,0.00
406.90800,214.63,6.11,0.00,0.00
406.92800,214.38,6.12,0.00,0.00
406.94800,214.13,6.13,0.00,0.00
406.96800,213.88,6.14,0.00,0.00
406.98800,213.62,6.15,0.00,0.00
407.00800,213.37,6.15,0.00,0.00
407.02800,213.11,6.16,0.00,0.00
407.04800,212.85,6.17,0.00,0.00
407.06800,212.59,6.18,0.00,0.00
407.08800,212.33,6.19,0.00,0.00
407.10800,212.06,6.20,0.00,0.00
407.12800,211.80,6.21,0.00,0.00
407.14800,211.53,6.22,0.00,0.00
407.16800,211.26,6.23,0.00,0.00
407.18800,210.98,6.24,0.00,0.00
407.20800,210.71,6.25,0.00,0.00
407.22800,210.43,6.26,0.00,0.00
407.24800,210.15,6.27,0.00,0.00
407.26800,209.87,6.28,0.00,0.00
407.28800,209.59,6.29,0.00,0.00
407.30800,209.30,6.30,0.00,0.00
407.32800,209.02,6.31,0.00,0.00
407.34800,208.73,6.32,0.00,0.00
407.36800,208.44,6.33,0.00,0.00
407.38800,208.14,6.34,0.00,0.00
407.40800,207.85,6.35,0.00,0.00
407.42800,207.55,6.36,0.00,0.00
407.44800,207.25,6.37,0.00,0.00
407.46800,206.95,6.38,0.00,0.00
407.48800,206.64,6.39,0.00,0.00
407.50800,206.33,6.40,0.00,0.00
407.52800,206.03,6.41,0.00,0.00
407.54800,205.71,6.42,0.00,0.00
407.56800,205.40,6.43,0.00,0.00
407.58800,205.08,6.44,0.00,0.00
407.60800,204.76,6.45,0.00,0.00
407.62800,204.44,6.46,0.00,0.00
407.64800,204.12,6.47,0.00,0.00
407.66800,203.79,6.48,0.00,0.00
407.68800,203.47,6.49,0.00,0.00
407.70800,203.13,6.50,0.00,0.00
407.72800,202.80,6.51,0.00,0.00
407.74800,202.46,6.53,0.00,0.00
407.76800,202.13,6.54,0.00,0.00
407.78800,201.78,6.55,0.00,0.00
407.80800,201.44,6.56,0.00,0.00
407.82800,201.09,6.57,0.00,0.00
407.84800,200.75,6.58,0.00,0.00
407.86800,200.39,6.59,0.00,0.00
407.88800,200.04,6.60,0.00,0.00
407.90800,199.68,6.61,0.00,0.00
407.92800,199.32,6.62,0.00,0.00
407.94800,198.96,6.64,0.00,0.00
407.96800,198.59,6.65,0.00,0.00
407.98800,198.22,6.66,0.00,0.00
408.00800,197.85,6.67,0.00,0.00
408.02800,197.48,6.68,0.00,0.00
408.04800,197.10,6.69,0.00,0.00
408.06800,196.72,6.70,0.00,0.00
408.08800,196.34,6.72,0.00,0.00
408.10800,195.95,6.73,0.00,0.00
408.12800,195.56,6.74,0.00,0.00
408.14800,195.17,6.75,0.00,0.00
408.16800,194.78,6.76,0.00,0.00
408.18800,194.38,6.78,0.00,0.00
408.20800,193.98,6.79,0.00,0.00
408.22800,193.57,6.80,0.00,0.00
408.24800,193.16,6.81,0.00,0.00
408.26800,192.75,6.82,0.00,0.00
408.28800,192.34,6.84,0.00,0.00
408.30800,191.92,6.85,0.00,0.00
408.32800,191.50,6.86,0.00,0.00
408.34800,191.07,6.87,0.00,0.00
408.36800,190.65,6.88,0.00,0.00
408.38800,190.22,6.90,0.00,0.00
408.40800,189.78,6.91,0.00,0.00
408.42800,189.34,6.92,0.00,0.00
408.44800,188.90,6.93,0.00,0.00
408.46800,188.46,6.95,0.00,0.00
408.48800,188.01,6.96,0.00,0.00
408.50800,187.56,6.97,0.00,0.00
408.52800,187.10,6.99,0.00,0.00
408.54800,186.64,7.00,0.00,0.00
408.56800,186.18,7.01,0.00,0.00
408.58800,185.71,7.02,0.00,0.00
408.60800,185.24,7.04,0.00,0.00
408.62800,184.76,7.05,0.00,0.00
408.64800,184.28,7.06,0.00,0.00
408.66800,183.80,7.08,0.00,0.00
408.68800,183.32,7.09,0.00,0.00
408.70800,182.83,7.10,0.00,0.00
408.72800,182.33,7.12,0.00,0.00
408.74800,181.83,7.13,0.00,0.00
408.76800,181.33,7.14,0.00,0.00
408.78800,180.82,7.16,0.00,0.00
408.80800,180.31,7.17,0.00,0.00
408.82800,179.80,7.19,0.00,0.00
408.84800,179.28,7.20,0.00,0.00
408.86800,178.75,7.21,0.00,0.00
408.88800,178.22,7.23,0.00,0.00
408.90800,177.69,7.24,0.00,0.00
408.92800,177.15,7.26,0.00,0.00
408.94800,176.61,7.27,0.00,0.00
408.96800,176.07,7.28,0.00,0.00
408.98800,175.52,7.30,0.00,0.00
409.00800,174.96,7.31,0.00,0.00
409.02800,174.40,7.33,0.00,0.00
409.04800,173.84,7.34,0.00,0.00
409.06800,173.27,7.36,0.00,0.00
409.08800,172.69,7.37,0.00,0.00
409.10800,172.11,7.39,0.00,0.00
409.12800,171.53,7.40,0.00,0.00
409.14800,170.94,7.42,0.00,0.00
409.16800,170.35,7.43,0.00,0.00
409.18800,169.75,7.45,0.00,0.00
409.20800,169.14,7.46,0.00,0.00
409.22800,168.53,7.48,0.00,0.00
409.24800,167.92,7.49,0.00,0.00
409.26800,167.30,7.51,0.00,0.00
409.28800,166.67,7.52,0.00,0.00
409.30800,166.04,7.54,0.00,0.00
409.32800,165.41,7.55,0.00,0.00
409.34800,164.76,7.57,0.00,0.00
409.36800,164.12,7.58,0.00,0.00
409.38800,163.46,7.60,0.00,0.00
409.40800,162.81,7.62,0.00,0.00
409.42800,162.14,7.63,0.00,0.00
409.44800,161.47,7.65,0.00,0.00
409.46800,160.80,7.66,0.00,0.00
409.48800,160.11,7.68,0.00,0.00
409.50800,159.43,7.70,0.00,0.00
409.52800,158.73,7.71,0.00,0.00
409.54800,158.03,7.73,0.00,0.00
409.56800,157.33,7.75,0.00,0.00
409.58800,156.61,7.76,0.00,0.00
409.60800,155.89,7.78,0.00,0.00
409.62800,155.17,7.80,0.00,0.00
409.64800,154.44,7.81,0.00,0.00
409.66800,153.70,7.83,0.00,0.00
409.68800,152.95,7.85,0.00,0.00
409.70800,152.20,7.87,0.00,0.00
409.72800,151.44,7.88,0.00,0.00
409.74800,150.68,7.90,0.00,0.00
409.76800,149.91,7.92,0.00,0.00
409.78800,149.13,7.94,0.00,0.00
409.80800,148.34,7.95,0.00,0.00
409.82800,147.55,7.97,0.00,0.00
409.84800,146.75,7.99,0.00,0.00
409.86800,145.94,8.01,0.00,0.00
409.88800,145.13,8.03,0.00,0.00
409.90800,144.31,8.04,0.00,0.00
409.92800,143.48,8.06,0.00,0.00
409.94800,142.64,8.08,0.00,0.00
409.96800,141.79,8.10,0.00,0.00
409.98800,140.94,8.12,0.00,0.00
410.00800,140.08,8.14,0.00,0.00
410.02800,139.21,8.16,0.00,0.00
410.04800,138.33,8.17,0.00,0.00
410.06800,137.45,8.19,0.00,0.00
410.08800,136.56,8.21,0.00,0.00
410.10800,135.65,8.23,0.00,0.00
410.12800,134.74,8.25,0.00,0.00
410.14800,133.83,8.27,0.00,0.00
410.16800,132.90,8.29,0.00,0.00
410.18800,131.96,8.31,0.00,0.00
410.20800,131.02,8.33,0.00,0.00
410.22800,130.06,8.35,0.00,0.00
410.24800,129.10,8.37,0.00,0.00
410.26800,128.13,8.39,0.00,0.00
410.28800,127.15,8.41,0.00,0.00
410.30800,126.16,8.43,0.00,0.00
410.32800,125.16,8.45,0.00,0.00
410.34800,124.15,8.47,0.00,0.00
410.36800,123.13,8.49,0.00,0.00
410.38800,122.10,8.51,0.00,0.00
410.40800,121.06,8.54,0.00,0.00
410.42800,120.01,8.56,0.00,0.00
410.44800,118.96,8.58,0.00,0.00
410.46800,117.89,8.60,0.00,0.00
410.48800,116.81,8.62,0.00,0.00
410.50800,115.72,8.64,0.00,0.00
410.52800,114.62,8.67,0.00,0.00
410.54800,113.50,8.69,0.00,0.00
410.56800,112.38,8.71,0.00,0.00
410.58800,111.25,8.73,0.00,0.00
410.60800,110.10,8.75,0.00,0.00
410.62800,108.95,8.78,0.00,0.00
410.64800,107.78,8.80,0.00,0.00
410.66800,106.60,8.82,0.00,0.00
410.68800,105.41,8.85,0.00,0.00
410.70800,104.21,8.87,0.00,0.00
410.72800,102.99,8.89,0.00,0.00
410.74800,101.77,8.92,0.00,0.00
410.76800,100.53,8.94,0.00,0.00
410.78800,99.27,8.96,0.00,0.00
410.80800,98.01,8.99,0.00,0.00
410.82800,96.73,9.01,0.00,0.00
410.84800,95.44,9.04,0.00,0.00
410.86800,94.14,9.06,0.00,0.00
410.88800,92.82,9.08,0.00,0.00
410.90800,91.49,9.11,0.00,0.00
410.92800,90.15,9.13,0.00,0.00
410.94800,88.79,9.16,0.00,0.00
410.96800,87.42,9.18,0.00,0.00
410.98800,86.03,9.21,0.00,0.00
411.00800,84.63,9.24,0.00,0.00
411.02800,83.22,9.26,0.00,0.00
411.04800,81.79,9.29,0.00,0.00
411.06800,80.35,9.31,0.00,0.00
411.08800,78.89,9.34,0.00,0.00
411.10800,77.41,9.37,0.00,0.00
411.12800,75.92,9.39,0.00,0.00
411.14800,74.41,9.42,0.00,0.00
411.16800,72.89,9.45,0.00,0.00
411.18800,71.35,9.47,0.00,0.00
411.20800,69.80,9.50,0.00,0.00
411.22800,68.23,9.53,0.00,0.00
411.24800,66.64,9.56,0.00,0.00
411.26800,65.04,9.59,0.00,0.00
411.28800,63.41,9.61,0.00,0.00
411.30800,61.77,9.64,0.00,0.00
411.32800,60.12,9.67,0.00,0.00
411.34800,58.44,9.70,0.00,0.00
411.36800,56.75,9.73,0.00,0.00
411.38800,55.03,9.76,0.00,0.00
411.40800,53.30,9.79,0.00,0.00
411.42800,51.55,9.82,0.00,0.00
411.44800,49.78,9.85,0.00,0.00
411.46800,47.99,9.88,0.00,0.00
411.48800,46.18,9.91,0.00,0.00
411.50800,44.35,9.94,0.00,0.00
411.52800,42.51,9.97,0.00,0.00
411.54800,40.64,10.00,0.00,0.00
411.56800,38.74,10.03,0.00,0.00
411.58800,36.83,10.07,0.00,0.00
411.60800,34.90,10.10,0.00,0.00
411.62800,32.94,10.13,0.00,0.00
411.64800,30.96,10.16,0.00,0.00
411.66800,28.96,10.19,0.00,0.00
411.68800,26.94,10.23,0.00,0.00
411.70800,24.89,10.26,0.00,0.00
411.72800,22.82,10.29,0.00,0.00
411.74800,20.73,10.33,0.00,0.00
411.76800,18.61,10.36,0.00,0.00
411.78800,16.47,10.40,0.00,0.00
411.80800,14.30,10.43,0.00,0.00
411.82800,12.11,10.47,0.00,0.00
411.84800,9.89,10.50,0.00,0.00
411.86800,7.64,10.54,0.00,0.00
411.88800,5.37,10.57,0.00,0.00
411.90800,3.07,10.61,0.00,0.00
411.92800,0.75,10.65,0.00,0.00
411.94800,-1.61,10.68,0.00,0.00
411.96800,-3.99,10.72,0.00,0.00
411.98800,-6.40,10.76,0.00,0.00
412.00800,-8.84,10.79,0.00,0.00
412.02800,-11.31,10.83,0.00,0.00
412.04800,-13.80,10.87,0.00,0.00
412.06800,-16.33,10.91,0.00,0.00
412.08800,-18.89,10.95,0.00,0.00
412.10800,-21.48,10.99,0.00,0.00
412.12800,-24.11,11.03,0.00,0.00
412.14800,-26.76,11.07,0.00,0.00
412.16800,-29.45,11.11,0.00,0.00
412.18800,-32.17,11.15,0.00,0.00
412.20800,-34.93,11.19,0.00,0.00
412.22800,-37.72,11.23,0.00,0.00
412.24800,-40.54,11.27,0.00,0.00
412.26800,-43.40,11.31,0.00,0.00
412.28800,-46.30,11.36,0.00,0.00
412.30800,-49.24,11.40,0.00,0.00
412.32800,-52.21,11.44,0.00,0.00
412.34800,-55.22,11.49,0.00,0.00
412.36800,-58.26,11.53,0.00,0.00
412.38800,-61.35,11.58,0.00,0.00
412.40800,-64.48,11.62,0.00,0.00
412.42800,-67.65,11.67,0.00,0.00
412.44800,-70.86,11.71,0.00,0.00
412.46800,-74.11,11.76,0.00,0.00
412.48800,-77.40,11.81,0.00,0.00
412.50800,-80.74,11.85,0.00,0.00
412.52800,-84.12,11.90,0.00,0.00
412.54800,-87.55,11.95,0.00,0.00
412.56800,-91.02,12.00,0.00,0.00
412.58800,-94.54,12.05,0.00,0.00
412.60800,-98.11,12.10,0.00,0.00
412.62800,-101.73,12.15,0.00,0.00
412.64800,-105.39,12.20,0.00,0.00
412.66800,-109.10,12.25,0.00,0.00
412.68800,-112.87,12.30,0.00,0.00
412.70800,-116.69,12.36,0.00,0.00
412.72800,-120.56,12.41,0.00,0.00
412.74800,-124.48,12.46,0.00,0.00
412.76800,-128.46,12.52,0.00,0.00
412.78800,-132.49,12.57,0.00,0.00
412.80800,-136.59,12.63,0.00,0.00
412.82800,-140.73,12.68,0.00,0.00
412.84800,-144.94,12.74,0.00,0.00
412.86800,-149.21,12.80,0.00,0.00
412.88800,-153.54,12.86,0.00,0.00
412.90800,-157.93,12.91,0.00,0.00
412.92800,-162.39,12.97,0.00,0.00
412.94800,-166.91,13.03,0.00,0.00
412.96800,-171.49,13.09,0.00,0.00
412.98800,-176.14,13.16,0.00,0.00
413.00800,-180.87,13.22,0.00,0.00
413.02800,-185.66,13.28,0.00,0.00
413.04800,-190.52,13.34,0.00,0.00
413.06800,-195.46,13.41,0.00,0.00
413.08800,-200.47,13.47,0.00,0.00
