Sr2,5s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
458.71100,464.11,3.69,0.00,0.00
458.73100,463.93,3.69,0.00,0.00
458.75100,463.76,3.69,0.00,0.00
458.77100,463.58,3.69,0.00,0.00
458.79100,463.40,3.69,0.00,0.00
458.81100,463.22,3.69,0.00,0.00
458.83100,463.04,3.68,0.00,0.00
458.85100,462.87,3.68,0.00,0.00
458.87100,462.69,3.68,0.00,0.00
458.89100,462.51,3.68,0.00,0.00
458.91100,462.34,3.68,0.00,0.00
458.93100,462.16,3.68,0.00,0.00
458.95100,461.98,3.68,0.00,0.00
458.97100,461.81,3.67,0.00,0.00
458.99100,461.63,3.67,0.00,0.00
459.01100,461.45,3.67,0.00,0.00
459.03100,461.28,3.67,0.00,0.00
459.05100,461.10,3.67,0.00,0.00
459.07100,460.93,3.67,0.00,0.00
459.09100,460.75,3.67,0.00,0.00
459.11100,460.57,3.66,0.00,0.00
459.13100,460.40,3.66,0.00,0.00
459.15100,460.22,3.66,0.00,0.00
459.17100,460.05,3.66,0.00,0.00
459.19100,459.87,3.66,0.00,0.00
459.21100,459.70,3.66,0.00,0.00
459.23100,459.53,3.66,0.00,0.00
459.25100,459.35,3.66,0.00,0.00
459.27100,459.18,3.65,0.00,0.00
459.29100,459.00,3.65,0.00,0.00
459.31100,458.83,3.65,0.00,0.00
459.33100,458.66,3.65,0.00,0.00
459.35100,458.48,3.65,0.00,0.00
459.37100,458.31,3.65,0.00,0.00
459.39100,458.14,3.65,0.00,0.00
459.41100,457.96,3.64,0.00,0.00
459.43100,457.79,3.64,0.00,0.00
459.45100,457.62,3.64,0.00,0.00
459.47100,457.45,3.64,0.00,0.00
459.49100,457.27,3.64,0.00,0.00
459.51100,457.10,3.64,0.00,0.00
459.53100,456.93,3.64,0.00,0.00
459.55100,456.76,3.63,0.00,0.00
459.57100,456.59,3.63,0.00,0.00
459.59100,456.41,3.63,0.00,0.00
459.61100,456.24,3.63,0.00,0.00
459.63100,456.07,3.63,0.00,0.00
459.65100,455.90,3.63,0.00,0.00
459.67100,455.73,3.63,0.00,0.00
459.69100,455.56,3.63,0.00,0.00
459.71100,455.39,3.62,0.00,0.00
459.73100,455.22,3.62,0.00,0.00
459.75100,455.05,3.62,0.00,0.00
459.77100,454.88,3.62,0.00,0.00
459.79100,454.71,3.62,0.00,0.00
459.81100,454.54,3.62,0.00,0.00
459.83100,454.37,3.62,0.00,0.00
459.85100,454.20,3.61,0.00,0.00
459.87100,454.03,3.61,0.00,0.00
459.89100,453.86,3.61,0.00,0.00
459.91100,453.69,3.61,0.00,0.00
459.93100,453.52,3.61,0.00,0.00
459.95100,453.35,3.61,0.00,0.00
459.97100,453.18,3.61,0.00,0.00
459.99100,453.02,3.61,0.00,0.00
460.01100,452.85,3.60,0.00,0.00
460.03100,452.68,3.60,0.00,0.00
460.05100,452.51,3.60,0.00,0.00
460.07100,452.34,3.60,0.00,0.00
460.09100,452.18,3.60,0.00,0.00
460.11100,452.01,3.60,0.00,0.00
460.13100,451.84,3.60,0.00,0.00
460.15100,451.67,3.60,0.00,0.00
460.17100,451.51,3.59,0.00,0.00
460.19100,451.34,3.59,0.00,0.00
460.21100,451.17,3.59,0.00,0.00
460.23100,451.01,3.59,0.00,0.00
460.25100,450.84,3.59,0.00,0.00
460.27100,450.67,3.59,0.00,0.00
460.29100,450.51,3.59,0.00,0.00
460.31100,450.34,3.58,0.00,0.00
460.33100,450.18,3.58,0.00,0.00
460.35100,450.01,3.58,0.00,0.00
460.37100,449.84,3.58,0.00,0.00
460.39100,449.68,3.58,0.00,0.00
460.41100,449.51,3.58,0.00,0.00
460.43100,449.35,3.58,0.00,0.00
460.45100,449.18,3.58,0.00,0.00
460.47100,449.02,3.57,0.00,0.00
460.49100,448.85,3.57,0.00,0.00
460.51100,448.69,3.57,0.00,0.00
460.53100,448.53,3.57,0.00,0.00
460.55100,448.36,3.57,0.00,0.00
460.57100,448.20,3.57,0.00,0.00
460.59100,448.03,3.57,0.00,0.00
460.61100,447.87,3.57,0.00,0.00
460.63100,447.71,3.56,0.00,0.00
460.65100,447.54,3.56,0.00,0.00
460.67100,447.38,3.56,0.00,0.00
460.69100,447.22,3.56,0.00,0.00
460.71100,447.05,3.56,0.00,0.00
460.73100,446.89,3.56,0.00,0.00
460.75100,446.73,3.56,0.00,0.00
460.77100,446.56,3.56,0.00,0.00
460.79100,446.40,3.55,0.00,0.00
460.81100,446.24,3.55,0.00,0.00
460.83100,446.08,3.55,0.00,0.00
460.85100,445.92,3.55,0.00,0.00
460.87100,445.75,3.55,0.00,0.00
460.89100,445.59,3.55,0.00,0.00
460.91100,445.43,3.55,0.00,0.00
460.93100,445.27,3.55,0.00,0.00
460.95100,445.11,3.54,0.00,0.00
460.97100,444.95,3.54,0.00,0.00
460.99100,444.79,3.54,0.00,0.00
461.01100,444.62,3.54,0.00,0.00
461.03100,444.46,3.54,0.00,0.00
461.05100,444.30,3.54,0.00,0.00
461.07100,444.14,3.54,0.00,0.00
461.09100,443.98,3.54,0.00,0.00
461.11100,443.82,3.53,0.00,0.00
461.13100,443.66,3.53,0.00,0.00
461.15100,443.50,3.53,0.00,0.00
461.17100,443.34,3.53,0.00,0.00
461.19100,443.18,3.53,0.00,0.00
461.21100,443.02,3.53,0.00,0.00
461.23100,442.86,3.53,0.00,0.00
461.25100,442.70,3.53,0.00,0.00
461.27100,442.55,3.52,0.00,0.00
461.29100,442.39,3.52,0.00,0.00
461.31100,442.23,3.52,0.00,0.00
461.33100,442.07,3.52,0.00,0.00
461.35100,441.91,3.52,0.00,0.00
461.37100,441.75,3.52,0.00,0.00
461.39100,441.59,3.52,0.00,0.00
461.41100,441.44,3.52,0.00,0.00
461.43100,441.28,3.51,0.00,0.00
461.45100,441.12,3.51,0.00,0.00
461.47100,440.96,3.51,0.00,0.00
461.49100,440.80,3.51,0.00,0.00
461.51100,440.65,3.51,0.00,0.00
461.53100,440.49,3.51,0.00,0.00
461.55100,440.33,3.51,0.00,0.00
461.57100,440.18,3.51,0.00,0.00
461.59100,440.02,3.50,0.00,0.00
461.61100,439.86,3.50,0.00,0.00
461.63100,439.71,3.50,0.00,0.00
461.65100,439.55,3.50,0.00,0.00
461.67100,439.39,3.50,0.00,0.00
461.69100,439.24,3.50,0.00,0.00
461.71100,439.08,3.50,0.00,0.00
461.73100,438.93,3.50,0.00,0.00
461.75100,438.77,3.49,0.00,0.00
461.77100,438.61,3.49,0.00,0.00
461.79100,438.46,3.49,0.00,0.00
461.81100,438.30,3.49,0.00,0.00
461.83100,438.15,3.49,0.00,0.00
461.85100,437.99,3.49,0.00,0.00
461.87100,437.84,3.49,0.00,0.00
461.89100,437.68,3.49,0.00,0.00
461.91100,437.53,3.48,0.00,0.00
461.93100,437.37,3.48,0.00,0.00
461.95100,437.22,3.48,0.00,0.00
461.97100,437.07,3.48,0.00,0.00
461.99100,436.91,3.48,0.00,0.00
462.01100,436.76,3.48,0.00,0.00
462.03100,436.60,3.48,0.00,0.00
462.05100,436.45,3.48,0.00,0.00
462.07100,436.30,3.48,0.00,0.00
462.09100,436.14,3.47,0.00,0.00
462.11100,435.99,3.47,0.00,0.00
462.13100,435.84,3.47,0.00,0.00
462.15100,435.68,3.47,0.00,0.00
462.17100,435.53,3.47,0.00,0.00
462.19100,435.38,3.47,0.00,0.00
462.21100,435.22,3.47,0.00,0.00
462.23100,435.07,3.47,0.00,0.00
462.25100,434.92,3.46,0.00,0.00
462.27100,434.77,3.46,0.00,0.00
462.29100,434.61,3.46,0.00,0.00
462.31100,434.46,3.46,0.00,0.00
462.33100,434.31,3.46,0.00,0.00
462.35100,434.16,3.46,0.00,0.00
462.37100,434.01,3.46,0.00,0.00
462.39100,433.86,3.46,0.00,0.00
462.41100,433.70,3.46,0.00,0.00
462.43100,433.55,3.45,0.00,0.00
462.45100,433.40,3.45,0.00,0.00
462.47100,433.25,3.45,0.00,0.00
462.49100,433.10,3.45,0.00,0.00
462.51100,432.95,3.45,0.00,0.00
462.53100,432.80,3.45,0.00,0.00
462.55100,432.65,3.45,0.00,0.00
462.57100,432.50,3.45,0.00,0.00
462.59100,432.35,3.44,0.00,0.00
462.61100,432.20,3.44,0.00,0.00
462.63100,432.05,3.44,0.00,0.00
462.65100,431.90,3.44,0.00,0.00
462.67100,431.75,3.44,0.00,0.00
462.69100,431.60,3.44,0.00,0.00
462.71100,431.45,3.44,0.00,0.00
462.73100,431.30,3.44,0.00,0.00
462.75100,431.15,3.44,0.00,0.00
462.77100,431.00,3.43,0.00,0.00
462.79100,430.85,3.43,0.00,0.00
462.81100,430.70,3.43,0.00,0.00
462.83100,430.56,3.43,0.00,0.00
462.85100,430.41,3.43,0.00,0.00
462.87100,430.26,3.43,0.00,0.00
462.89100,430.11,3.43,0.00,0.00
462.91100,429.96,3.43,0.00,0.00
462.93100,429.81,3.42,0.00,0.00
462.95100,429.67,3.42,0.00,0.00
462.97100,429.52,3.42,0.00,0.00
462.99100,429.37,3.42,0.00,0.00
463.01100,429.22,3.42,0.00,0.00
463.03100,429.08,3.42,0.00,0.00
463.05100,428.93,3.42,0.00,0.00
463.07100,428.78,3.42,0.00,0.00
463.09100,428.63,3.42,0.00,0.00
463.11100,428.49,3.41,0.00,0.00
463.13100,428.34,3.41,0.00,0.00
463.15100,428.19,3.41,0.00,0.00
463.17100,428.05,3.41,0.00,0.00
463.19100,427.90,3.41,0.00,0.00
463.21100,427.75,3.41,0.00,0.00
463.23100,427.61,3.41,0.00,0.00
463.25100,427.46,3.41,0.00,0.00
463.27100,427.32,3.41,0.00,0.00
463.29100,427.17,3.40,0.00,0.00
463.31100,427.02,3.40,0.00,0.00
463.33100,426.88,3.40,0.00,0.00
463.35100,426.73,3.40,0.00,0.00
463.37100,426.59,3.40,0.00,0.00
463.39100,426.44,3.40,0.00,0.00
463.41100,426.30,3.40,0.00,0.00
463.43100,426.15,3.40,0.00,0.00
463.45100,426.01,3.39,0.00,0.00
463.47100,425.86,3.39,0.00,0.00
463.49100,425.72,3.39,0.00,0.00
463.51100,425.57,3.39,0.00,0.00
463.53100,425.43,3.39,0.00,0.00
463.55100,425.29,3.39,0.00,0.00
463.57100,425.14,3.39,0.00,0.00
463.59100,425.00,3.39,0.00,0.00
463.61100,424.85,3.39,0.00,0.00
463.63100,424.71,3.38,0.00,0.00
463.65100,424.57,3.38,0.00,0.00
463.67100,424.42,3.38,0.00,0.00
463.69100,424.28,3.38,0.00,0.00
463.71100,424.14,3.38,0.00,0.00
463.73100,423.99,3.38,0.00,0.00
463.75100,423.85,3.38,0.00,0.00
463.77100,423.71,3.38,0.00,0.00
463.79100,423.56,3.38,0.00,0.00
463.81100,423.42,3.37,0.00,0.00
463.83100,423.28,3.37,0.00,0.00
463.85100,423.14,3.37,0.00,0.00
463.87100,422.99,3.37,0.00,0.00
463.89100,422.85,3.37,0.00,0.00
463.91100,422.71,3.37,0.00,0.00
463.93100,422.57,3.37,0.00,0.00
463.95100,422.43,3.37,0.00,0.00
463.97100,422.28,3.37,0.00,0.00
463.99100,422.14,3.36,0.00,0.00
464.01100,422.00,3.36,0.00,0.00
464.03100,421.86,3.36,0.00,0.00
464.05100,421.72,3.36,0.00,0.00
464.07100,421.58,3.36,0.00,0.00
464.09100,421.44,3.36,0.00,0.00
464.11100,421.29,3.36,0.00,0.00
464.13100,421.15,3.36,0.00,0.00
464.15100,421.01,3.36,0.00,0.00
464.17100,420.87,3.35,0.00,0.00
464.19100,420.73,3.35,0.00,0.00
464.21100,420.59,3.35,0.00,0.00
464.23100,420.45,3.35,0.00,0.00
464.25100,420.31,3.35,0.00,0.00
464.27100,420.17,3.35,0.00,0.00
464.29100,420.03,3.35,0.00,0.00
464.31100,419.89,3.35,0.00,0.00
464.33100,419.75,3.35,0.00,0.00
464.35100,419.61,3.34,0.00,0.00
464.37100,419.47,3.34,0.00,0.00
464.39100,419.33,3.34,0.00,0.00
464.41100,419.19,3.34,0.00,0.00
464.43100,419.06,3.34,0.00,0.00
464.45100,418.92,3.34,0.00,0.00
464.47100,418.78,3.34,0.00,0.00
464.49100,418.64,3.34,0.00,0.00
464.51100,418.50,3.34,0.00,0.00
464.53100,418.36,3.34,0.00,0.00
464.55100,418.22,3.33,0.00,0.00
464.57100,418.09,3.33,0.00,0.00
464.59100,417.95,3.33,0.00,0.00
464.61100,417.81,3.33,0.00,0.00
464.63100,417.67,3.33,0.00,0.00
464.65100,417.53,3.33,0.00,0.00
464.67100,417.40,3.33,0.00,0.00
464.69100,417.26,3.33,0.00,0.00
464.71100,417.12,3.33,0.00,0.00
464.73100,416.98,3.32,0.00,0.00
464.75100,416.85,3.32,0.00,0.00
464.77100,416.71,3.32,0.00,0.00
464.79100,416.57,3.32,0.00,0.00
464.81100,416.43,3.32,0.00,0.00
464.83100,416.30,3.32,0.00,0.00
464.85100,416.16,3.32,0.00,0.00
464.87100,416.02,3.32,0.00,0.00
464.89100,415.89,3.32,0.00,0.00
464.91100,415.75,3.31,0.00,0.00
464.93100,415.62,3.31,0.00,0.00
464.95100,415.48,3.31,0.00,0.00
464.97100,415.34,3.31,0.00,0.00
464.99100,415.21,3.31,0.00,0.00
465.01100,415.07,3.31,0.00,0.00
465.03100,414.94,3.31,0.00,0.00
465.05100,414.80,3.31,0.00,0.00
465.07100,414.66,3.31,0.00,0.00
465.09100,414.53,3.31,0.00,0.00
465.11100,414.39,3.30,0.00,0.00
465.13100,414.26,3.30,0.00,0.00
465.15100,414.12,3.30,0.00,0.00
465.17100,413.99,3.30,0.00,0.00
465.19100,413.85,3.30,0.00,0.00
465.21100,413.72,3.30,0.00,0.00
465.23100,413.58,3.30,0.00,0.00
465.25100,413.45,3.30,0.00,0.00
465.27100,413.32,3.30,0.00,0.00
465.29100,413.18,3.29,0.00,0.00
465.31100,413.05,3.29,0.00,0.00
465.33100,412.91,3.29,0.00,0.00
465.35100,412.78,3.29,0.00,0.00
465.37100,412.65,3.29,0.00,0.00
465.39100,412.51,3.29,0.00,0.00
465.41100,412.38,3.29,0.00,0.00
465.43100,412.24,3.29,0.00,0.00
465.45100,412.11,3.29,0.00,0.00
465.47100,411.98,3.29,0.00,0.00
465.49100,411.84,3.28,0.00,0.00
465.51100,411.71,3.28,0.00,0.00
465.53100,411.58,3.28,0.00,0.00
465.55100,411.45,3.28,0.00,0.00
465.57100,411.31,3.28,0.00,0.00
465.59100,411.18,3.28,0.00,0.00
465.61100,411.05,3.28,0.00,0.00
465.63100,410.91,3.28,0.00,0.00
465.65100,410.78,3.28,0.00,0.00
465.67100,410.65,3.27,0.00,0.00
465.69100,410.52,3.27,0.00,0.00
465.71100,410.39,3.27,0.00,0.00
465.73100,410.25,3.27,0.00,0.00
465.75100,410.12,3.27,0.00,0.00
465.77100,409.99,3.27,0.00,0.00
465.79100,409.86,3.27,0.00,0.00
465.81100,409.73,3.27,0.00,0.00
465.83100,409.60,3.27,0.00,0.00
465.85100,409.46,3.27,0.00,0.00
465.87100,409.33,3.26,0.00,0.00
465.89100,409.20,3.26,0.00,0.00
465.91100,409.07,3.26,0.00,0.00
465.93100,408.94,3.26,0.00,0.00
465.95100,408.81,3.26,0.00,0.00
465.97100,408.68,3.26,0.00,0.00
465.99100,408.55,3.26,0.00,0.00
466.01100,408.42,3.26,0.00,0.00
466.03100,408.29,3.26,0.00,0.00
466.05100,408.16,3.26,0.00,0.00
466.07100,408.03,3.25,0.00,0.00
466.09100,407.90,3.25,0.00,0.00
466.11100,407.77,3.25,0.00,0.00
466.13100,407.64,3.25,0.00,0.00
466.15100,407.51,3.25,0.00,0.00
466.17100,407.38,3.25,0.00,0.00
466.19100,407.25,3.25,0.00,0.00
466.21100,407.12,3.25,0.00,0.00
466.23100,406.99,3.25,0.00,0.00
466.25100,406.86,3.25,0.00,0.00
466.27100,406.73,3.24,0.00,0.00
466.29100,406.60,3.24,0.00,0.00
466.31100,406.47,3.24,0.00,0.00
466.33100,406.34,3.24,0.00,0.00
466.35100,406.21,3.24,0.00,0.00
466.37100,406.09,3.24,0.00,0.00
466.39100,405.96,3.24,0.00,0.00
466.41100,405.83,3.24,0.00,0.00
466.43100,405.70,3.24,0.00,0.00
466.45100,405.57,3.24,0.00,0.00
466.47100,405.44,3.23,0.00,0.00
466.49100,405.32,3.23,0.00,0.00
466.51100,405.19,3.23,0.00,0.00
466.53100,405.06,3.23,0.00,0.00
466.55100,404.93,3.23,0.00,0.00
466.57100,404.80,3.23,0.00,0.00
466.59100,404.68,3.23,0.00,0.00
466.61100,404.55,3.23,0.00,0.00
466.63100,404.42,3.23,0.00,0.00
466.65100,404.30,3.23,0.00,0.00
466.67100,404.17,3.22,0.00,0.00
466.69100,404.04,3.22,0.00,0.00
466.71100,403.91,3.22,0.00,0.00
466.73100,403.79,3.22,0.00,0.00
466.75100,403.66,3.22,0.00,0.00
466.77100,403.53,3.22,0.00,0.00
466.79100,403.41,3.22,0.00,0.00
466.81100,403.28,3.22,0.00,0.00
466.83100,403.15,3.22,0.00,0.00
466.85100,403.03,3.22,0.00,0.00
466.87100,402.90,3.21,0.00,0.00
466.89100,402.78,3.21,0.00,0.00
466.91100,402.65,3.21,0.00,0.00
466.93100,402.52,3.21,0.00,0.00
466.95100,402.40,3.21,0.00,0.00
466.97100,402.27,3.21,0.00,0.00
466.99100,402.15,3.21,0.00,0.00
467.01100,402.02,3.21,0.00,0.00
467.03100,401.90,3.21,0.00,0.00
467.05100,401.77,3.21,0.00,0.00
467.07100,401.65,3.20,0.00,0.00
467.09100,401.52,3.20,0.00,0.00
467.11100,401.40,3.20,0.00,0.00
467.13100,401.27,3.20,0.00,0.00
467.15100,401.15,3.20,0.00,0.00
467.17100,401.02,3.20,0.00,0.00
467.19100,400.90,3.20,0.00,0.00
467.21100,400.77,3.20,0.00,0.00
467.23100,400.65,3.20,0.00,0.00
467.25100,400.52,3.20,0.00,0.00
467.27100,400.40,3.19,0.00,0.00
467.29100,400.28,3.19,0.00,0.00
467.31100,400.15,3.19,0.00,0.00
467.33100,400.03,3.19,0.00,0.00
467.35100,399.90,3.19,0.00,0.00
467.37100,399.78,3.19,0.00,0.00
467.39100,399.66,3.19,0.00,0.00
467.41100,399.53,3.19,0.00,0.00
467.43100,399.41,3.19,0.00,0.00
467.45100,399.29,3.19,0.00,0.00
467.47100,399.16,3.18,0.00,0.00
467.49100,399.04,3.18,0.00,0.00
467.51100,398.92,3.18,0.00,0.00
467.53100,398.79,3.18,0.00,0.00
467.55100,398.67,3.18,0.00,0.00
467.57100,398.55,3.18,0.00,0.00
467.59100,398.43,3.18,0.00,0.00
467.61100,398.30,3.18,0.00,0.00
467.63100,398.18,3.18,0.00,0.00
467.65100,398.06,3.18,0.00,0.00
467.67100,397.94,3.18,0.00,0.00
467.69100,397.81,3.17,0.00,0.00
467.71100,397.69,3.17,0.00,0.00
467.73100,397.57,3.17,0.00,0.00
467.75100,397.45,3.17,0.00,0.00
467.77100,397.33,3.17,0.00,0.00
467.79100,397.20,3.17,0.00,0.00
467.81100,397.08,3.17,0.00,0.00
467.83100,396.96,3.17,0.00,0.00
467.85100,396.84,3.17,0.00,0.00
467.87100,396.72,3.17,0.00,0.00
467.89100,396.60,3.16,0.00,0.00
467.91100,396.47,3.16,0.00,0.00
467.93100,396.35,3.16,0.00,0.00
467.95100,396.23,3.16,0.00,0.00
467.97100,396.11,3.16,0.00,0.00
467.99100,395.99,3.16,0.00,0.00
468.01100,395.87,3.16,0.00,0.00
468.03100,395.75,3.16,0.00,0.00
468.05100,395.63,3.16,0.00,0.00
468.07100,395.51,3.16,0.00,0.00
468.09100,395.39,3.16,0.00,0.00
468.11100,395.27,3.15,0.00,0.00
468.13100,395.15,3.15,0.00,0.00
468.15100,395.03,3.15,0.00,0.00
468.17100,394.91,3.15,0.00,0.00
468.19100,394.79,3.15,0.00,0.00
468.21100,394.67,3.15,0.00,0.00
468.23100,394.55,3.15,0.00,0.00
468.25100,394.43,3.15,0.00,0.00
468.27100,394.31,3.15,0.00,0.00
468.29100,394.19,3.15,0.00,0.00
468.31100,394.07,3.14,0.00,0.00
468.33100,393.95,3.14,0.00,0.00
468.35100,393.83,3.14,0.00,0.00
468.37100,393.71,3.14,0.00,0.00
468.39100,393.59,3.14,0.00,0.00
468.41100,393.47,3.14,0.00,0.00
468.43100,393.36,3.14,0.00,0.00
468.45100,393.24,3.14,0.00,0.00
468.47100,393.12,3.14,0.00,0.00
468.49100,393.00,3.14,0.00,0.00
468.51100,392.88,3.14,0.00,0.00
468.53100,392.76,3.13,0.00,0.00
468.55100,392.64,3.13,0.00,0.00
468.57100,392.53,3.13,0.00,0.00
468.59100,392.41,3.13,0.00,0.00
468.61100,392.29,3.13,0.00,0.00
468.63100,392.17,3.13,0.00,0.00
468.65100,392.05,3.13,0.00,0.00
468.67100,391.94,3.13,0.00,0.00
468.69100,391.82,3.13,0.00,0.00
468.71100,391.70,3.13,0.00,0.00
468.73100,391.58,3.13,0.00,0.00
468.75100,391.47,3.12,0.00,0.00
468.77100,391.35,3.12,0.00,0.00
468.79100,391.23,3.12,0.00,0.00
468.81100,391.12,3.12,0.00,0.00
468.83100,391.00,3.12,0.00,0.00
468.85100,390.88,3.12,0.00,0.00
468.87100,390.76,3.12,0.00,0.00
468.89100,390.65,3.12,0.00,0.00
468.91100,390.53,3.12,0.00,0.00
468.93100,390.41,3.12,0.00,0.00
468.95100,390.30,3.12,0.00,0.00
468.97100,390.18,3.11,0.00,0.00
468.99100,390.06,3.11,0.00,0.00
469.01100,389.95,3.11,0.00,0.00
469.03100,389.83,3.11,0.00,0.00
469.05100,389.72,3.11,0.00,0.00
469.07100,389.60,3.11,0.00,0.00
469.09100,389.48,3.11,0.00,0.00
469.11100,389.37,3.11,0.00,0.00
469.13100,389.25,3.11,0.00,0.00
469.15100,389.14,3.11,0.00,0.00
469.17100,389.02,3.11,0.00,0.00
469.19100,388.91,3.10,0.00,0.00
469.21100,388.79,3.10,0.00,0.00
469.23100,388.68,3.10,0.00,0.00
469.25100,388.56,3.10,0.00,0.00
469.27100,388.45,3.10,0.00,0.00
469.29100,388.33,3.10,0.00,0.00
469.31100,388.22,3.10,0.00,0.00
469.33100,388.10,3.10,0.00,0.00
469.35100,387.99,3.10,0.00,0.00
469.37100,387.87,3.10,0.00,0.00
469.39100,387.76,3.10,0.00,0.00
469.41100,387.64,3.09,0.00,0.00
469.43100,387.53,3.09,0.00,0.00
469.45100,387.41,3.09,0.00,0.00
469.47100,387.30,3.09,0.00,0.00
469.49100,387.18,3.09,0.00,0.00
469.51100,387.07,3.09,0.00,0.00
469.53100,386.96,3.09,0.00,0.00
469.55100,386.84,3.09,0.00,0.00
469.57100,386.73,3.09,0.00,0.00
469.59100,386.61,3.09,0.00,0.00
469.61100,386.50,3.09,0.00,0.00
469.63100,386.39,3.08,0.00,0.00
469.65100,386.27,3.08,0.00,0.00
469.67100,386.16,3.08,0.00,0.00
469.69100,386.05,3.08,0.00,0.00
469.71100,385.93,3.08,0.00,0.00
469.73100,385.82,3.08,0.00,0.00
469.75100,385.71,3.08,0.00,0.00
469.77100,385.59,3.08,0.00,0.00
469.79100,385.48,3.08,0.00,0.00
469.81100,385.37,3.08,0.00,0.00
469.83100,385.26,3.08,0.00,0.00
469.85100,385.14,3.07,0.00,0.00
469.87100,385.03,3.07,0.00,0.00
469.89100,384.92,3.07,0.00,0.00
469.91100,384.81,3.07,0.00,0.00
469.93100,384.69,3.07,0.00,0.00
469.95100,384.58,3.07,0.00,0.00
469.97100,384.47,3.07,0.00,0.00
469.99100,384.36,3.07,0.00,0.00
470.01100,384.24,3.07,0.00,0.00
470.03100,384.13,3.07,0.00,0.00
470.05100,384.02,3.07,0.00,0.00
470.07100,383.91,3.07,0.00,0.00
470.09100,383.80,3.06,0.00,0.00
470.11100,383.69,3.06,0.00,0.00
470.13100,383.57,3.06,0.00,0.00
470.15100,383.46,3.06,0.00,0.00
470.17100,383.35,3.06,0.00,0.00
470.19100,383.24,3.06,0.00,0.00
470.21100,383.13,3.06,0.00,0.00
470.23100,383.02,3.06,0.00,0.00
470.25100,382.91,3.06,0.00,0.00
470.27100,382.79,3.06,0.00,0.00
470.29100,382.68,3.06,0.00,0.00
470.31100,382.57,3.05,0.00,0.00
470.33100,382.46,3.05,0.00,0.00
470.35100,382.35,3.05,0.00,0.00
470.37100,382.24,3.05,0.00,0.00
470.39100,382.13,3.05,0.00,0.00
470.41100,382.02,3.05,0.00,0.00
470.43100,381.91,3.05,0.00,0.00
470.45100,381.80,3.05,0.00,0.00
470.47100,381.69,3.05,0.00,0.00
470.49100,381.58,3.05,0.00,0.00
470.51100,381.47,3.05,0.00,0.00
470.53100,381.36,3.05,0.00,0.00
470.55100,381.25,3.04,0.00,0.00
470.57100,381.14,3.04,0.00,0.00
470.59100,381.03,3.04,0.00,0.00
470.61100,380.92,3.04,0.00,0.00
470.63100,380.81,3.04,0.00,0.00
470.65100,380.70,3.04,0.00,0.00
470.67100,380.59,3.04,0.00,0.00
470.69100,380.48,3.04,0.00,0.00
470.71100,380.37,3.04,0.00,0.00
470.73100,380.26,3.04,0.00,0.00
470.75100,380.16,3.04,0.00,0.00
470.77100,380.05,3.03,0.00,0.00
470.79100,379.94,3.03,0.00,0.00
470.81100,379.83,3.03,0.00,0.00
470.83100,379.72,3.03,0.00,0.00
470.85100,379.61,3.03,0.00,0.00
470.87100,379.50,3.03,0.00,0.00
470.89100,379.39,3.03,0.00,0.00
470.91100,379.29,3.03,0.00,0.00
470.93100,379.18,3.03,0.00,0.00
470.95100,379.07,3.03,0.00,0.00
470.97100,378.96,3.03,0.00,0.00
470.99100,378.85,3.03,0.00,0.00
471.01100,378.74,3.02,0.00,0.00
471.03100,378.64,3.02,0.00,0.00
471.05100,378.53,3.02,0.00,0.00
471.07100,378.42,3.02,0.00,0.00
471.09100,378.31,3.02,0.00,0.00
471.11100,378.21,3.02,0.00,0.00
471.13100,378.10,3.02,0.00,0.00
471.15100,377.99,3.02,0.00,0.00
471.17100,377.88,3.02,0.00,0.00
471.19100,377.78,3.02,0.00,0.00
471.21100,377.67,3.02,0.00,0.00
471.23100,377.56,3.02,0.00,0.00
471.25100,377.45,3.01,0.00,0.00
471.27100,377.35,3.01,0.00,0.00
471.29100,377.24,3.01,0.00,0.00
471.31100,377.13,3.01,0.00,0.00
471.33100,377.03,3.01,0.00,0.00
471.35100,376.92,3.01,0.00,0.00
471.37100,376.81,3.01,0.00,0.00
471.39100,376.71,3.01,0.00,0.00
471.41100,376.60,3.01,0.00,0.00
471.43100,376.49,3.01,0.00,0.00
471.45100,376.39,3.01,0.00,0.00
471.47100,376.28,3.01,0.00,0.00
471.49100,376.17,3.00,0.00,0.00
471.51100,376.07,3.00,0.00,0.00
471.53100,375.96,3.00,0.00,0.00
471.55100,375.86,3.00,0.00,0.00
471.57100,375.75,3.00,0.00,0.00
471.59100,375.64,3.00,0.00,0.00
471.61100,375.54,3.00,0.00,0.00
471.63100,375.43,3.00,0.00,0.00
471.65100,375.33,3.00,0.00,0.00
471.67100,375.22,3.00,0.00,0.00
471.69100,375.12,3.00,0.00,0.00
471.71100,375.01,3.00,0.00,0.00
471.73100,374.91,2.99,0.00,0.00
471.75100,374.80,2.99,0.00,0.00
471.77100,374.70,2.99,0.00,0.00
471.79100,374.59,2.99,0.00,0.00
471.81100,374.49,2.99,0.00,0.00
471.83100,374.38,2.99,0.00,0.00
471.85100,374.28,2.99,0.00,0.00
471.87100,374.17,2.99,0.00,0.00
471.89100,374.07,2.99,0.00,0.00
471.91100,373.96,2.99,0.00,0.00
471.93100,373.86,2.99,0.00,0.00
471.95100,373.75,2.99,0.00,0.00
471.97100,373.65,2.98,0.00,0.00
