Sr2,5p3/2,,,
1261.23500,-164.94,4.12,28.19,0.97
1261.25500,-164.93,4.12,28.19,0.97
1261.27500,-164.92,4.12,28.18,0.97
1261.29500,-164.90,4.12,28.18,0.97
1261.31500,-164.89,4.12,28.18,0.97
1261.33500,-164.87,4.12,28.18,0.97
1261.35500,-164.86,4.12,28.18,0.97
1261.37500,-164.85,4.12,28.18,0.97
1261.39500,-164.83,4.12,28.17,0.97
1261.41500,-164.82,4.12,28.17,0.97
1261.43500,-164.80,4.12,28.17,0.97
1261.45500,-164.79,4.12,28.17,0.97
1261.47500,-164.78,4.12,28.17,0.97
1261.49500,-164.76,4.12,28.17,0.97
1261.51500,-164.75,4.12,28.16,0.97
1261.53500,-164.74,4.12,28.16,0.97
1261.55500,-164.72,4.12,28.16,0.97
1261.57500,-164.71,4.12,28.16,0.97
1261.59500,-164.69,4.12,28.16,0.97
1261.61500,-164.68,4.12,28.15,0.97
1261.63500,-164.67,4.12,28.15,0.97
1261.65500,-164.65,4.12,28.15,0.97
1261.67500,-164.64,4.12,28.15,0.97
1261.69500,-164.62,4.12,28.15,0.97
1261.71500,-164.61,4.12,28.15,0.97
1261.73500,-164.60,4.11,28.14,0.97
1261.75500,-164.58,4.11,28.14,0.97
1261.77500,-164.57,4.11,28.14,0.97
1261.79500,-164.55,4.11,28.14,0.97
1261.81500,-164.54,4.11,28.14,0.97
1261.83500,-164.53,4.11,28.14,0.97
1261.85500,-164.51,4.11,28.13,0.97
1261.87500,-164.50,4.11,28.13,0.97
1261.89500,-164.49,4.11,28.13,0.97
1261.91500,-164.47,4.11,28.13,0.97
1261.93500,-164.46,4.11,28.13,0.97
1261.95500,-164.44,4.11,28.12,0.97
1261.97500,-164.43,4.11,28.12,0.97
1261.99500,-164.42,4.11,28.12,0.97
1262.01500,-164.40,4.11,28.12,0.97
1262.03500,-164.39,4.11,28.12,0.97
1262.05500,-164.37,4.11,28.12,0.97
1262.07500,-164.36,4.11,28.11,0.97
1262.09500,-164.35,4.11,28.11,0.97
1262.11500,-164.33,4.11,28.11,0.96
1262.13500,-164.32,4.11,28.11,0.96
1262.15500,-164.31,4.11,28.11,0.96
1262.17500,-164.29,4.11,28.11,0.96
1262.19500,-164.28,4.11,28.10,0.96
1262.21500,-164.26,4.11,28.10,0.96
1262.23500,-164.25,4.11,28.10,0.96
1262.25500,-164.24,4.11,28.10,0.96
1262.27500,-164.22,4.11,28.10,0.96
1262.29500,-164.21,4.11,28.09,0.96
1262.31500,-164.19,4.11,28.09,0.96
1262.33500,-164.18,4.11,28.09,0.96
1262.35500,-164.17,4.11,28.09,0.96
1262.37500,-164.15,4.11,28.09,0.96
1262.39500,-164.14,4.11,28.09,0.96
1262.41500,-164.13,4.11,28.08,0.96
1262.43500,-164.11,4.11,28.08,0.96
1262.45500,-164.10,4.11,28.08,0.96
1262.47500,-164.08,4.11,28.08,0.96
1262.49500,-164.07,4.11,28.08,0.96
1262.51500,-164.06,4.10,28.08,0.96
1262.53500,-164.04,4.10,28.07,0.96
1262.55500,-164.03,4.10,28.07,0.96
1262.57500,-164.02,4.10,28.07,0.96
1262.59500,-164.00,4.10,28.07,0.96
1262.61500,-163.99,4.10,28.07,0.96
1262.63500,-163.97,4.10,28.07,0.96
1262.65500,-163.96,4.10,28.06,0.96
1262.67500,-163.95,4.10,28.06,0.96
1262.69500,-163.93,4.10,28.06,0.96
1262.71500,-163.92,4.10,28.06,0.96
1262.73500,-163.91,4.10,28.06,0.96
1262.75500,-163.89,4.10,28.05,0.96
1262.77500,-163.88,4.10,28.05,0.96
1262.79500,-163.86,4.10,28.05,0.96
1262.81500,-163.85,4.10,28.05,0.96
1262.83500,-163.84,4.10,28.05,0.96
1262.85500,-163.82,4.10,28.05,0.96
1262.87500,-163.81,4.10,28.04,0.96
1262.89500,-163.80,4.10,28.04,0.96
1262.91500,-163.78,4.10,28.04,0.96
1262.93500,-163.77,4.10,28.04,0.96
1262.95500,-163.75,4.10,28.04,0.96
1262.97500,-163.74,4.10,28.04,0.96
1262.99500,-163.73,4.10,28.03,0.96
1263.01500,-163.71,4.10,28.03,0.96
1263.03500,-163.70,4.10,28.03,0.96
1263.05500,-163.69,4.10,28.03,0.96
1263.07500,-163.67,4.10,28.03,0.96
1263.09500,-163.66,4.10,28.02,0.96
1263.11500,-163.64,4.10,28.02,0.96
1263.13500,-163.63,4.10,28.02,0.96
1263.15500,-163.62,4.10,28.02,0.96
1263.17500,-163.60,4.10,28.02,0.96
1263.19500,-163.59,4.10,28.02,0.96
1263.21500,-163.58,4.10,28.01,0.96
1263.23500,-163.56,4.10,28.01,0.96
1263.25500,-163.55,4.10,28.01,0.96
1263.27500,-163.54,4.10,28.01,0.96
1263.29500,-163.52,4.10,28.01,0.96
1263.31500,-163.51,4.09,28.01,0.96
1263.33500,-163.49,4.09,28.00,0.96
1263.35500,-163.48,4.09,28.00,0.96
1263.37500,-163.47,4.09,28.00,0.96
1263.39500,-163.45,4.09,28.00,0.96
1263.41500,-163.44,4.09,28.00,0.96
1263.43500,-163.43,4.09,28.00,0.96
1263.45500,-163.41,4.09,27.99,0.96
1263.47500,-163.40,4.09,27.99,0.96
1263.49500,-163.38,4.09,27.99,0.96
1263.51500,-163.37,4.09,27.99,0.96
1263.53500,-163.36,4.09,27.99,0.96
1263.55500,-163.34,4.09,27.98,0.96
1263.57500,-163.33,4.09,27.98,0.96
1263.59500,-163.32,4.09,27.98,0.96
1263.61500,-163.30,4.09,27.98,0.96
1263.63500,-163.29,4.09,27.98,0.96
1263.65500,-163.28,4.09,27.98,0.96
1263.67500,-163.26,4.09,27.97,0.96
1263.69500,-163.25,4.09,27.97,0.96
1263.71500,-163.23,4.09,27.97,0.96
1263.73500,-163.22,4.09,27.97,0.96
1263.75500,-163.21,4.09,27.97,0.96
1263.77500,-163.19,4.09,27.97,0.96
1263.79500,-163.18,4.09,27.96,0.96
1263.81500,-163.17,4.09,27.96,0.96
1263.83500,-163.15,4.09,27.96,0.96
1263.85500,-163.14,4.09,27.96,0.96
1263.87500,-163.13,4.09,27.96,0.96
1263.89500,-163.11,4.09,27.96,0.96
1263.91500,-163.10,4.09,27.95,0.96
1263.93500,-163.08,4.09,27.95,0.96
1263.95500,-163.07,4.09,27.95,0.96
1263.97500,-163.06,4.09,27.95,0.96
1263.99500,-163.04,4.09,27.95,0.96
1264.01500,-163.03,4.09,27.95,0.96
1264.03500,-163.02,4.09,27.94,0.96
1264.05500,-163.00,4.09,27.94,0.96
1264.07500,-162.99,4.09,27.94,0.96
1264.09500,-162.98,4.09,27.94,0.96
1264.11500,-162.96,4.08,27.94,0.96
1264.13500,-162.95,4.08,27.93,0.96
1264.15500,-162.94,4.08,27.93,0.96
1264.17500,-162.92,4.08,27.93,0.96
1264.19500,-162.91,4.08,27.93,0.96
1264.21500,-162.89,4.08,27.93,0.96
1264.23500,-162.88,4.08,27.93,0.96
1264.25500,-162.87,4.08,27.92,0.96
1264.27500,-162.85,4.08,27.92,0.96
1264.29500,-162.84,4.08,27.92,0.96
1264.31500,-162.83,4.08,27.92,0.96
1264.33500,-162.81,4.08,27.92,0.96
1264.35500,-162.80,4.08,27.92,0.96
1264.37500,-162.79,4.08,27.91,0.96
1264.39500,-162.77,4.08,27.91,0.96
1264.41500,-162.76,4.08,27.91,0.96
1264.43500,-162.75,4.08,27.91,0.96
1264.45500,-162.73,4.08,27.91,0.96
1264.47500,-162.72,4.08,27.91,0.96
1264.49500,-162.70,4.08,27.90,0.96
1264.51500,-162.69,4.08,27.90,0.96
1264.53500,-162.68,4.08,27.90,0.96
1264.55500,-162.66,4.08,27.90,0.96
1264.57500,-162.65,4.08,27.90,0.96
1264.59500,-162.64,4.08,27.90,0.96
1264.61500,-162.62,4.08,27.89,0.96
1264.63500,-162.61,4.08,27.89,0.96
1264.65500,-162.60,4.08,27.89,0.96
1264.67500,-162.58,4.08,27.89,0.96
1264.69500,-162.57,4.08,27.89,0.96
1264.71500,-162.56,4.08,27.88,0.96
1264.73500,-162.54,4.08,27.88,0.96
1264.75500,-162.53,4.08,27.88,0.96
1264.77500,-162.52,4.08,27.88,0.96
1264.79500,-162.50,4.08,27.88,0.96
1264.81500,-162.49,4.08,27.88,0.96
1264.83500,-162.47,4.08,27.87,0.96
1264.85500,-162.46,4.08,27.87,0.96
1264.87500,-162.45,4.08,27.87,0.96
1264.89500,-162.43,4.08,27.87,0.96
1264.91500,-162.42,4.07,27.87,0.96
1264.93500,-162.41,4.07,27.87,0.96
1264.95500,-162.39,4.07,27.86,0.96
1264.97500,-162.38,4.07,27.86,0.96
1264.99500,-162.37,4.07,27.86,0.96
1265.01500,-162.35,4.07,27.86,0.96
1265.03500,-162.34,4.07,27.86,0.96
1265.05500,-162.33,4.07,27.86,0.96
1265.07500,-162.31,4.07,27.85,0.96
1265.09500,-162.30,4.07,27.85,0.96
1265.11500,-162.29,4.07,27.85,0.96
1265.13500,-162.27,4.07,27.85,0.96
1265.15500,-162.26,4.07,27.85,0.96
1265.17500,-162.25,4.07,27.85,0.96
1265.19500,-162.23,4.07,27.84,0.96
1265.21500,-162.22,4.07,27.84,0.96
1265.23500,-162.21,4.07,27.84,0.96
1265.25500,-162.19,4.07,27.84,0.96
1265.27500,-162.18,4.07,27.84,0.96
1265.29500,-162.16,4.07,27.84,0.96
1265.31500,-162.15,4.07,27.83,0.96
1265.33500,-162.14,4.07,27.83,0.96
1265.35500,-162.12,4.07,27.83,0.96
1265.37500,-162.11,4.07,27.83,0.96
1265.39500,-162.10,4.07,27.83,0.96
1265.41500,-162.08,4.07,27.82,0.96
1265.43500,-162.07,4.07,27.82,0.96
1265.45500,-162.06,4.07,27.82,0.96
1265.47500,-162.04,4.07,27.82,0.96
1265.49500,-162.03,4.07,27.82,0.96
1265.51500,-162.02,4.07,27.82,0.96
1265.53500,-162.00,4.07,27.81,0.96
1265.55500,-161.99,4.07,27.81,0.96
1265.57500,-161.98,4.07,27.81,0.96
1265.59500,-161.96,4.07,27.81,0.96
1265.61500,-161.95,4.07,27.81,0.96
1265.63500,-161.94,4.07,27.81,0.96
1265.65500,-161.92,4.07,27.80,0.96
1265.67500,-161.91,4.07,27.80,0.96
1265.69500,-161.90,4.07,27.80,0.96
1265.71500,-161.88,4.07,27.80,0.96
1265.73500,-161.87,4.06,27.80,0.96
1265.75500,-161.86,4.06,27.80,0.96
1265.77500,-161.84,4.06,27.79,0.96
1265.79500,-161.83,4.06,27.79,0.96
1265.81500,-161.82,4.06,27.79,0.96
1265.83500,-161.80,4.06,27.79,0.96
1265.85500,-161.79,4.06,27.79,0.96
1265.87500,-161.78,4.06,27.79,0.96
1265.89500,-161.76,4.06,27.78,0.96
1265.91500,-161.75,4.06,27.78,0.96
1265.93500,-161.74,4.06,27.78,0.96
1265.95500,-161.72,4.06,27.78,0.96
1265.97500,-161.71,4.06,27.78,0.96
1265.99500,-161.70,4.06,27.78,0.96
1266.01500,-161.68,4.06,27.77,0.96
1266.03500,-161.67,4.06,27.77,0.96
1266.05500,-161.66,4.06,27.77,0.96
1266.07500,-161.64,4.06,27.77,0.96
1266.09500,-161.63,4.06,27.77,0.96
1266.11500,-161.62,4.06,27.77,0.96
1266.13500,-161.60,4.06,27.76,0.96
1266.15500,-161.59,4.06,27.76,0.96
1266.17500,-161.58,4.06,27.76,0.96
1266.19500,-161.56,4.06,27.76,0.96
1266.21500,-161.55,4.06,27.76,0.96
1266.23500,-161.54,4.06,27.76,0.96
1266.25500,-161.52,4.06,27.75,0.96
1266.27500,-161.51,4.06,27.75,0.95
1266.29500,-161.50,4.06,27.75,0.95
1266.31500,-161.48,4.06,27.75,0.95
1266.33500,-161.47,4.06,27.75,0.95
1266.35500,-161.46,4.06,27.75,0.95
1266.37500,-161.44,4.06,27.74,0.95
1266.39500,-161.43,4.06,27.74,0.95
1266.41500,-161.42,4.06,27.74,0.95
1266.43500,-161.40,4.06,27.74,0.95
1266.45500,-161.39,4.06,27.74,0.95
1266.47500,-161.38,4.06,27.73,0.95
1266.49500,-161.36,4.06,27.73,0.95
1266.51500,-161.35,4.06,27.73,0.95
1266.53500,-161.34,4.06,27.73,0.95
1266.55500,-161.32,4.05,27.73,0.95
1266.57500,-161.31,4.05,27.73,0.95
1266.59500,-161.30,4.05,27.72,0.95
1266.61500,-161.28,4.05,27.72,0.95
1266.63500,-161.27,4.05,27.72,0.95
1266.65500,-161.26,4.05,27.72,0.95
1266.67500,-161.24,4.05,27.72,0.95
1266.69500,-161.23,4.05,27.72,0.95
1266.71500,-161.22,4.05,27.71,0.95
1266.73500,-161.20,4.05,27.71,0.95
1266.75500,-161.19,4.05,27.71,0.95
1266.77500,-161.18,4.05,27.71,0.95
1266.79500,-161.16,4.05,27.71,0.95
1266.81500,-161.15,4.05,27.71,0.95
1266.83500,-161.14,4.05,27.70,0.95
1266.85500,-161.12,4.05,27.70,0.95
1266.87500,-161.11,4.05,27.70,0.95
1266.89500,-161.10,4.05,27.70,0.95
1266.91500,-161.08,4.05,27.70,0.95
1266.93500,-161.07,4.05,27.70,0.95
1266.95500,-161.06,4.05,27.69,0.95
1266.97500,-161.04,4.05,27.69,0.95
1266.99500,-161.03,4.05,27.69,0.95
1267.01500,-161.02,4.05,27.69,0.95
1267.03500,-161.00,4.05,27.69,0.95
1267.05500,-160.99,4.05,27.69,0.95
1267.07500,-160.98,4.05,27.68,0.95
1267.09500,-160.96,4.05,27.68,0.95
1267.11500,-160.95,4.05,27.68,0.95
1267.13500,-160.94,4.05,27.68,0.95
1267.15500,-160.92,4.05,27.68,0.95
1267.17500,-160.91,4.05,27.68,0.95
1267.19500,-160.90,4.05,27.67,0.95
1267.21500,-160.88,4.05,27.67,0.95
1267.23500,-160.87,4.05,27.67,0.95
1267.25500,-160.86,4.05,27.67,0.95
1267.27500,-160.84,4.05,27.67,0.95
1267.29500,-160.83,4.05,27.67,0.95
1267.31500,-160.82,4.05,27.66,0.95
1267.33500,-160.80,4.05,27.66,0.95
1267.35500,-160.79,4.05,27.66,0.95
1267.37500,-160.78,4.04,27.66,0.95
1267.39500,-160.77,4.04,27.66,0.95
1267.41500,-160.75,4.04,27.66,0.95
1267.43500,-160.74,4.04,27.65,0.95
1267.45500,-160.73,4.04,27.65,0.95
1267.47500,-160.71,4.04,27.65,0.95
1267.49500,-160.70,4.04,27.65,0.95
1267.51500,-160.69,4.04,27.65,0.95
1267.53500,-160.67,4.04,27.65,0.95
1267.55500,-160.66,4.04,27.64,0.95
1267.57500,-160.65,4.04,27.64,0.95
1267.59500,-160.63,4.04,27.64,0.95
1267.61500,-160.62,4.04,27.64,0.95
1267.63500,-160.61,4.04,27.64,0.95
1267.65500,-160.59,4.04,27.64,0.95
1267.67500,-160.58,4.04,27.63,0.95
1267.69500,-160.57,4.04,27.63,0.95
1267.71500,-160.55,4.04,27.63,0.95
1267.73500,-160.54,4.04,27.63,0.95
1267.75500,-160.53,4.04,27.63,0.95
1267.77500,-160.51,4.04,27.63,0.95
1267.79500,-160.50,4.04,27.62,0.95
1267.81500,-160.49,4.04,27.62,0.95
1267.83500,-160.48,4.04,27.62,0.95
1267.85500,-160.46,4.04,27.62,0.95
1267.87500,-160.45,4.04,27.62,0.95
1267.89500,-160.44,4.04,27.62,0.95
1267.91500,-160.42,4.04,27.61,0.95
1267.93500,-160.41,4.04,27.61,0.95
1267.95500,-160.40,4.04,27.61,0.95
1267.97500,-160.38,4.04,27.61,0.95
1267.99500,-160.37,4.04,27.61,0.95
1268.01500,-160.36,4.04,27.61,0.95
1268.03500,-160.34,4.04,27.60,0.95
1268.05500,-160.33,4.04,27.60,0.95
1268.07500,-160.32,4.04,27.60,0.95
1268.09500,-160.30,4.04,27.60,0.95
1268.11500,-160.29,4.04,27.60,0.95
1268.13500,-160.28,4.04,27.60,0.95
1268.15500,-160.26,4.04,27.59,0.95
1268.17500,-160.25,4.04,27.59,0.95
1268.19500,-160.24,4.04,27.59,0.95
1268.21500,-160.23,4.03,27.59,0.95
1268.23500,-160.21,4.03,27.59,0.95
1268.25500,-160.20,4.03,27.59,0.95
1268.27500,-160.19,4.03,27.58,0.95
1268.29500,-160.17,4.03,27.58,0.95
1268.31500,-160.16,4.03,27.58,0.95
1268.33500,-160.15,4.03,27.58,0.95
1268.35500,-160.13,4.03,27.58,0.95
1268.37500,-160.12,4.03,27.58,0.95
1268.39500,-160.11,4.03,27.57,0.95
1268.41500,-160.09,4.03,27.57,0.95
1268.43500,-160.08,4.03,27.57,0.95
1268.45500,-160.07,4.03,27.57,0.95
1268.47500,-160.06,4.03,27.57,0.95
1268.49500,-160.04,4.03,27.57,0.95
1268.51500,-160.03,4.03,27.56,0.95
1268.53500,-160.02,4.03,27.56,0.95
1268.55500,-160.00,4.03,27.56,0.95
1268.57500,-159.99,4.03,27.56,0.95
1268.59500,-159.98,4.03,27.56,0.95
1268.61500,-159.96,4.03,27.56,0.95
1268.63500,-159.95,4.03,27.55,0.95
1268.65500,-159.94,4.03,27.55,0.95
1268.67500,-159.92,4.03,27.55,0.95
1268.69500,-159.91,4.03,27.55,0.95
1268.71500,-159.90,4.03,27.55,0.95
1268.73500,-159.89,4.03,27.55,0.95
1268.75500,-159.87,4.03,27.54,0.95
1268.77500,-159.86,4.03,27.54,0.95
1268.79500,-159.85,4.03,27.54,0.95
1268.81500,-159.83,4.03,27.54,0.95
1268.83500,-159.82,4.03,27.54,0.95
1268.85500,-159.81,4.03,27.54,0.95
1268.87500,-159.79,4.03,27.53,0.95
1268.89500,-159.78,4.03,27.53,0.95
1268.91500,-159.77,4.03,27.53,0.95
1268.93500,-159.75,4.03,27.53,0.95
1268.95500,-159.74,4.03,27.53,0.95
1268.97500,-159.73,4.03,27.53,0.95
1268.99500,-159.72,4.03,27.52,0.95
1269.01500,-159.70,4.03,27.52,0.95
1269.03500,-159.69,4.03,27.52,0.95
1269.05500,-159.68,4.02,27.52,0.95
1269.07500,-159.66,4.02,27.52,0.95
1269.09500,-159.65,4.02,27.52,0.95
1269.11500,-159.64,4.02,27.51,0.95
1269.13500,-159.62,4.02,27.51,0.95
1269.15500,-159.61,4.02,27.51,0.95
1269.17500,-159.60,4.02,27.51,0.95
1269.19500,-159.59,4.02,27.51,0.95
1269.21500,-159.57,4.02,27.51,0.95
1269.23500,-159.56,4.02,27.50,0.95
1269.25500,-159.55,4.02,27.50,0.95
1269.27500,-159.53,4.02,27.50,0.95
1269.29500,-159.52,4.02,27.50,0.95
1269.31500,-159.51,4.02,27.50,0.95
1269.33500,-159.49,4.02,27.50,0.95
1269.35500,-159.48,4.02,27.49,0.95
1269.37500,-159.47,4.02,27.49,0.95
1269.39500,-159.46,4.02,27.49,0.95
1269.41500,-159.44,4.02,27.49,0.95
1269.43500,-159.43,4.02,27.49,0.95
1269.45500,-159.42,4.02,27.49,0.95
1269.47500,-159.40,4.02,27.48,0.95
1269.49500,-159.39,4.02,27.48,0.95
1269.51500,-159.38,4.02,27.48,0.95
1269.53500,-159.36,4.02,27.48,0.95
1269.55500,-159.35,4.02,27.48,0.95
1269.57500,-159.34,4.02,27.48,0.95
1269.59500,-159.33,4.02,27.47,0.95
1269.61500,-159.31,4.02,27.47,0.95
1269.63500,-159.30,4.02,27.47,0.95
1269.65500,-159.29,4.02,27.47,0.95
1269.67500,-159.27,4.02,27.47,0.95
1269.69500,-159.26,4.02,27.47,0.95
1269.71500,-159.25,4.02,27.47,0.95
1269.73500,-159.24,4.02,27.46,0.95
1269.75500,-159.22,4.02,27.46,0.95
1269.77500,-159.21,4.02,27.46,0.95
1269.79500,-159.20,4.02,27.46,0.95
1269.81500,-159.18,4.02,27.46,0.95
1269.83500,-159.17,4.02,27.46,0.95
1269.85500,-159.16,4.02,27.45,0.95
1269.87500,-159.14,4.02,27.45,0.95
1269.89500,-159.13,4.01,27.45,0.95
1269.91500,-159.12,4.01,27.45,0.95
1269.93500,-159.11,4.01,27.45,0.95
1269.95500,-159.09,4.01,27.45,0.95
1269.97500,-159.08,4.01,27.44,0.95
1269.99500,-159.07,4.01,27.44,0.95
1270.01500,-159.05,4.01,27.44,0.95
1270.03500,-159.04,4.01,27.44,0.95
1270.05500,-159.03,4.01,27.44,0.95
1270.07500,-159.02,4.01,27.44,0.95
1270.09500,-159.00,4.01,27.43,0.95
1270.11500,-158.99,4.01,27.43,0.95
1270.13500,-158.98,4.01,27.43,0.95
1270.15500,-158.96,4.01,27.43,0.95
1270.17500,-158.95,4.01,27.43,0.95
1270.19500,-158.94,4.01,27.43,0.95
1270.21500,-158.93,4.01,27.42,0.95
1270.23500,-158.91,4.01,27.42,0.95
1270.25500,-158.90,4.01,27.42,0.95
1270.27500,-158.89,4.01,27.42,0.95
1270.29500,-158.87,4.01,27.42,0.95
1270.31500,-158.86,4.01,27.42,0.95
1270.33500,-158.85,4.01,27.41,0.95
1270.35500,-158.83,4.01,27.41,0.95
1270.37500,-158.82,4.01,27.41,0.95
1270.39500,-158.81,4.01,27.41,0.95
1270.41500,-158.80,4.01,27.41,0.95
1270.43500,-158.78,4.01,27.41,0.95
1270.45500,-158.77,4.01,27.40,0.95
1270.47500,-158.76,4.01,27.40,0.95
1270.49500,-158.74,4.01,27.40,0.95
1270.51500,-158.73,4.01,27.40,0.95
1270.53500,-158.72,4.01,27.40,0.95
1270.55500,-158.71,4.01,27.40,0.95
1270.57500,-158.69,4.01,27.39,0.95
1270.59500,-158.68,4.01,27.39,0.94
1270.61500,-158.67,4.01,27.39,0.94
1270.63500,-158.65,4.01,27.39,0.94
1270.65500,-158.64,4.01,27.39,0.94
1270.67500,-158.63,4.01,27.39,0.94
1270.69500,-158.62,4.01,27.38,0.94
1270.71500,-158.60,4.01,27.38,0.94
1270.73500,-158.59,4.00,27.38,0.94
1270.75500,-158.58,4.00,27.38,0.94
1270.77500,-158.56,4.00,27.38,0.94
1270.79500,-158.55,4.00,27.38,0.94
1270.81500,-158.54,4.00,27.38,0.94
1270.83500,-158.53,4.00,27.37,0.94
1270.85500,-158.51,4.00,27.37,0.94
1270.87500,-158.50,4.00,27.37,0.94
1270.89500,-158.49,4.00,27.37,0.94
1270.91500,-158.48,4.00,27.37,0.94
1270.93500,-158.46,4.00,27.37,0.94
1270.95500,-158.45,4.00,27.36,0.94
1270.97500,-158.44,4.00,27.36,0.94
1270.99500,-158.42,4.00,27.36,0.94
1271.01500,-158.41,4.00,27.36,0.94
1271.03500,-158.40,4.00,27.36,0.94
1271.05500,-158.39,4.00,27.36,0.94
1271.07500,-158.37,4.00,27.35,0.94
1271.09500,-158.36,4.00,27.35,0.94
1271.11500,-158.35,4.00,27.35,0.94
1271.13500,-158.33,4.00,27.35,0.94
1271.15500,-158.32,4.00,27.35,0.94
1271.17500,-158.31,4.00,27.35,0.94
1271.19500,-158.30,4.00,27.34,0.94
1271.21500,-158.28,4.00,27.34,0.94
1271.23500,-158.27,4.00,27.34,0.94
1271.25500,-158.26,4.00,27.34,0.94
1271.27500,-158.24,4.00,27.34,0.94
1271.29500,-158.23,4.00,27.34,0.94
1271.31500,-158.22,4.00,27.33,0.94
1271.33500,-158.21,4.00,27.33,0.94
1271.35500,-158.19,4.00,27.33,0.94
1271.37500,-158.18,4.00,27.33,0.94
1271.39500,-158.17,4.00,27.33,0.94
1271.41500,-158.16,4.00,27.33,0.94
1271.43500,-158.14,4.00,27.32,0.94
1271.45500,-158.13,4.00,27.32,0.94
1271.47500,-158.12,4.00,27.32,0.94
1271.49500,-158.10,4.00,27.32,0.94
1271.51500,-158.09,4.00,27.32,0.94
1271.53500,-158.08,4.00,27.32,0.94
1271.55500,-158.07,4.00,27.32,0.94
1271.57500,-158.05,4.00,27.31,0.94
1271.59500,-158.04,3.99,27.31,0.94
1271.61500,-158.03,3.99,27.31,0.94
1271.63500,-158.02,3.99,27.31,0.94
1271.65500,-158.00,3.99,27.31,0.94
1271.67500,-157.99,3.99,27.31,0.94
1271.69500,-157.98,3.99,27.30,0.94
1271.71500,-157.96,3.99,27.30,0.94
1271.73500,-157.95,3.99,27.30,0.94
1271.75500,-157.94,3.99,27.30,0.94
1271.77500,-157.93,3.99,27.30,0.94
1271.79500,-157.91,3.99,27.30,0.94
1271.81500,-157.90,3.99,27.29,0.94
1271.83500,-157.89,3.99,27.29,0.94
1271.85500,-157.88,3.99,27.29,0.94
1271.87500,-157.86,3.99,27.29,0.94
1271.89500,-157.85,3.99,27.29,0.94
1271.91500,-157.84,3.99,27.29,0.94
1271.93500,-157.82,3.99,27.28,0.94
1271.95500,-157.81,3.99,27.28,0.94
1271.97500,-157.80,3.99,27.28,0.94
1271.99500,-157.79,3.99,27.28,0.94
1272.01500,-157.77,3.99,27.28,0.94
1272.03500,-157.76,3.99,27.28,0.94
1272.05500,-157.75,3.99,27.28,0.94
1272.07500,-157.74,3.99,27.27,0.94
1272.09500,-157.72,3.99,27.27,0.94
1272.11500,-157.71,3.99,27.27,0.94
1272.13500,-157.70,3.99,27.27,0.94
1272.15500,-157.68,3.99,27.27,0.94
1272.17500,-157.67,3.99,27.27,0.94
1272.19500,-157.66,3.99,27.26,0.94
1272.21500,-157.65,3.99,27.26,0.94
1272.23500,-157.63,3.99,27.26,0.94
1272.25500,-157.62,3.99,27.26,0.94
1272.27500,-157.61,3.99,27.26,0.94
1272.29500,-157.60,3.99,27.26,0.94
1272.31500,-157.58,3.99,27.25,0.94
1272.33500,-157.57,3.99,27.25,0.94
1272.35500,-157.56,3.99,27.25,0.94
1272.37500,-157.55,3.99,27.25,0.94
1272.39500,-157.53,3.99,27.25,0.94
1272.41500,-157.52,3.99,27.25,0.94
1272.43500,-157.51,3.99,27.24,0.94
1272.45500,-157.49,3.98,27.24,0.94
1272.47500,-157.48,3.98,27.24,0.94
1272.49500,-157.47,3.98,27.24,0.94
1272.51500,-157.46,3.98,27.24,0.94
1272.53500,-157.44,3.98,27.24,0.94
1272.55500,-157.43,3.98,27.23,0.94
1272.57500,-157.42,3.98,27.23,0.94
1272.59500,-157.41,3.98,27.23,0.94
1272.61500,-157.39,3.98,27.23,0.94
1272.63500,-157.38,3.98,27.23,0.94
1272.65500,-157.37,3.98,27.23,0.94
1272.67500,-157.36,3.98,27.23,0.94
1272.69500,-157.34,3.98,27.22,0.94
1272.71500,-157.33,3.98,27.22,0.94
1272.73500,-157.32,3.98,27.22,0.94
1272.75500,-157.31,3.98,27.22,0.94
1272.77500,-157.29,3.98,27.22,0.94
1272.79500,-157.28,3.98,27.22,0.94
1272.81500,-157.27,3.98,27.21,0.94
1272.83500,-157.25,3.98,27.21,0.94
1272.85500,-157.24,3.98,27.21,0.94
1272.87500,-157.23,3.98,27.21,0.94
1272.89500,-157.22,3.98,27.21,0.94
1272.91500,-157.20,3.98,27.21,0.94
1272.93500,-157.19,3.98,27.20,0.94
1272.95500,-157.18,3.98,27.20,0.94
1272.97500,-157.17,3.98,27.20,0.94
1272.99500,-157.15,3.98,27.20,0.94
1273.01500,-157.14,3.98,27.20,0.94
1273.03500,-157.13,3.98,27.20,0.94
1273.05500,-157.12,3.98,27.19,0.94
1273.07500,-157.10,3.98,27.19,0.94
1273.09500,-157.09,3.98,27.19,0.94
1273.11500,-157.08,3.98,27.19,0.94
1273.13500,-157.07,3.98,27.19,0.94
1273.15500,-157.05,3.98,27.19,0.94
1273.17500,-157.04,3.98,27.19,0.94
1273.19500,-157.03,3.98,27.18,0.94
1273.21500,-157.02,3.98,27.18,0.94
1273.23500,-157.00,3.98,27.18,0.94
1273.25500,-156.99,3.98,27.18,0.94
1273.27500,-156.98,3.98,27.18,0.94
1273.29500,-156.97,3.98,27.18,0.94
1273.31500,-156.95,3.97,27.17,0.94
1273.33500,-156.94,3.97,27.17,0.94
1273.35500,-156.93,3.97,27.17,0.94
1273.37500,-156.91,3.97,27.17,0.94
