wavelength,alpha_0,alpha_0_uncertainty,alpha_1,alpha_1_uncertainty,alpha_2,alpha_2_uncertainty,alpha(m=0),alpha(m=0)_uncertainty,alpha(m=1),alpha(m=1)_uncertainty,alpha(m=2),alpha(m=2)_uncertainty
1495.09,97.58,3.47,-404.36,5.74,-22.63,1.04,120.21,3.58,108.9,3.49,74.96,3.67
1495.59,97.46,3.47,-404.5,5.75,-22.61,1.04,120.07,3.58,108.77,3.49,74.86,3.67
1496.09,97.34,3.47,-404.65,5.75,-22.59,1.04,119.93,3.58,108.64,3.49,74.76,3.67
1496.59,97.22,3.47,-404.8,5.75,-22.57,1.04,119.79,3.58,108.51,3.49,74.66,3.67
1497.09,97.1,3.47,-404.94,5.75,-22.55,1.03,119.65,3.58,108.38,3.49,74.56,3.67
1497.59,96.99,3.47,-405.09,5.76,-22.53,1.03,119.51,3.58,108.25,3.49,74.46,3.67
1498.09,96.87,3.47,-405.23,5.76,-22.51,1.03,119.37,3.58,108.12,3.49,74.36,3.67
1498.59,96.75,3.47,-405.38,5.76,-22.49,1.03,119.23,3.58,107.99,3.49,74.26,3.67
1499.09,96.63,3.47,-405.53,5.76,-22.47,1.03,119.09,3.58,107.86,3.49,74.16,3.67
1499.59,96.51,3.47,-405.68,5.76,-22.45,1.03,118.95,3.58,107.73,3.49,74.06,3.67
1500.09,96.39,3.47,-405.82,5.77,-22.43,1.03,118.81,3.58,107.6,3.49,73.96,3.67
1500.59,96.27,3.47,-405.97,5.77,-22.41,1.03,118.67,3.58,107.47,3.49,73.86,3.67
1501.09,96.15,3.47,-406.12,5.77,-22.39,1.03,118.53,3.58,107.34,3.49,73.76,3.67
1501.59,96.03,3.47,-406.27,5.77,-22.37,1.03,118.39,3.58,107.21,3.49,73.66,3.67
1502.09,95.91,3.47,-406.41,5.77,-22.35,1.03,118.26,3.58,107.08,3.49,73.56,3.67
1502.59,95.79,3.47,-406.56,5.78,-22.33,1.03,118.12,3.58,106.95,3.49,73.46,3.67
1503.09,95.67,3.47,-406.71,5.78,-22.31,1.03,117.98,3.58,106.82,3.49,73.36,3.67
1503.59,95.55,3.47,-406.86,5.78,-22.29,1.03,117.84,3.58,106.69,3.49,73.26,3.67
1504.09,95.43,3.47,-407.01,5.78,-22.27,1.03,117.7,3.58,106.56,3.49,73.16,3.67
1504.59,95.31,3.47,-407.16,5.78,-22.25,1.03,117.56,3.58,106.43,3.49,73.06,3.67
1505.09,95.19,3.47,-407.3,5.79,-22.23,1.03,117.42,3.58,106.3,3.49,72.96,3.67
1505.59,95.07,3.47,-407.45,5.79,-22.21,1.03,117.28,3.58,106.17,3.49,72.86,3.67
1506.09,94.94,3.47,-407.6,5.79,-22.19,1.03,117.13,3.58,106.04,3.49,72.75,3.67
1506.59,94.82,3.47,-407.75,5.79,-22.17,1.03,116.99,3.58,105.91,3.49,72.65,3.67
1507.09,94.7,3.47,-407.9,5.8,-22.15,1.03,116.85,3.58,105.78,3.49,72.55,3.67
1507.59,94.58,3.47,-408.05,5.8,-22.13,1.03,116.71,3.58,105.65,3.49,72.45,3.67
1508.09,94.46,3.47,-408.2,5.8,-22.11,1.03,116.57,3.57,105.52,3.49,72.35,3.67
1508.59,94.34,3.47,-408.35,5.8,-22.09,1.03,116.43,3.57,105.39,3.49,72.25,3.67
1509.09,94.22,3.47,-408.5,5.8,-22.07,1.03,116.29,3.57,105.26,3.49,72.15,3.67
1509.59,94.1,3.47,-408.65,5.81,-22.05,1.03,116.15,3.57,105.13,3.49,72.05,3.67
1510.09,93.98,3.47,-408.8,5.81,-22.03,1.03,116.01,3.57,104.99,3.49,71.95,3.67
1510.59,93.86,3.47,-408.95,5.81,-22.01,1.03,115.87,3.57,104.86,3.49,71.84,3.67
1511.09,93.74,3.47,-409.1,5.81,-21.99,1.03,115.73,3.57,104.73,3.49,71.74,3.67
1511.59,93.62,3.47,-409.26,5.82,-21.97,1.03,115.59,3.57,104.6,3.49,71.64,3.67
1512.09,93.49,3.47,-409.41,5.82,-21.95,1.03,115.45,3.57,104.47,3.49,71.54,3.67
1512.59,93.37,3.47,-409.56,5.82,-21.93,1.03,115.31,3.57,104.34,3.49,71.44,3.67
1513.09,93.25,3.47,-409.71,5.82,-21.91,1.03,115.17,3.57,104.21,3.49,71.34,3.67
1513.59,93.13,3.47,-409.86,5.82,-21.89,1.03,115.03,3.57,104.08,3.49,71.24,3.67
1514.09,93.01,3.47,-410.01,5.83,-21.87,1.03,114.88,3.57,103.95,3.49,71.13,3.67
1514.59,92.89,3.47,-410.17,5.83,-21.86,1.03,114.74,3.57,103.82,3.49,71.03,3.67
1515.09,92.77,3.47,-410.32,5.83,-21.84,1.03,114.6,3.57,103.68,3.49,70.93,3.67
1515.59,92.64,3.47,-410.47,5.83,-21.82,1.03,114.46,3.57,103.55,3.49,70.83,3.67
1516.09,92.52,3.47,-410.62,5.83,-21.8,1.03,114.32,3.57,103.42,3.49,70.73,3.67
1516.59,92.4,3.47,-410.78,5.84,-21.78,1.03,114.18,3.57,103.29,3.49,70.62,3.67
1517.09,92.28,3.47,-410.93,5.84,-21.76,1.03,114.04,3.57,103.16,3.49,70.52,3.67
1517.59,92.16,3.47,-411.08,5.84,-21.74,1.03,113.89,3.57,103.03,3.49,70.42,3.67
1518.09,92.04,3.47,-411.23,5.84,-21.72,1.03,113.75,3.57,102.89,3.49,70.32,3.67
1518.59,91.91,3.47,-411.39,5.85,-21.7,1.03,113.61,3.57,102.76,3.49,70.22,3.67
1519.09,91.79,3.47,-411.54,5.85,-21.68,1.03,113.47,3.57,102.63,3.49,70.11,3.66
1519.59,91.67,3.47,-411.69,5.85,-21.66,1.03,113.33,3.57,102.5,3.49,70.01,3.66
1520.09,91.55,3.47,-411.85,5.85,-21.64,1.03,113.19,3.57,102.37,3.48,69.91,3.66
1520.59,91.43,3.47,-412,5.85,-21.62,1.03,113.04,3.57,102.24,3.48,69.81,3.66
1521.09,91.3,3.47,-412.16,5.86,-21.6,1.03,112.9,3.57,102.1,3.48,69.7,3.66
1521.59,91.18,3.47,-412.31,5.86,-21.58,1.03,112.76,3.57,101.97,3.48,69.6,3.66
1522.09,91.06,3.47,-412.47,5.86,-21.56,1.03,112.62,3.57,101.84,3.48,69.5,3.66
1522.59,90.94,3.47,-412.62,5.86,-21.54,1.03,112.48,3.57,101.71,3.48,69.4,3.66
1523.09,90.81,3.47,-412.78,5.87,-21.52,1.03,112.33,3.57,101.57,3.48,69.29,3.66
1523.59,90.69,3.47,-412.93,5.87,-21.5,1.03,112.19,3.57,101.44,3.48,69.19,3.66
1524.09,90.57,3.47,-413.09,5.87,-21.48,1.03,112.05,3.57,101.31,3.48,69.09,3.66
1524.59,90.45,3.47,-413.24,5.87,-21.46,1.03,111.91,3.57,101.18,3.48,68.98,3.66
1525.09,90.32,3.47,-413.4,5.87,-21.44,1.03,111.77,3.57,101.04,3.48,68.88,3.66
1525.59,90.2,3.47,-413.55,5.88,-21.42,1.03,111.62,3.57,100.91,3.48,68.78,3.66
1526.09,90.08,3.47,-413.71,5.88,-21.4,1.03,111.48,3.57,100.78,3.48,68.67,3.66
1526.59,89.95,3.47,-413.86,5.88,-21.38,1.03,111.34,3.57,100.65,3.48,68.57,3.66
1527.09,89.83,3.47,-414.02,5.88,-21.36,1.03,111.2,3.57,100.51,3.48,68.47,3.66
1527.59,89.71,3.47,-414.18,5.89,-21.34,1.03,111.05,3.57,100.38,3.48,68.36,3.66
1528.09,89.59,3.47,-414.33,5.89,-21.32,1.03,110.91,3.57,100.25,3.48,68.26,3.66
1528.59,89.46,3.47,-414.49,5.89,-21.31,1.03,110.77,3.57,100.11,3.48,68.16,3.66
1529.09,89.34,3.47,-414.65,5.89,-21.29,1.03,110.62,3.57,99.98,3.48,68.05,3.66
1529.59,89.22,3.47,-414.8,5.89,-21.27,1.03,110.48,3.57,99.85,3.48,67.95,3.66
1530.09,89.09,3.47,-414.96,5.9,-21.25,1.03,110.34,3.57,99.72,3.48,67.85,3.66
1530.59,88.97,3.47,-415.12,5.9,-21.23,1.03,110.2,3.57,99.58,3.48,67.74,3.66
1531.09,88.85,3.47,-415.28,5.9,-21.21,1.03,110.05,3.57,99.45,3.48,67.64,3.66
1531.59,88.72,3.47,-415.43,5.9,-21.19,1.03,109.91,3.57,99.32,3.48,67.53,3.66
1532.09,88.6,3.47,-415.59,5.91,-21.17,1.03,109.77,3.57,99.18,3.48,67.43,3.66
1532.59,88.47,3.47,-415.75,5.91,-21.15,1.03,109.62,3.57,99.05,3.48,67.33,3.66
1533.09,88.35,3.47,-415.91,5.91,-21.13,1.03,109.48,3.57,98.92,3.48,67.22,3.66
1533.59,88.23,3.47,-416.07,5.91,-21.11,1.03,109.34,3.57,98.78,3.48,67.12,3.66
1534.09,88.1,3.47,-416.22,5.92,-21.09,1.03,109.19,3.57,98.65,3.48,67.01,3.66
1534.59,87.98,3.47,-416.38,5.92,-21.07,1.03,109.05,3.57,98.51,3.48,66.91,3.66
1535.09,87.86,3.47,-416.54,5.92,-21.05,1.03,108.91,3.57,98.38,3.48,66.81,3.66
1535.59,87.73,3.47,-416.7,5.92,-21.03,1.03,108.76,3.57,98.25,3.48,66.7,3.66
1536.09,87.61,3.47,-416.86,5.92,-21.01,1.03,108.62,3.57,98.11,3.48,66.6,3.66
1536.59,87.48,3.47,-417.02,5.93,-20.99,1.03,108.47,3.57,97.98,3.48,66.49,3.66
1537.09,87.36,3.47,-417.18,5.93,-20.97,1.03,108.33,3.57,97.84,3.48,66.39,3.66
1537.59,87.23,3.47,-417.34,5.93,-20.95,1.03,108.19,3.57,97.71,3.48,66.28,3.66
1538.09,87.11,3.47,-417.5,5.93,-20.93,1.03,108.04,3.57,97.58,3.48,66.18,3.66
1538.59,86.99,3.47,-417.66,5.94,-20.91,1.03,107.9,3.57,97.44,3.48,66.07,3.66
1539.09,86.86,3.47,-417.82,5.94,-20.89,1.03,107.76,3.57,97.31,3.48,65.97,3.66
1539.59,86.74,3.47,-417.98,5.94,-20.87,1.03,107.61,3.57,97.17,3.48,65.86,3.66
1540.09,86.61,3.47,-418.14,5.94,-20.85,1.03,107.47,3.57,97.04,3.48,65.76,3.66
1540.59,86.49,3.47,-418.3,5.95,-20.83,1.03,107.32,3.57,96.9,3.48,65.65,3.66
1541.09,86.36,3.47,-418.46,5.95,-20.82,1.03,107.18,3.57,96.77,3.48,65.55,3.66
1541.59,86.24,3.47,-418.62,5.95,-20.8,1.03,107.03,3.57,96.64,3.48,65.44,3.66
1542.09,86.11,3.47,-418.78,5.95,-20.78,1.03,106.89,3.57,96.5,3.48,65.34,3.66
1542.59,85.99,3.47,-418.95,5.95,-20.76,1.03,106.74,3.57,96.37,3.48,65.23,3.66
1543.09,85.86,3.47,-419.11,5.96,-20.74,1.03,106.6,3.57,96.23,3.48,65.13,3.66
1543.59,85.74,3.47,-419.27,5.96,-20.72,1.03,106.46,3.57,96.1,3.48,65.02,3.66
1544.09,85.61,3.47,-419.43,5.96,-20.7,1.03,106.31,3.57,95.96,3.48,64.92,3.66
1544.59,85.49,3.47,-419.59,5.96,-20.68,1.03,106.17,3.57,95.83,3.48,64.81,3.66
1545.09,85.36,3.47,-419.75,5.97,-20.66,1.03,106.02,3.57,95.69,3.48,64.7,3.66
1545.59,85.24,3.47,-419.92,5.97,-20.64,1.03,105.88,3.57,95.56,3.48,64.6,3.66
1546.09,85.11,3.47,-420.08,5.97,-20.62,1.03,105.73,3.57,95.42,3.48,64.49,3.66
1546.59,84.99,3.47,-420.24,5.97,-20.6,1.03,105.59,3.57,95.29,3.48,64.39,3.66
1547.09,84.86,3.47,-420.41,5.98,-20.58,1.03,105.44,3.57,95.15,3.48,64.28,3.66
1547.59,84.74,3.47,-420.57,5.98,-20.56,1.03,105.3,3.57,95.02,3.48,64.17,3.66
1548.09,84.61,3.46,-420.73,5.98,-20.54,1.03,105.15,3.57,94.88,3.48,64.07,3.66
1548.59,84.48,3.46,-420.9,5.98,-20.52,1.03,105.01,3.57,94.74,3.48,63.96,3.66
1549.09,84.36,3.46,-421.06,5.98,-20.5,1.03,104.86,3.57,94.61,3.48,63.86,3.66
1549.59,84.23,3.46,-421.22,5.99,-20.48,1.03,104.71,3.57,94.47,3.48,63.75,3.66
1550.09,84.11,3.46,-421.39,5.99,-20.46,1.03,104.57,3.57,94.34,3.48,63.64,3.66
1550.59,83.98,3.46,-421.55,5.99,-20.44,1.03,104.42,3.57,94.2,3.48,63.54,3.66
1551.09,83.85,3.46,-421.72,5.99,-20.42,1.03,104.28,3.57,94.07,3.48,63.43,3.66
1551.59,83.73,3.46,-421.88,6,-20.4,1.03,104.13,3.57,93.93,3.48,63.32,3.66
1552.09,83.6,3.46,-422.04,6,-20.38,1.03,103.99,3.57,93.79,3.48,63.22,3.66
1552.59,83.48,3.46,-422.21,6,-20.37,1.03,103.84,3.57,93.66,3.48,63.11,3.66
1553.09,83.35,3.46,-422.37,6,-20.35,1.03,103.69,3.57,93.52,3.48,63,3.66
1553.59,83.22,3.46,-422.54,6.01,-20.33,1.03,103.55,3.57,93.39,3.48,62.9,3.66
1554.09,83.1,3.46,-422.7,6.01,-20.31,1.03,103.4,3.57,93.25,3.48,62.79,3.66
1554.59,82.97,3.46,-422.87,6.01,-20.29,1.03,103.26,3.57,93.11,3.48,62.68,3.66
1555.09,82.84,3.46,-423.04,6.01,-20.27,1.03,103.11,3.57,92.98,3.48,62.58,3.66
1555.59,82.72,3.46,-423.2,6.02,-20.25,1.03,102.96,3.57,92.84,3.48,62.47,3.66
1556.09,82.59,3.46,-423.37,6.02,-20.23,1.03,102.82,3.57,92.7,3.48,62.36,3.66
1556.59,82.46,3.46,-423.53,6.02,-20.21,1.03,102.67,3.57,92.57,3.48,62.25,3.66
1557.09,82.34,3.46,-423.7,6.02,-20.19,1.03,102.52,3.57,92.43,3.48,62.15,3.66
1557.59,82.21,3.46,-423.87,6.03,-20.17,1.03,102.38,3.57,92.29,3.48,62.04,3.66
1558.09,82.08,3.46,-424.03,6.03,-20.15,1.03,102.23,3.57,92.16,3.48,61.93,3.66
1558.59,81.95,3.46,-424.2,6.03,-20.13,1.03,102.08,3.57,92.02,3.48,61.82,3.66
1559.09,81.83,3.46,-424.37,6.03,-20.11,1.03,101.94,3.57,91.88,3.48,61.72,3.66
1559.59,81.7,3.46,-424.53,6.03,-20.09,1.03,101.79,3.57,91.75,3.48,61.61,3.66
1560.09,81.57,3.46,-424.7,6.04,-20.07,1.03,101.64,3.57,91.61,3.48,61.5,3.66
1560.59,81.45,3.46,-424.87,6.04,-20.05,1.03,101.5,3.57,91.47,3.48,61.39,3.66
1561.09,81.32,3.46,-425.04,6.04,-20.03,1.03,101.35,3.57,91.33,3.48,61.29,3.66
1561.59,81.19,3.46,-425.2,6.04,-20.01,1.03,101.2,3.57,91.2,3.48,61.18,3.66
1562.09,81.06,3.46,-425.37,6.05,-19.99,1.03,101.06,3.57,91.06,3.48,61.07,3.66
1562.59,80.94,3.46,-425.54,6.05,-19.97,1.03,100.91,3.57,90.92,3.48,60.96,3.66
1563.09,80.81,3.46,-425.71,6.05,-19.95,1.03,100.76,3.57,90.78,3.48,60.85,3.66
1563.59,80.68,3.46,-425.88,6.05,-19.93,1.03,100.61,3.57,90.65,3.48,60.74,3.66
1564.09,80.55,3.46,-426.05,6.06,-19.92,1.03,100.47,3.57,90.51,3.48,60.64,3.66
1564.59,80.42,3.46,-426.22,6.06,-19.9,1.03,100.32,3.57,90.37,3.48,60.53,3.66
1565.09,80.3,3.46,-426.38,6.06,-19.88,1.02,100.17,3.57,90.23,3.48,60.42,3.66
1565.59,80.17,3.46,-426.55,6.06,-19.86,1.02,100.02,3.57,90.1,3.48,60.31,3.65
1566.09,80.04,3.46,-426.72,6.07,-19.84,1.02,99.88,3.57,89.96,3.48,60.2,3.65
1566.59,79.91,3.46,-426.89,6.07,-19.82,1.02,99.73,3.57,89.82,3.48,60.09,3.65
1567.09,79.78,3.46,-427.06,6.07,-19.8,1.02,99.58,3.57,89.68,3.48,59.99,3.65
1567.59,79.65,3.46,-427.23,6.07,-19.78,1.02,99.43,3.57,89.54,3.48,59.88,3.65
1568.09,79.53,3.46,-427.4,6.08,-19.76,1.02,99.28,3.57,89.41,3.48,59.77,3.65
1568.59,79.4,3.46,-427.57,6.08,-19.74,1.02,99.14,3.57,89.27,3.48,59.66,3.65
1569.09,79.27,3.46,-427.74,6.08,-19.72,1.02,98.99,3.57,89.13,3.48,59.55,3.65
1569.59,79.14,3.46,-427.91,6.08,-19.7,1.02,98.84,3.57,88.99,3.48,59.44,3.65
1570.09,79.01,3.46,-428.08,6.09,-19.68,1.02,98.69,3.57,88.85,3.48,59.33,3.65
1570.59,78.88,3.46,-428.26,6.09,-19.66,1.02,98.54,3.57,88.71,3.48,59.22,3.65
1571.09,78.75,3.46,-428.43,6.09,-19.64,1.02,98.39,3.57,88.57,3.48,59.11,3.65
1571.59,78.62,3.46,-428.6,6.09,-19.62,1.02,98.25,3.57,88.44,3.48,59,3.65
1572.09,78.5,3.46,-428.77,6.1,-19.6,1.02,98.1,3.57,88.3,3.48,58.89,3.65
1572.59,78.37,3.46,-428.94,6.1,-19.58,1.02,97.95,3.57,88.16,3.48,58.78,3.65
1573.09,78.24,3.46,-429.11,6.1,-19.56,1.02,97.8,3.57,88.02,3.48,58.67,3.65
1573.59,78.11,3.46,-429.28,6.1,-19.54,1.02,97.65,3.57,87.88,3.48,58.56,3.65
1574.09,77.98,3.46,-429.46,6.11,-19.52,1.02,97.5,3.57,87.74,3.48,58.45,3.65
1574.59,77.85,3.46,-429.63,6.11,-19.5,1.02,97.35,3.57,87.6,3.48,58.34,3.65
1575.09,77.72,3.46,-429.8,6.11,-19.48,1.02,97.2,3.57,87.46,3.48,58.24,3.65
1575.59,77.59,3.46,-429.97,6.11,-19.46,1.02,97.05,3.57,87.32,3.48,58.13,3.65
1576.09,77.46,3.46,-430.15,6.12,-19.45,1.02,96.91,3.57,87.18,3.48,58.01,3.65
1576.59,77.33,3.46,-430.32,6.12,-19.43,1.02,96.76,3.57,87.04,3.48,57.9,3.65
1577.09,77.2,3.46,-430.49,6.12,-19.41,1.02,96.61,3.57,86.9,3.48,57.79,3.65
1577.59,77.07,3.46,-430.67,6.12,-19.39,1.02,96.46,3.57,86.76,3.48,57.68,3.65
1578.09,76.94,3.46,-430.84,6.13,-19.37,1.02,96.31,3.57,86.62,3.48,57.57,3.65
1578.59,76.81,3.46,-431.01,6.13,-19.35,1.02,96.16,3.57,86.48,3.48,57.46,3.65
1579.09,76.68,3.46,-431.19,6.13,-19.33,1.02,96.01,3.57,86.34,3.48,57.35,3.65
1579.59,76.55,3.46,-431.36,6.13,-19.31,1.02,95.86,3.57,86.2,3.48,57.24,3.65
1580.09,76.42,3.46,-431.54,6.14,-19.29,1.02,95.71,3.57,86.06,3.48,57.13,3.65
1580.59,76.29,3.46,-431.71,6.14,-19.27,1.02,95.56,3.57,85.92,3.48,57.02,3.65
1581.09,76.16,3.46,-431.89,6.14,-19.25,1.02,95.41,3.57,85.78,3.48,56.91,3.65
1581.59,76.03,3.46,-432.06,6.14,-19.23,1.02,95.26,3.57,85.64,3.48,56.8,3.65
1582.09,75.9,3.46,-432.24,6.15,-19.21,1.02,95.11,3.57,85.5,3.48,56.69,3.65
1582.59,75.77,3.46,-432.41,6.15,-19.19,1.02,94.96,3.57,85.36,3.48,56.58,3.65
1583.09,75.64,3.46,-432.59,6.15,-19.17,1.02,94.81,3.57,85.22,3.48,56.47,3.65
1583.59,75.51,3.46,-432.76,6.15,-19.15,1.02,94.66,3.57,85.08,3.48,56.36,3.65
1584.09,75.38,3.46,-432.94,6.16,-19.13,1.02,94.51,3.57,84.94,3.48,56.24,3.65
1584.59,75.24,3.46,-433.11,6.16,-19.11,1.02,94.36,3.57,84.8,3.48,56.13,3.65
1585.09,75.11,3.46,-433.29,6.16,-19.09,1.02,94.21,3.57,84.66,3.48,56.02,3.65
1585.59,74.98,3.46,-433.47,6.16,-19.07,1.02,94.06,3.57,84.52,3.48,55.91,3.65
1586.09,74.85,3.46,-433.64,6.17,-19.05,1.02,93.9,3.57,84.38,3.48,55.8,3.65
1586.59,74.72,3.46,-433.82,6.17,-19.03,1.02,93.75,3.57,84.24,3.48,55.69,3.65
1587.09,74.59,3.46,-434,6.17,-19.01,1.02,93.6,3.56,84.1,3.48,55.57,3.65
1587.59,74.46,3.46,-434.17,6.17,-18.99,1.02,93.45,3.56,83.95,3.48,55.46,3.65
1588.09,74.33,3.46,-434.35,6.18,-18.98,1.02,93.3,3.56,83.81,3.48,55.35,3.65
1588.59,74.19,3.46,-434.53,6.18,-18.96,1.02,93.15,3.56,83.67,3.48,55.24,3.65
1589.09,74.06,3.46,-434.7,6.18,-18.94,1.02,93,3.56,83.53,3.48,55.13,3.65
1589.59,73.93,3.46,-434.88,6.18,-18.92,1.02,92.85,3.56,83.39,3.48,55.01,3.65
1590.09,73.8,3.46,-435.06,6.19,-18.9,1.02,92.7,3.56,83.25,3.48,54.9,3.65
1590.59,73.67,3.46,-435.24,6.19,-18.88,1.02,92.54,3.56,83.11,3.48,54.79,3.65
1591.09,73.54,3.46,-435.42,6.19,-18.86,1.02,92.39,3.56,82.96,3.48,54.68,3.65
1591.59,73.4,3.46,-435.59,6.19,-18.84,1.02,92.24,3.56,82.82,3.48,54.57,3.65
1592.09,73.27,3.46,-435.77,6.2,-18.82,1.02,92.09,3.56,82.68,3.48,54.45,3.65
1592.59,73.14,3.46,-435.95,6.2,-18.8,1.02,91.94,3.56,82.54,3.48,54.34,3.65
1593.09,73.01,3.46,-436.13,6.2,-18.78,1.02,91.79,3.56,82.4,3.48,54.23,3.65
1593.59,72.87,3.46,-436.31,6.2,-18.76,1.02,91.63,3.56,82.25,3.48,54.12,3.65
1594.09,72.74,3.46,-436.49,6.21,-18.74,1.02,91.48,3.56,82.11,3.48,54,3.65
1594.59,72.61,3.46,-436.67,6.21,-18.72,1.02,91.33,3.56,81.97,3.48,53.89,3.65
1595.09,72.48,3.46,-436.85,6.21,-18.7,1.02,91.18,3.56,81.83,3.48,53.78,3.65
1595.59,72.34,3.46,-437.03,6.21,-18.68,1.02,91.03,3.56,81.68,3.48,53.66,3.65
1596.09,72.21,3.46,-437.21,6.22,-18.66,1.02,90.87,3.56,81.54,3.48,53.55,3.65
1596.59,72.08,3.46,-437.39,6.22,-18.64,1.02,90.72,3.56,81.4,3.48,53.44,3.65
1597.09,71.95,3.46,-437.57,6.22,-18.62,1.02,90.57,3.56,81.26,3.48,53.32,3.65
1597.59,71.81,3.46,-437.75,6.23,-18.6,1.02,90.42,3.56,81.11,3.48,53.21,3.65
1598.09,71.68,3.46,-437.93,6.23,-18.58,1.02,90.26,3.56,80.97,3.48,53.1,3.65
1598.59,71.55,3.46,-438.11,6.23,-18.56,1.02,90.11,3.56,80.83,3.48,52.98,3.65
1599.09,71.41,3.46,-438.29,6.23,-18.54,1.02,89.96,3.56,80.69,3.48,52.87,3.65
1599.59,71.28,3.46,-438.47,6.24,-18.52,1.02,89.8,3.56,80.54,3.48,52.76,3.65
1600.09,71.15,3.46,-438.65,6.24,-18.5,1.02,89.65,3.56,80.4,3.48,52.64,3.65
1600.59,71.01,3.46,-438.84,6.24,-18.48,1.02,89.5,3.56,80.26,3.48,52.53,3.65
1601.09,70.88,3.46,-439.02,6.24,-18.46,1.02,89.34,3.56,80.11,3.48,52.42,3.65
1601.59,70.75,3.46,-439.2,6.25,-18.44,1.02,89.19,3.56,79.97,3.48,52.3,3.65
1602.09,70.61,3.46,-439.38,6.25,-18.43,1.02,89.04,3.56,79.83,3.48,52.19,3.65
1602.59,70.48,3.46,-439.56,6.25,-18.41,1.02,88.88,3.56,79.68,3.48,52.07,3.65
1603.09,70.34,3.46,-439.75,6.25,-18.39,1.02,88.73,3.56,79.54,3.48,51.96,3.65
1603.59,70.21,3.46,-439.93,6.26,-18.37,1.02,88.58,3.56,79.39,3.48,51.84,3.65
1604.09,70.08,3.46,-440.11,6.26,-18.35,1.02,88.42,3.56,79.25,3.48,51.73,3.65
1604.59,69.94,3.46,-440.29,6.26,-18.33,1.02,88.27,3.56,79.11,3.48,51.62,3.65
1605.09,69.81,3.46,-440.48,6.26,-18.31,1.02,88.12,3.56,78.96,3.48,51.5,3.65
1605.59,69.67,3.46,-440.66,6.27,-18.29,1.02,87.96,3.56,78.82,3.48,51.39,3.65
1606.09,69.54,3.46,-440.84,6.27,-18.27,1.02,87.81,3.56,78.67,3.48,51.27,3.65
1606.59,69.41,3.46,-441.03,6.27,-18.25,1.02,87.65,3.56,78.53,3.48,51.16,3.65
1607.09,69.27,3.46,-441.21,6.28,-18.23,1.02,87.5,3.56,78.39,3.48,51.04,3.65
1607.59,69.14,3.46,-441.4,6.28,-18.21,1.02,87.35,3.56,78.24,3.48,50.93,3.65
1608.09,69,3.46,-441.58,6.28,-18.19,1.02,87.19,3.56,78.1,3.48,50.81,3.65
1608.59,68.87,3.46,-441.76,6.28,-18.17,1.02,87.04,3.56,77.95,3.48,50.7,3.65
1609.09,68.73,3.46,-441.95,6.29,-18.15,1.02,86.88,3.56,77.81,3.48,50.58,3.65
1609.59,68.6,3.46,-442.13,6.29,-18.13,1.02,86.73,3.56,77.66,3.48,50.47,3.65
1610.09,68.46,3.46,-442.32,6.29,-18.11,1.02,86.57,3.56,77.52,3.48,50.35,3.65
1610.59,68.33,3.46,-442.5,6.29,-18.09,1.02,86.42,3.56,77.37,3.48,50.24,3.65
1611.09,68.19,3.46,-442.69,6.3,-18.07,1.02,86.26,3.56,77.23,3.48,50.12,3.65
1611.59,68.06,3.46,-442.88,6.3,-18.05,1.02,86.11,3.56,77.08,3.48,50.01,3.65
1612.09,67.92,3.46,-443.06,6.3,-18.03,1.02,85.95,3.56,76.94,3.48,49.89,3.65
1612.59,67.79,3.46,-443.25,6.3,-18.01,1.02,85.8,3.56,76.79,3.48,49.77,3.65
1613.09,67.65,3.46,-443.43,6.31,-17.99,1.02,85.64,3.56,76.65,3.48,49.66,3.65
1613.59,67.51,3.46,-443.62,6.31,-17.97,1.02,85.49,3.56,76.5,3.48,49.54,3.65
1614.09,67.38,3.46,-443.81,6.31,-17.95,1.02,85.33,3.56,76.35,3.48,49.43,3.65
1614.59,67.24,3.46,-443.99,6.32,-17.93,1.02,85.18,3.56,76.21,3.48,49.31,3.65
1615.09,67.11,3.46,-444.18,6.32,-17.91,1.02,85.02,3.56,76.06,3.48,49.19,3.65
1615.59,66.97,3.46,-444.37,6.32,-17.89,1.02,84.86,3.56,75.92,3.48,49.08,3.65
1616.09,66.83,3.46,-444.55,6.32,-17.87,1.02,84.71,3.56,75.77,3.48,48.96,3.65
1616.59,66.7,3.46,-444.74,6.33,-17.85,1.02,84.55,3.56,75.63,3.48,48.84,3.65
1617.09,66.56,3.46,-444.93,6.33,-17.83,1.02,84.4,3.56,75.48,3.48,48.73,3.65
1617.59,66.43,3.46,-445.12,6.33,-17.81,1.02,84.24,3.56,75.33,3.48,48.61,3.65
1618.09,66.29,3.46,-445.3,6.33,-17.79,1.02,84.08,3.56,75.19,3.48,48.5,3.65
1618.59,66.15,3.46,-445.49,6.34,-17.77,1.02,83.93,3.56,75.04,3.48,48.38,3.65
1619.09,66.02,3.46,-445.68,6.34,-17.76,1.02,83.77,3.56,74.89,3.48,48.26,3.65
1619.59,65.88,3.46,-445.87,6.34,-17.74,1.02,83.62,3.56,74.75,3.48,48.14,3.65
1620.09,65.74,3.46,-446.06,6.35,-17.72,1.02,83.46,3.56,74.6,3.48,48.03,3.65
1620.59,65.61,3.46,-446.25,6.35,-17.7,1.02,83.3,3.56,74.45,3.48,47.91,3.65
