wavelength,alpha_0,alpha_0_uncertainty,alpha_1,alpha_1_uncertainty,alpha_2,alpha_2_uncertainty,alpha(m=0),alpha(m=0)_uncertainty,alpha(m=1),alpha(m=1)_uncertainty,alpha(m=2),alpha(m=2)_uncertainty
518.759598,2674.65,386.67,192.82,956.67,-1729.66,355.6,4404.31,734.18,3539.48,559.17,945,113.62
518.759605,2616.15,371.49,344.8,915.17,-1671.16,339.03,4287.31,702.13,3451.73,535.51,944.99,113.62
518.759612,2562.94,357.8,483.02,877.58,-1617.95,323.98,4180.9,673.1,3371.92,514.12,944.99,113.62
518.759619,2514.34,345.41,609.27,843.41,-1569.36,310.24,4083.7,646.69,3299.02,494.68,944.99,113.62
518.759626,2469.78,334.15,725.04,812.21,-1524.79,297.65,3994.57,622.58,3232.17,476.96,944.99,113.62
518.759633,2428.76,323.89,831.59,783.64,-1483.78,286.08,3912.54,600.48,3170.65,460.75,944.98,113.62
518.75964,2390.89,314.5,929.98,757.38,-1445.91,275.41,3836.79,580.18,3113.84,445.88,944.98,113.62
518.759647,2355.81,305.89,1021.1,733.19,-1410.83,265.53,3766.64,561.46,3061.22,432.19,944.98,113.62
518.759654,2323.23,297.97,1105.73,710.83,-1378.25,256.37,3701.48,544.15,3012.35,419.56,944.98,113.62
518.759661,2292.88,290.66,1184.55,690.13,-1347.91,247.84,3640.79,528.12,2966.84,407.87,944.97,113.62
518.759668,2264.56,283.92,1258.13,670.9,-1319.59,239.89,3584.14,513.23,2924.35,397.03,944.97,113.62
518.759675,2238.05,277.67,1326.98,653.01,-1293.08,232.46,3531.13,499.37,2884.59,386.96,944.97,113.62
518.759682,2213.2,271.87,1391.54,636.33,-1268.23,225.51,3481.43,486.44,2847.31,377.59,944.97,113.62
518.759689,2189.84,266.48,1452.19,620.75,-1244.88,218.98,3434.73,474.36,2812.28,368.84,944.96,113.62
518.759696,2167.86,261.46,1509.29,606.17,-1222.9,212.84,3390.76,463.06,2779.31,360.67,944.96,113.62
518.759703,2147.13,256.78,1563.14,592.51,-1202.17,207.06,3349.3,452.45,2748.22,353.01,944.96,113.62
518.75971,2127.55,252.4,1614,579.68,-1182.59,201.61,3310.14,442.49,2718.84,345.84,944.96,113.62
518.759717,2109.02,248.31,1662.11,567.61,-1164.07,196.46,3273.09,433.13,2691.06,339.11,944.95,113.62
518.759724,2091.47,244.47,1707.71,556.26,-1146.52,191.59,3237.98,424.31,2664.73,332.77,944.95,113.62
518.759731,2074.81,240.87,1750.97,545.55,-1129.86,186.97,3204.67,415.99,2639.74,326.81,944.95,113.62
518.759738,2058.99,237.49,1792.07,535.44,-1114.04,182.59,3173.02,408.13,2616,321.19,944.95,113.62
518.759745,2043.93,234.3,1831.17,525.89,-1098.99,178.43,3142.91,400.7,2593.42,315.89,944.94,113.62
518.759752,2029.59,231.3,1868.41,516.85,-1084.65,174.48,3114.24,393.67,2571.91,310.88,944.94,113.62
518.759759,2015.91,228.48,1903.93,508.29,-1070.97,170.71,3086.89,387.01,2551.4,306.14,944.94,113.62
518.759766,2002.86,225.81,1937.83,500.18,-1057.92,167.12,3060.78,380.69,2531.82,301.65,944.94,113.62
518.759773,1990.38,223.28,1970.23,492.47,-1045.45,163.7,3035.83,374.7,2513.1,297.39,944.93,113.62
518.75978,1978.45,220.9,2001.23,485.15,-1033.51,160.43,3011.96,368.99,2495.2,293.35,944.93,113.62
518.759787,1967.02,218.64,2030.9,478.2,-1022.09,157.3,2989.1,363.57,2478.06,289.52,944.93,113.62
518.759794,1956.06,216.5,2059.35,471.57,-1011.14,154.31,2967.2,358.41,2461.63,285.88,944.93,113.62
518.759801,1945.56,214.46,2086.63,465.26,-1000.63,151.45,2946.19,353.49,2445.87,282.41,944.92,113.62
518.759808,1935.47,212.54,2112.83,459.25,-990.55,148.7,2926.01,348.8,2430.74,279.11,944.92,113.62
518.759815,1925.77,210.7,2138,453.51,-980.85,146.07,2906.63,344.32,2416.2,275.96,944.92,113.62
518.759822,1916.45,208.96,2162.2,448.04,-971.53,143.55,2887.99,340.05,2402.22,272.97,944.92,113.62
518.759829,1907.48,207.3,2185.49,442.8,-962.57,141.12,2870.05,335.96,2388.76,270.1,944.91,113.61
518.759836,1898.84,205.72,2207.92,437.8,-953.93,138.79,2852.77,332.05,2375.81,267.37,944.91,113.61
518.759843,1890.52,204.21,2229.54,433.02,-945.61,136.55,2836.12,328.31,2363.32,264.76,944.91,113.61
518.75985,1882.49,202.78,2250.38,428.43,-937.58,134.39,2820.07,324.73,2351.28,262.27,944.91,113.61
518.759857,1874.74,201.41,2270.5,424.05,-929.83,132.31,2804.57,321.3,2339.66,259.88,944.9,113.61
518.759864,1867.26,200.1,2289.92,419.84,-922.36,130.31,2789.61,318.01,2328.44,257.59,944.9,113.61
518.759871,1860.03,198.84,2308.68,415.81,-915.13,128.38,2775.16,314.85,2317.59,255.4,944.9,113.61
518.759878,1853.04,197.65,2326.82,411.93,-908.15,126.52,2761.19,311.82,2307.11,253.3,944.9,113.61
518.759885,1846.28,196.5,2344.37,408.22,-901.39,124.72,2747.67,308.91,2296.98,251.29,944.89,113.61
518.759892,1839.74,195.4,2361.35,404.65,-894.85,122.98,2734.59,306.12,2287.17,249.35,944.89,113.61
518.759899,1833.41,194.35,2377.79,401.22,-888.52,121.31,2721.92,303.43,2277.67,247.5,944.89,113.61
518.759906,1827.27,193.34,2393.72,397.92,-882.38,119.69,2709.65,300.84,2268.46,245.72,944.89,113.61
518.759913,1821.32,192.38,2409.16,394.74,-876.44,118.12,2697.76,298.35,2259.54,244,944.88,113.61
518.75992,1815.55,191.45,2424.13,391.69,-870.67,116.6,2686.22,295.96,2250.89,242.36,944.88,113.61
518.759927,1809.96,190.56,2438.66,388.74,-865.08,115.13,2675.03,293.65,2242.49,240.77,944.88,113.61
518.759934,1804.52,189.7,2452.75,385.91,-859.65,113.71,2664.17,291.42,2234.35,239.25,944.88,113.61
518.759941,1799.25,188.88,2466.44,383.18,-854.37,112.34,2653.62,289.28,2226.44,237.78,944.87,113.61
518.759948,1794.12,188.09,2479.74,380.54,-849.25,111,2643.38,287.21,2218.75,236.36,944.87,113.61
518.759955,1789.14,187.33,2492.67,378,-844.27,109.71,2633.42,285.22,2211.28,235,944.87,113.61
518.759962,1784.3,186.6,2505.24,375.55,-839.43,108.45,2623.73,283.29,2204.02,233.69,944.87,113.61
518.759969,1779.59,185.89,2517.46,373.18,-834.73,107.24,2614.32,281.43,2196.95,232.42,944.86,113.61
518.759976,1775.01,185.21,2529.35,370.89,-830.14,106.05,2605.15,279.63,2190.08,231.19,944.86,113.61
518.759983,1770.55,184.56,2540.93,368.68,-825.69,104.91,2596.23,277.9,2183.39,230.01,944.86,113.61
518.75999,1766.2,183.92,2552.2,366.55,-821.34,103.79,2587.55,276.22,2176.87,228.87,944.86,113.61
518.759997,1761.97,183.32,2563.18,364.48,-817.11,102.71,2579.08,274.59,2170.53,227.77,944.85,113.61
518.76,1760.19,183.06,2567.79,363.62,-815.34,102.26,2575.53,273.91,2167.86,227.31,944.85,113.61
518.8,1424.79,156.56,3353.64,271.8,-493.88,45.25,1918.67,201.34,1671.73,178.96,930.92,112.15
518.84,1403.46,154.56,3325.72,268.34,-486.11,44.67,1889.57,198.76,1646.52,176.67,917.35,110.73
518.88,1384.02,152.61,3295,264.98,-479.9,44.12,1863.91,196.27,1623.97,174.45,904.12,109.34
518.92,1365.39,150.72,3264.19,261.7,-474.16,43.59,1839.55,193.83,1602.47,172.29,891.24,108
518.96,1347.36,148.87,3233.81,258.5,-468.69,43.07,1816.05,191.46,1581.7,170.18,878.67,106.68
519,1329.82,147.07,3204.01,255.39,-463.41,42.56,1793.23,189.14,1561.53,168.12,866.41,105.4
519.04,1312.74,145.32,3174.86,252.35,-458.28,42.07,1771.02,186.89,1541.88,166.11,854.46,104.15
519.08,1296.08,143.6,3146.35,249.38,-453.29,41.59,1749.37,184.68,1522.72,164.15,842.79,102.92
519.12,1279.81,141.93,3118.5,246.49,-448.42,41.12,1728.24,182.53,1504.02,162.24,831.39,101.73
519.16,1263.93,140.29,3091.29,243.66,-443.67,40.66,1707.6,180.43,1485.77,160.38,820.27,100.57
519.2,1248.42,138.7,3064.7,240.9,-439.02,40.21,1687.43,178.38,1467.93,158.55,809.4,99.43
519.21,1244.59,138.3,3058.15,240.22,-437.87,40.1,1682.47,177.88,1463.53,158.1,806.72,99.15
519.22,1240.79,137.91,3051.64,239.54,-436.73,39.99,1677.52,177.38,1459.16,157.66,804.06,98.87
519.23,1237.01,137.52,3045.16,238.87,-435.6,39.88,1672.61,176.88,1454.81,157.21,801.41,98.6
519.24,1233.25,137.14,3038.73,238.2,-434.47,39.78,1667.72,176.38,1450.49,156.77,798.78,98.32
519.25,1229.51,136.75,3032.33,237.54,-433.35,39.67,1662.86,175.89,1446.19,156.33,796.16,98.05
519.26,1225.79,136.37,3025.96,236.88,-432.24,39.56,1658.03,175.4,1441.91,155.89,793.56,97.78
519.27,1222.1,135.99,3019.63,236.22,-431.13,39.45,1653.22,174.91,1437.66,155.46,790.97,97.51
519.28,1218.42,135.61,3013.34,235.57,-430.02,39.35,1648.44,174.42,1433.43,155.03,788.39,97.24
519.29,1214.76,135.24,3007.09,234.92,-428.93,39.24,1643.69,173.94,1429.23,154.6,785.84,96.97
519.3,1211.13,134.86,3000.87,234.27,-427.83,39.14,1638.96,173.46,1425.04,154.17,783.29,96.7
519.31,1207.51,134.49,2994.69,233.63,-426.75,39.04,1634.26,172.98,1420.88,153.75,780.76,96.44
519.32,1203.91,134.12,2988.54,232.99,-425.67,38.93,1629.58,172.51,1416.75,153.33,778.24,96.18
519.33,1200.33,133.76,2982.42,232.36,-424.59,38.83,1624.93,172.04,1412.63,152.91,775.74,95.91
519.34,1196.78,133.39,2976.34,231.72,-423.52,38.73,1620.3,171.57,1408.54,152.49,773.25,95.65
519.35,1193.24,133.03,2970.3,231.1,-422.46,38.63,1615.7,171.1,1404.47,152.08,770.78,95.4
519.36,1189.72,132.67,2964.29,230.47,-421.4,38.52,1611.12,170.64,1400.42,151.66,768.32,95.14
519.37,1186.22,132.31,2958.31,229.85,-420.35,38.42,1606.57,170.18,1396.39,151.25,765.87,94.88
519.38,1182.74,131.95,2952.37,229.23,-419.3,38.32,1602.04,169.72,1392.39,150.85,763.44,94.63
519.39,1179.27,131.59,2946.46,228.62,-418.26,38.23,1597.53,169.26,1388.4,150.44,761.02,94.38
519.4,1175.83,131.24,2940.58,228.01,-417.22,38.13,1593.05,168.81,1384.44,150.04,758.61,94.12
519.41,1172.4,130.89,2934.74,227.4,-416.19,38.03,1588.59,168.36,1380.49,149.64,756.21,93.87
519.42,1168.99,130.54,2928.93,226.8,-415.16,37.93,1584.15,167.91,1376.57,149.24,753.83,93.63
519.43,1165.6,130.19,2923.15,226.2,-414.14,37.83,1579.74,167.46,1372.67,148.84,751.46,93.38
519.44,1162.23,129.85,2917.41,225.6,-413.12,37.74,1575.35,167.02,1368.79,148.45,749.11,93.13
519.45,1158.87,129.5,2911.69,225,-412.11,37.64,1570.98,166.58,1364.92,148.05,746.76,92.89
519.46,1155.53,129.16,2906.01,224.41,-411.1,37.55,1566.63,166.14,1361.08,147.66,744.43,92.64
519.47,1152.21,128.82,2900.36,223.83,-410.1,37.45,1562.31,165.7,1357.26,147.27,742.11,92.4
519.48,1148.91,128.48,2894.74,223.24,-409.1,37.36,1558.01,165.27,1353.46,146.89,739.81,92.16
519.49,1145.62,128.15,2889.15,222.66,-408.11,37.26,1553.73,164.84,1349.67,146.5,737.51,91.92
519.5,1142.35,127.81,2883.59,222.08,-407.12,37.17,1549.47,164.41,1345.91,146.12,735.23,91.68
519.51,1139.1,127.48,2878.07,221.51,-406.14,37.08,1545.23,163.98,1342.17,145.74,732.96,91.45
519.52,1135.86,127.15,2872.57,220.93,-405.16,36.98,1541.02,163.55,1338.44,145.36,730.71,91.21
519.53,1132.64,126.82,2867.1,220.37,-404.18,36.89,1536.82,163.13,1334.73,144.99,728.46,90.98
519.54,1129.44,126.49,2861.66,219.8,-403.21,36.8,1532.65,162.71,1331.04,144.61,726.23,90.74
519.55,1126.25,126.17,2856.26,219.24,-402.25,36.71,1528.5,162.29,1327.37,144.24,724,90.51
519.56,1123.08,125.84,2850.88,218.68,-401.29,36.62,1524.37,161.88,1323.72,143.87,721.79,90.28
519.57,1119.92,125.52,2845.53,218.12,-400.33,36.53,1520.25,161.46,1320.09,143.5,719.59,90.05
519.58,1116.78,125.2,2840.21,217.56,-399.38,36.44,1516.16,161.05,1316.47,143.14,717.4,89.82
519.59,1113.66,124.88,2834.92,217.01,-398.43,36.35,1512.09,160.64,1312.88,142.77,715.23,89.6
519.6,1110.55,124.56,2829.66,216.47,-397.49,36.26,1508.04,160.24,1309.3,142.41,713.06,89.37
519.61,1107.46,124.25,2824.42,215.92,-396.55,36.18,1504.01,159.83,1305.73,142.05,710.91,89.15
519.62,1104.38,123.93,2819.22,215.38,-395.62,36.09,1500,159.43,1302.19,141.69,708.76,88.92
519.63,1101.32,123.62,2814.04,214.84,-394.69,36,1496,159.03,1298.66,141.34,706.63,88.7
519.64,1098.27,123.31,2808.89,214.3,-393.76,35.92,1492.03,158.63,1295.15,140.98,704.51,88.48
519.65,1095.24,123,2803.76,213.77,-392.84,35.83,1488.08,158.23,1291.66,140.63,702.4,88.26
519.66,1092.22,122.7,2798.67,213.23,-391.92,35.74,1484.14,157.84,1288.18,140.28,700.3,88.04
519.67,1089.22,122.39,2793.6,212.71,-391.01,35.66,1480.22,157.44,1284.72,139.93,698.21,87.82
519.68,1086.23,122.08,2788.56,212.18,-390.1,35.57,1476.33,157.05,1281.28,139.58,696.13,87.61
520.18,953.2,108.63,2566.97,188.94,-349.18,31.85,1302.38,139.79,1127.79,124.22,604.03,78.04
520.68,845.61,97.92,2393.45,170.48,-315.24,28.93,1160.85,126.06,1003.23,112,530.37,70.42
521.18,756.26,89.21,2255.41,155.48,-286.22,26.59,1042.47,114.91,899.36,102.07,470.04,64.23
521.68,680.37,81.98,2144.51,143.1,-260.7,24.69,941.08,105.69,810.73,93.84,419.67,59.09
522.18,614.65,75.91,2055.05,132.72,-237.72,23.14,852.36,97.95,733.51,86.93,376.93,54.77
522.68,556.69,70.73,1983.08,123.95,-216.52,21.86,773.21,91.38,664.95,81.06,340.17,51.09
523.18,504.72,66.27,1925.81,116.46,-196.54,20.83,701.26,85.77,602.99,76.02,308.18,47.91
523.68,457.37,62.41,1881.28,110.05,-177.31,19.99,634.68,80.94,546.02,71.67,280.06,45.14
524.18,413.53,59.03,1848.17,104.55,-158.42,19.33,571.95,76.76,492.74,67.89,255.11,42.71
524.68,372.3,56.07,1825.67,99.85,-139.48,18.83,511.78,73.16,442.04,64.6,232.81,40.56
525.18,332.86,53.47,1813.41,95.86,-120.13,18.5,453,70.07,392.93,61.74,212.73,38.65
525.68,294.5,51.19,1811.44,92.53,-99.96,18.32,394.46,67.43,344.48,59.27,194.54,36.93
526.18,256.48,49.18,1820.26,89.84,-78.53,18.3,335.01,65.23,295.75,57.15,177.96,35.39
526.68,218.05,47.45,1840.93,87.81,-55.29,18.47,273.34,63.47,245.7,55.38,162.77,34
527.18,178.36,45.97,1875.18,86.48,-29.57,18.83,207.93,62.16,193.14,53.97,148.78,32.73
527.68,136.36,44.75,1925.75,85.95,-0.51,19.44,136.87,61.35,136.62,52.93,135.85,31.58
528.18,90.75,43.83,1996.87,86.4,33.1,20.34,57.65,61.14,74.2,52.33,123.84,30.52
528.68,39.69,43.24,2095.26,88.13,72.96,21.62,-33.27,61.65,3.21,52.26,112.65,29.55
529.18,-19.43,43.09,2232.06,91.65,121.62,23.39,-141.05,63.14,-80.24,52.89,102.18,28.66
529.68,-90.69,43.53,2427.26,97.95,183.05,25.88,-273.74,65.99,-182.22,54.5,92.36,27.83
530.18,-180.82,44.89,2721.55,109.15,263.92,29.4,-444.74,70.89,-312.78,57.59,83.1,27.07
530.68,-301.96,47.73,3219.86,131.37,376.31,34.58,-678.27,79.08,-490.11,63.08,74.35,26.36
531.18,-478.61,53.31,4391.52,198.85,544.68,42.67,-1023.29,93.09,-750.95,72.87,66.06,25.7
531.68,-767.74,64.63,-7694.58,1132.37,825.92,56.66,-1593.66,118.92,-1180.7,91.48,58.18,25.15
532.18,-1353.29,90.95,3998.02,248.68,1403.95,85.77,-2757.23,175.09,-2055.26,132.8,50.66,24.52
532.3,-1596.61,102.55,4823.68,270.95,1645.51,98.05,-3242.12,199.17,-2419.36,150.67,48.9,24.39
532.4,-1859.93,115.33,5621.12,300.81,1907.38,111.4,-3767.31,225.46,-2813.62,170.23,47.45,24.28
532.5,-2206.3,132.38,6606.7,343.34,2252.31,129,-4458.61,260.28,-3332.45,196.18,46.01,24.17
532.6,-2682.79,156.1,7911.25,404.16,2727.38,153.27,-5410.17,308.45,-4046.48,232.15,44.59,24.07
532.7,-3380.35,191.17,9776.36,495.05,3423.52,188.89,-6803.86,379.31,-5092.1,285.14,43.17,23.96
532.8,-4500.31,247.9,12728.68,642.61,4542.07,246.17,-9042.38,493.5,-6771.35,370.62,41.77,23.86
532.89,-6306.99,339.93,17454.16,882.07,6347.5,338.68,-12654.49,678.2,-9480.74,509.01,40.51,23.77
532.91,-6909.6,370.7,19026.08,962.1,6949.83,369.55,-13859.43,739.87,-10384.52,555.23,40.23,23.75
532.93,-7633.03,407.66,20911.68,1058.24,7672.99,406.62,-15306.03,813.94,-11469.53,610.75,39.96,23.73
532.95,-8517.71,452.89,23215.96,1175.86,8557.39,451.96,-17075.09,904.54,-12796.4,678.68,39.68,23.71
532.97,-9624.32,509.51,26096.63,1323.07,9663.72,508.68,-19288.04,1017.91,-14456.18,763.67,39.4,23.69
532.99,-11048.41,582.4,29801.93,1512.57,11087.53,581.68,-22135.94,1163.84,-16592.17,873.09,39.13,23.67
533.01,-12949.54,679.76,34746.43,1765.65,12988.39,679.14,-25937.92,1358.7,-19443.73,1019.2,38.85,23.65
533.03,-15615.72,816.35,41678.41,2120.65,15654.3,815.84,-31270.02,1632.02,-23442.87,1224.17,38.58,23.63
533.05,-19625.24,1021.84,52100.3,2654.65,19663.55,1021.43,-39288.79,2043.13,-29457.02,1532.46,38.3,23.61
533.07,-26335.48,1365.82,69538.67,3548.47,26373.5,1365.51,-52708.98,2731.23,-39522.23,2048.51,38.03,23.59
533.09,-39861.34,2059.32,104684.39,5350.38,39899.09,2059.12,-79760.43,4118.37,-59810.88,3088.83,37.75,23.57
533.17,39223.69,1996.85,-100768.05,5187.28,-39187.03,1996.64,78410.72,3993.43,58817.21,2995.13,36.66,23.49
533.19,26379.64,1338.31,-67394.44,3476.19,-26343.25,1338,52722.88,2676.21,39551.26,2007.25,36.39,23.47
533.21,19907.99,1006.56,-50576.98,2614.13,-19871.88,1006.15,39779.87,2012.58,29843.93,1509.55,36.12,23.45
533.23,16008.9,806.74,-40443.33,2094.82,-15973.06,806.23,31981.96,1612.8,23995.43,1209.75,35.84,23.43
533.25,13402.7,673.22,-33668.83,1747.76,-13367.13,672.61,26769.83,1345.62,20086.27,1009.39,35.57,23.41
533.27,11537.75,577.71,-28820.25,1499.46,-11502.44,577,23040.19,1154.47,17288.97,866.06,35.3,23.39
533.29,10137.14,506.01,-25178.2,1313.03,-10102.11,505.2,20239.25,1010.94,15188.19,758.44,35.03,23.37
533.31,9046.63,450.21,-22341.92,1167.91,-9011.87,449.31,18058.5,899.22,13552.57,674.67,34.76,23.35
533.33,8173.48,405.56,-20070.45,1051.74,-8138.99,404.56,16312.47,809.79,12242.98,607.63,34.49,23.33
533.35,7458.58,369.03,-18210.21,956.66,-7424.35,367.93,14882.93,736.59,11170.75,552.76,34.22,23.32
533.37,6862.46,338.58,-16658.69,877.4,-6828.5,337.39,13690.96,675.57,10276.71,507.02,33.95,23.3
533.39,6357.78,312.83,-15344.83,810.32,-6324.09,311.53,12681.87,623.93,9519.82,468.32,33.69,23.28
533.49,4673.49,227.07,-10956.88,586.71,-4641.14,225.3,9314.64,451.78,6994.06,339.35,32.35,23.18
533.59,3719.78,178.77,-8468.92,460.4,-3688.76,176.54,7408.53,354.56,5564.15,266.56,31.02,23.09
533.69,3105.69,147.86,-6864.97,379.31,-3076,145.18,6181.69,292.15,4643.69,219.89,29.69,23
533.79,2677.01,126.45,-5744.12,322.9,-2648.64,123.34,5325.65,248.76,4001.33,187.47,28.38,22.91
533.89,2360.62,110.78,-4916.18,281.42,-2333.55,107.25,4694.17,216.86,3527.39,163.67,27.07,22.82
533.99,2117.37,98.85,-4279.33,249.67,-2091.6,94.91,4208.97,192.46,3163.17,145.49,25.77,22.73
534.49,1433.89,66.26,-2491.07,161.67,-1414.56,60.52,2848.45,124.94,2141.17,95.38,19.32,22.3
534.99,1113.46,51.93,-1659.25,121.74,-1100.53,44.72,2213.98,94.41,1663.72,72.91,12.93,21.9
535.49,925.31,44.05,-1179.65,99.2,-918.87,35.69,1844.19,77.23,1384.75,60.38,6.44,21.52
535.99,799.74,39.13,-869.68,84.85,-800.21,29.86,1599.95,66.32,1199.85,52.47,-0.47,21.16
536.49,707.73,35.78,-656.59,74.96,-716.4,25.81,1424.13,58.82,1065.93,47.06,-8.67,20.82
536.99,631.71,33.35,-531.01,67.78,-653.64,22.84,1285.35,53.36,958.53,43.13,-21.93,20.51
537,630.19,33.31,-533.02,67.67,-652.53,22.79,1282.72,53.26,956.46,43.07,-22.34,20.5
537.01,628.67,33.26,-536.64,67.56,-651.43,22.74,1280.1,53.17,954.39,43,-22.76,20.5
537.02,627.14,33.22,-542.92,67.48,-650.34,22.69,1277.48,53.08,952.31,42.93,-23.2,20.49
537.03,625.61,33.18,-554.05,67.44,-649.25,22.64,1274.85,52.99,950.23,42.87,-23.64,20.48
537.04,624.06,33.14,-575.58,67.54,-648.16,22.59,1272.22,52.89,948.14,42.8,-24.1,20.48
537.05,622.51,33.1,-626.76,68.2,-647.08,22.54,1269.58,52.8,946.05,42.73,-24.57,20.47
537.06,620.92,33.06,-849.38,75.56,-645.99,22.49,1266.91,52.71,943.91,42.67,-25.07,20.47
537.07,619,33.01,144.9,92.57,-644.82,22.44,1263.82,52.61,941.41,42.6,-25.82,20.44
537.08,617.7,32.98,-305.81,69.27,-643.83,22.39,1261.54,52.53,939.62,42.54,-26.13,20.45
537.09,616.12,32.94,-371.42,67.63,-642.78,22.34,1258.9,52.44,937.51,42.47,-26.66,20.45
537.1,614.47,32.9,-390.1,67.18,-641.75,22.29,1256.22,52.35,935.35,42.41,-27.28,20.44
537.11,612.34,32.84,-359.85,67.55,-641.18,22.25,1253.53,52.26,932.94,42.34,-28.84,20.42
537.12,610.76,32.81,-487.17,66.19,-640.06,22.21,1250.82,52.17,930.79,42.28,-29.3,20.42
537.13,609.5,32.78,-456.23,66.14,-638.59,22.15,1248.09,52.09,928.79,42.22,-29.1,20.42
537.14,607.84,32.74,-451.74,66.04,-637.5,22.1,1245.34,52,926.59,42.16,-29.66,20.42
537.15,606.13,32.7,-450.41,65.92,-636.44,22.05,1242.57,51.92,924.35,42.1,-30.3,20.41
537.16,604.4,32.67,-449.79,65.8,-635.38,22.01,1239.78,51.83,922.09,42.04,-30.98,20.41
537.17,602.63,32.63,-449.33,65.69,-634.33,21.96,1236.96,51.74,919.79,41.97,-31.7,20.4
537.18,600.83,32.59,-448.87,65.57,-633.28,21.91,1234.11,51.66,917.47,41.91,-32.45,20.4
537.19,598.99,32.55,-448.38,65.45,-632.23,21.87,1231.22,51.58,915.11,41.85,-33.24,20.39
537.2,597.12,32.52,-447.85,65.34,-631.18,21.82,1228.31,51.49,912.71,41.79,-34.06,20.39
537.21,595.21,32.48,-447.3,65.23,-630.14,21.78,1225.35,51.41,910.28,41.73,-34.93,20.38
537.22,593.26,32.44,-446.74,65.11,-629.09,21.73,1222.35,51.32,907.8,41.67,-35.84,20.38
537.23,591.25,32.41,-446.19,65,-628.04,21.68,1219.29,51.24,905.27,41.61,-36.79,20.37
537.24,589.19,32.37,-445.67,64.89,-626.99,21.64,1216.19,51.16,902.69,41.56,-37.8,20.37
537.25,587.08,32.33,-445.19,64.78,-625.94,21.59,1213.02,51.08,900.05,41.5,-38.86,20.36
537.26,584.89,32.3,-444.76,64.68,-624.88,21.55,1209.78,51,897.34,41.44,-39.99,20.36
537.27,582.64,32.26,-444.42,64.57,-623.82,21.51,1206.46,50.92,894.55,41.38,-41.19,20.35
537.28,580.3,32.23,-444.16,64.46,-622.76,21.46,1203.06,50.84,891.68,41.33,-42.46,20.35
537.29,577.88,32.19,-444.02,64.36,-621.68,21.42,1199.56,50.76,888.72,41.27,-43.81,20.35
537.3,575.35,32.16,-444,64.25,-620.6,21.37,1195.95,50.68,885.65,41.21,-45.25,20.34
537.31,572.71,32.13,-444.14,64.15,-619.51,21.33,1192.21,50.6,882.46,41.16,-46.8,20.34
537.32,569.93,32.09,-444.46,64.05,-618.4,21.29,1188.34,50.53,879.14,41.1,-48.47,20.34
537.33,567.02,32.06,-444.98,63.95,-617.28,21.25,1184.3,50.45,875.66,41.05,-50.26,20.33
537.34,563.94,32.03,-445.74,63.85,-616.14,21.2,1180.07,50.37,872,40.99,-52.2,20.33
537.35,560.66,32,-446.77,63.75,-614.97,21.16,1175.63,50.3,868.15,40.94,-54.31,20.33
537.36,557.17,31.97,-448.12,63.65,-613.78,21.12,1170.95,50.22,864.06,40.89,-56.61,20.33
537.37,553.42,31.94,-449.85,63.55,-612.55,21.08,1165.97,50.15,859.69,40.84,-59.13,20.33
537.38,549.37,31.91,-452.03,63.46,-611.28,21.04,1160.65,50.08,855.01,40.79,-61.91,20.33
537.39,544.97,31.88,-454.72,63.37,-609.95,21,1154.93,50.01,849.95,40.74,-64.98,20.33
537.4,540.16,31.85,-458.05,63.28,-608.56,20.96,1148.72,49.94,844.44,40.69,-68.41,20.33
537.41,534.83,31.83,-462.14,63.19,-607.09,20.92,1141.93,49.87,838.38,40.65,-72.26,20.33
537.42,528.9,31.81,-467.15,63.11,-605.52,20.88,1134.42,49.81,831.66,40.6,-76.62,20.34
537.43,522.21,31.79,-473.33,63.03,-603.81,20.84,1126.02,49.75,824.11,40.56,-81.6,20.35
537.44,514.57,31.77,-480.98,62.96,-601.93,20.8,1116.5,49.69,815.53,40.53,-87.35,20.36
537.45,505.72,31.76,-490.5,62.89,-599.81,20.76,1105.53,49.64,805.63,40.5,-94.09,20.38
537.46,495.29,31.76,-502.52,62.84,-597.37,20.73,1092.67,49.6,793.98,40.48,-102.08,20.41
537.47,482.74,31.77,-517.9,62.81,-594.5,20.7,1077.23,49.57,779.99,40.47,-111.76,20.44
537.48,467.24,31.8,-537.99,62.8,-590.97,20.67,1058.21,49.56,762.73,40.48,-123.73,20.49
537.49,447.48,31.86,-564.99,62.84,-586.48,20.64,1033.96,49.59,740.72,40.52,-139,20.57
537.5,421.21,31.97,-602.66,62.96,-580.44,20.62,1001.65,49.66,711.43,40.61,-159.22,20.69
537.51,384.24,32.18,-658.06,63.24,-571.73,20.62,955.98,49.85,670.11,40.81,-187.49,20.9
537.52,327.73,32.62,-746.28,63.87,-557.97,20.65,885.7,50.28,606.72,41.24,-230.24,21.29
537.53,229.14,33.7,-905.94,65.46,-532.91,20.76,762.05,51.39,495.59,42.33,-303.77,22.17
537.538,72.4,36.08,-1167.12,69.13,-491.32,21.07,563.72,53.97,318.06,44.8,-418.91,24.05
537.539,42.42,36.62,-1217.65,69.97,-483.2,21.14,525.63,54.56,284.02,45.37,-440.78,24.47
537.54,8.66,37.25,-1274.7,70.96,-474.03,21.23,482.69,55.26,245.68,46.04,-465.36,24.96
537.541,-29.65,38.01,-1339.6,72.15,-463.56,21.34,433.92,56.1,202.13,46.84,-493.21,25.55
