wavelength,alpha_0,alpha_0_uncertainty,alpha_1,alpha_1_uncertainty,alpha_2,alpha_2_uncertainty,alpha(m=0),alpha(m=0)_uncertainty,alpha(m=1),alpha(m=1)_uncertainty,alpha(m=2),alpha(m=2)_uncertainty
688.52,-755.14,21.1,1340.43,34.96,-701.06,19.8,-54.08,18.25,-404.61,17.21,-1456.2,36.63
688.54,-755.64,21.11,1341.12,34.98,-701.34,19.81,-54.29,18.26,-404.96,17.22,-1456.98,36.65
688.56,-756.13,21.12,1341.82,35,-701.63,19.82,-54.5,18.27,-405.32,17.23,-1457.76,36.67
688.58,-756.63,21.13,1342.52,35.02,-701.91,19.83,-54.72,18.28,-405.67,17.24,-1458.53,36.68
688.6,-757.12,21.14,1343.22,35.04,-702.19,19.84,-54.93,18.29,-406.02,17.24,-1459.31,36.7
688.62,-757.62,21.15,1343.93,35.06,-702.48,19.85,-55.14,18.3,-406.38,17.25,-1460.09,36.72
688.64,-758.11,21.16,1344.63,35.08,-702.76,19.86,-55.35,18.31,-406.73,17.26,-1460.87,36.74
688.66,-758.61,21.17,1345.33,35.1,-703.05,19.87,-55.56,18.32,-407.09,17.27,-1461.66,36.75
688.68,-759.11,21.18,1346.03,35.12,-703.33,19.89,-55.78,18.33,-407.44,17.28,-1462.44,36.77
688.7,-759.61,21.19,1346.74,35.14,-703.61,19.9,-55.99,18.34,-407.8,17.29,-1463.22,36.79
688.72,-760.1,21.2,1347.44,35.16,-703.9,19.91,-56.2,18.35,-408.15,17.29,-1464,36.81
688.74,-760.6,21.21,1348.15,35.18,-704.19,19.92,-56.42,18.36,-408.51,17.3,-1464.79,36.83
688.76,-761.1,21.22,1348.86,35.2,-704.47,19.93,-56.63,18.37,-408.87,17.31,-1465.57,36.84
688.78,-761.6,21.23,1349.57,35.22,-704.76,19.94,-56.85,18.38,-409.22,17.32,-1466.36,36.86
688.8,-762.1,21.24,1350.28,35.24,-705.04,19.95,-57.06,18.39,-409.58,17.33,-1467.15,36.88
688.82,-762.6,21.25,1350.99,35.26,-705.33,19.96,-57.28,18.4,-409.94,17.34,-1467.93,36.9
688.84,-763.11,21.26,1351.7,35.28,-705.61,19.97,-57.49,18.41,-410.3,17.34,-1468.72,36.92
688.86,-763.61,21.27,1352.41,35.3,-705.9,19.98,-57.71,18.42,-410.66,17.35,-1469.51,36.93
688.88,-764.11,21.28,1353.12,35.31,-706.19,19.99,-57.92,18.43,-411.02,17.36,-1470.3,36.95
688.9,-764.61,21.29,1353.83,35.33,-706.48,20,-58.14,18.45,-411.38,17.37,-1471.09,36.97
688.92,-765.12,21.3,1354.55,35.35,-706.76,20.01,-58.35,18.46,-411.74,17.38,-1471.88,36.99
688.94,-765.62,21.31,1355.26,35.37,-707.05,20.02,-58.57,18.47,-412.1,17.39,-1472.67,37
688.96,-766.13,21.32,1355.98,35.39,-707.34,20.04,-58.79,18.48,-412.46,17.4,-1473.46,37.02
688.98,-766.63,21.33,1356.69,35.41,-707.63,20.05,-59.01,18.49,-412.82,17.4,-1474.26,37.04
689,-767.14,21.34,1357.41,35.43,-707.91,20.06,-59.22,18.5,-413.18,17.41,-1475.05,37.06
689.02,-767.64,21.35,1358.13,35.46,-708.2,20.07,-59.44,18.51,-413.54,17.42,-1475.85,37.08
689.04,-768.15,21.36,1358.85,35.48,-708.49,20.08,-59.66,18.52,-413.9,17.43,-1476.64,37.09
689.06,-768.66,21.37,1359.57,35.5,-708.78,20.09,-59.88,18.53,-414.27,17.44,-1477.44,37.11
689.08,-769.16,21.38,1360.29,35.52,-709.07,20.1,-60.1,18.54,-414.63,17.45,-1478.23,37.13
689.1,-769.67,21.39,1361.01,35.54,-709.36,20.11,-60.31,18.55,-414.99,17.46,-1479.03,37.15
689.12,-770.18,21.4,1361.73,35.56,-709.65,20.12,-60.53,18.56,-415.36,17.46,-1479.83,37.17
689.14,-770.69,21.41,1362.45,35.58,-709.94,20.13,-60.75,18.57,-415.72,17.47,-1480.63,37.19
689.16,-771.2,21.42,1363.18,35.6,-710.23,20.14,-60.97,18.58,-416.09,17.48,-1481.43,37.2
689.18,-771.71,21.43,1363.9,35.62,-710.52,20.15,-61.19,18.59,-416.45,17.49,-1482.23,37.22
689.2,-772.22,21.44,1364.63,35.64,-710.81,20.17,-61.41,18.6,-416.82,17.5,-1483.03,37.24
689.22,-772.73,21.45,1365.35,35.66,-711.1,20.18,-61.63,18.61,-417.18,17.51,-1483.83,37.26
689.24,-773.25,21.46,1366.08,35.68,-711.39,20.19,-61.86,18.62,-417.55,17.52,-1484.64,37.28
689.26,-773.76,21.47,1366.81,35.7,-711.68,20.2,-62.08,18.63,-417.92,17.53,-1485.44,37.29
689.28,-774.27,21.48,1367.54,35.72,-711.97,20.21,-62.3,18.64,-418.28,17.53,-1486.24,37.31
689.3,-774.78,21.49,1368.27,35.74,-712.26,20.22,-62.52,18.66,-418.65,17.54,-1487.05,37.33
689.32,-775.3,21.5,1369,35.76,-712.56,20.23,-62.74,18.67,-419.02,17.55,-1487.85,37.35
689.34,-775.81,21.51,1369.73,35.78,-712.85,20.24,-62.96,18.68,-419.39,17.56,-1488.66,37.37
689.36,-776.33,21.52,1370.46,35.8,-713.14,20.25,-63.19,18.69,-419.76,17.57,-1489.47,37.39
689.38,-776.84,21.53,1371.2,35.82,-713.43,20.26,-63.41,18.7,-420.13,17.58,-1490.28,37.4
689.39,-777.1,21.54,1371.56,35.83,-713.58,20.27,-63.52,18.7,-420.31,17.58,-1490.68,37.41
689.395,-777.23,21.54,1371.75,35.84,-713.65,20.27,-63.58,18.71,-420.4,17.58,-1490.88,37.42
689.4,-777.36,21.55,1371.93,35.84,-713.73,20.27,-63.63,18.71,-420.5,17.59,-1491.09,37.42
689.405,-777.49,21.55,1372.12,35.85,-713.8,20.28,-63.69,18.71,-420.59,17.59,-1491.29,37.43
689.41,-777.62,21.55,1372.3,35.85,-713.87,20.28,-63.75,18.71,-420.68,17.59,-1491.49,37.43
689.415,-777.75,21.55,1372.48,35.86,-713.95,20.28,-63.8,18.72,-420.77,17.59,-1491.69,37.44
689.42,-777.88,21.56,1372.67,35.86,-714.02,20.29,-63.86,18.72,-420.87,17.6,-1491.89,37.44
689.425,-778.01,21.56,1372.85,35.87,-714.09,20.29,-63.91,18.72,-420.96,17.6,-1492.1,37.45
689.43,-778.13,21.56,1373.04,35.87,-714.17,20.29,-63.97,18.73,-421.05,17.6,-1492.3,37.45
689.435,-778.26,21.56,1373.22,35.88,-714.24,20.29,-64.03,18.73,-421.14,17.6,-1492.5,37.45
689.44,-778.39,21.57,1373.4,35.88,-714.31,20.3,-64.08,18.73,-421.24,17.6,-1492.71,37.46
689.458,-778.86,21.57,1374.07,35.9,-714.58,20.31,-64.28,18.74,-421.57,17.61,-1493.44,37.48
689.463,-778.99,21.58,1374.25,35.91,-714.65,20.31,-64.34,18.74,-421.66,17.62,-1493.64,37.48
689.468,-779.12,21.58,1374.44,35.91,-714.72,20.31,-64.4,18.75,-421.76,17.62,-1493.84,37.49
689.473,-779.25,21.58,1374.62,35.92,-714.8,20.31,-64.45,18.75,-421.85,17.62,-1494.04,37.49
689.478,-779.38,21.59,1374.8,35.92,-714.87,20.32,-64.51,18.75,-421.94,17.62,-1494.25,37.49
689.483,-779.51,21.59,1374.99,35.93,-714.94,20.32,-64.56,18.75,-422.04,17.62,-1494.45,37.5
689.488,-779.64,21.59,1375.17,35.93,-715.02,20.32,-64.62,18.76,-422.13,17.63,-1494.65,37.5
689.493,-779.77,21.59,1375.36,35.94,-715.09,20.33,-64.68,18.76,-422.22,17.63,-1494.86,37.51
689.498,-779.9,21.6,1375.54,35.94,-715.16,20.33,-64.73,18.76,-422.31,17.63,-1495.06,37.51
689.503,-780.03,21.6,1375.73,35.95,-715.24,20.33,-64.79,18.77,-422.41,17.63,-1495.26,37.52
689.508,-780.16,21.6,1375.91,35.95,-715.31,20.33,-64.85,18.77,-422.5,17.64,-1495.47,37.52
689.513,-780.29,21.6,1376.1,35.96,-715.38,20.34,-64.9,18.77,-422.59,17.64,-1495.67,37.53
689.533,-780.81,21.61,1376.84,35.98,-715.68,20.35,-65.13,18.78,-422.97,17.65,-1496.48,37.55
689.553,-781.33,21.62,1377.58,36,-715.97,20.36,-65.35,18.79,-423.34,17.66,-1497.3,37.56
689.573,-781.85,21.63,1378.32,36.02,-716.27,20.37,-65.58,18.8,-423.71,17.66,-1498.11,37.58
689.593,-782.37,21.64,1379.06,36.04,-716.56,20.38,-65.81,18.81,-424.09,17.67,-1498.93,37.6
689.613,-782.89,21.66,1379.81,36.06,-716.86,20.39,-66.03,18.83,-424.46,17.68,-1499.75,37.62
689.633,-783.41,21.67,1380.55,36.08,-717.15,20.4,-66.26,18.84,-424.84,17.69,-1500.57,37.64
689.653,-783.94,21.68,1381.3,36.11,-717.45,20.42,-66.49,18.85,-425.21,17.7,-1501.38,37.66
689.673,-784.46,21.69,1382.04,36.13,-717.75,20.43,-66.71,18.86,-425.59,17.71,-1502.2,37.68
689.693,-784.98,21.7,1382.79,36.15,-718.04,20.44,-66.94,18.87,-425.96,17.72,-1503.02,37.69
689.713,-785.51,21.71,1383.54,36.17,-718.34,20.45,-67.17,18.88,-426.34,17.73,-1503.85,37.71
689.733,-786.03,21.72,1384.29,36.19,-718.63,20.46,-67.4,18.89,-426.72,17.74,-1504.67,37.73
689.753,-786.56,21.73,1385.04,36.21,-718.93,20.47,-67.63,18.9,-427.09,17.75,-1505.49,37.75
689.773,-787.08,21.74,1385.79,36.23,-719.23,20.48,-67.86,18.91,-427.47,17.75,-1506.31,37.77
689.793,-787.61,21.75,1386.54,36.25,-719.53,20.49,-68.09,18.92,-427.85,17.76,-1507.14,37.79
689.813,-788.14,21.76,1387.29,36.27,-719.82,20.5,-68.32,18.94,-428.23,17.77,-1507.96,37.81
689.833,-788.67,21.77,1388.05,36.3,-720.12,20.52,-68.55,18.95,-428.61,17.78,-1508.79,37.83
689.853,-789.2,21.78,1388.8,36.32,-720.42,20.53,-68.78,18.96,-428.99,17.79,-1509.61,37.84
689.873,-789.72,21.79,1389.56,36.34,-720.72,20.54,-69.01,18.97,-429.37,17.8,-1510.44,37.86
689.893,-790.25,21.8,1390.31,36.36,-721.02,20.55,-69.24,18.98,-429.75,17.81,-1511.27,37.88
689.913,-790.78,21.81,1391.07,36.38,-721.31,20.56,-69.47,18.99,-430.13,17.82,-1512.1,37.9
689.933,-791.31,21.82,1391.83,36.4,-721.61,20.57,-69.7,19,-430.51,17.83,-1512.93,37.92
689.953,-791.85,21.83,1392.59,36.42,-721.91,20.58,-69.93,19.01,-430.89,17.84,-1513.76,37.94
689.973,-792.38,21.84,1393.35,36.44,-722.21,20.6,-70.16,19.03,-431.27,17.85,-1514.59,37.96
689.993,-792.91,21.86,1394.11,36.47,-722.51,20.61,-70.4,19.04,-431.65,17.86,-1515.42,37.98
690.013,-793.44,21.87,1394.87,36.49,-722.81,20.62,-70.63,19.05,-432.04,17.86,-1516.26,37.99
690.033,-793.98,21.88,1395.63,36.51,-723.11,20.63,-70.86,19.06,-432.42,17.87,-1517.09,38.01
690.053,-794.51,21.89,1396.4,36.53,-723.41,20.64,-71.1,19.07,-432.8,17.88,-1517.92,38.03
690.073,-795.05,21.9,1397.16,36.55,-723.71,20.65,-71.33,19.08,-433.19,17.89,-1518.76,38.05
690.093,-795.58,21.91,1397.93,36.57,-724.01,20.66,-71.57,19.09,-433.57,17.9,-1519.59,38.07
690.113,-796.12,21.92,1398.69,36.6,-724.32,20.68,-71.8,19.11,-433.96,17.91,-1520.43,38.09
690.133,-796.65,21.93,1399.46,36.62,-724.62,20.69,-72.03,19.12,-434.34,17.92,-1521.27,38.11
690.153,-797.19,21.94,1400.23,36.64,-724.92,20.7,-72.27,19.13,-434.73,17.93,-1522.11,38.13
690.173,-797.73,21.95,1401,36.66,-725.22,20.71,-72.51,19.14,-435.12,17.94,-1522.95,38.15
690.193,-798.26,21.96,1401.77,36.68,-725.52,20.72,-72.74,19.15,-435.5,17.95,-1523.79,38.17
690.213,-798.8,21.97,1402.54,36.7,-725.83,20.73,-72.98,19.16,-435.89,17.96,-1524.63,38.19
690.233,-799.34,21.98,1403.31,36.73,-726.13,20.74,-73.21,19.17,-436.28,17.97,-1525.47,38.2
690.253,-799.88,21.99,1404.08,36.75,-726.43,20.76,-73.45,19.19,-436.67,17.98,-1526.31,38.22
690.273,-800.42,22.01,1404.86,36.77,-726.73,20.77,-73.69,19.2,-437.06,17.99,-1527.16,38.24
690.293,-800.96,22.02,1405.63,36.79,-727.04,20.78,-73.93,19.21,-437.44,18,-1528,38.26
690.313,-801.5,22.03,1406.41,36.81,-727.34,20.79,-74.16,19.22,-437.83,18.01,-1528.85,38.28
690.333,-802.05,22.04,1407.19,36.84,-727.64,20.8,-74.4,19.23,-438.22,18.02,-1529.69,38.3
690.353,-802.59,22.05,1407.96,36.86,-727.95,20.81,-74.64,19.24,-438.62,18.02,-1530.54,38.32
690.373,-803.13,22.06,1408.74,36.88,-728.25,20.83,-74.88,19.26,-439.01,18.03,-1531.39,38.34
690.393,-803.68,22.07,1409.52,36.9,-728.56,20.84,-75.12,19.27,-439.4,18.04,-1532.23,38.36
690.893,-817.46,22.35,1429.33,37.46,-736.25,21.13,-81.21,19.57,-449.34,18.29,-1553.71,38.85
691.393,-831.63,22.63,1449.77,38.05,-744.1,21.44,-87.53,19.88,-459.58,18.54,-1575.73,39.35
691.893,-846.19,22.93,1470.87,38.65,-752.11,21.75,-94.08,20.21,-470.13,18.81,-1598.29,39.87
692.393,-861.16,23.23,1492.67,39.28,-760.28,22.07,-100.88,20.55,-481.02,19.08,-1621.44,40.39
692.893,-876.57,23.55,1515.21,39.93,-768.62,22.41,-107.96,20.91,-492.26,19.37,-1645.19,40.94
693.393,-892.43,23.87,1538.51,40.61,-777.12,22.75,-115.31,21.29,-503.87,19.67,-1669.56,41.5
693.893,-908.77,24.21,1562.64,41.32,-785.8,23.11,-122.97,21.68,-515.87,19.99,-1694.58,42.07
694.393,-925.61,24.56,1587.63,42.05,-794.66,23.47,-130.95,22.1,-528.28,20.32,-1720.27,42.66
694.893,-942.97,24.92,1613.53,42.82,-803.7,23.85,-139.27,22.53,-541.12,20.66,-1746.68,43.27
695.393,-960.89,25.29,1640.41,43.62,-812.92,24.25,-147.96,22.99,-554.43,21.03,-1773.81,43.89
695.893,-979.39,25.68,1668.31,44.46,-822.33,24.65,-157.05,23.47,-568.22,21.41,-1801.72,44.54
696.393,-998.49,26.08,1697.31,45.33,-831.93,25.07,-166.56,23.98,-582.53,21.8,-1830.43,45.2
696.893,-1018.25,26.5,1727.47,46.25,-841.72,25.51,-176.52,24.51,-597.39,22.22,-1859.97,45.88
697.393,-1038.69,26.94,1758.88,47.21,-851.71,25.96,-186.98,25.08,-612.83,22.66,-1890.39,46.59
697.893,-1059.84,27.39,1791.62,48.21,-861.89,26.43,-197.96,25.68,-628.9,23.13,-1921.73,47.31
698.393,-1081.77,27.86,1825.77,49.27,-872.26,26.92,-209.51,26.31,-645.64,23.62,-1954.03,48.06
698.893,-1104.5,28.35,1861.45,50.38,-882.83,27.43,-221.68,26.98,-663.09,24.13,-1987.33,48.83
699.393,-1128.1,28.86,1898.77,51.56,-893.59,27.96,-234.51,27.69,-681.31,24.68,-2021.69,49.63
699.893,-1152.62,29.4,1937.85,52.8,-904.54,28.52,-248.08,28.44,-700.35,25.26,-2057.15,50.46
700.393,-1178.11,29.96,1978.84,54.11,-915.67,29.09,-262.44,29.24,-720.27,25.87,-2093.78,51.31
700.893,-1204.65,30.54,2021.9,55.5,-926.98,29.7,-277.66,30.1,-741.15,26.53,-2131.63,52.19
701.393,-1232.3,31.16,2067.19,56.97,-938.46,30.33,-293.84,31.01,-763.07,27.22,-2170.77,53.11
701.893,-1261.16,31.81,2114.93,58.54,-950.1,31,-311.06,31.99,-786.11,27.96,-2211.26,54.06
702.393,-1291.31,32.49,2165.33,60.22,-961.87,31.7,-329.44,33.03,-810.37,28.76,-2253.18,55.04
703.2,-1342.96,33.67,2252.97,63.17,-981.11,32.91,-361.85,34.89,-852.4,30.16,-2324.07,56.7
703.7,-1376.99,34.45,2311.65,65.17,-993.13,33.71,-383.86,36.16,-880.42,31.11,-2370.11,57.78
704.2,-1412.74,35.28,2374.12,67.33,-1005.17,34.56,-407.57,37.54,-910.15,32.14,-2417.91,58.91
704.7,-1450.36,36.17,2440.82,69.67,-1017.2,35.47,-433.17,39.02,-941.76,33.25,-2467.56,60.08
705.2,-1490.04,37.11,2512.24,72.2,-1029.14,36.43,-460.9,40.65,-975.47,34.46,-2519.18,61.3
705.7,-1531.97,38.12,2588.98,74.95,-1040.91,37.46,-491.06,42.41,-1011.52,35.78,-2572.88,62.57
706.2,-1576.4,39.21,2671.75,77.97,-1052.41,38.57,-523.98,44.35,-1050.19,37.22,-2628.81,63.89
706.7,-1623.59,40.38,2761.42,81.29,-1063.52,39.76,-560.07,46.48,-1091.83,38.8,-2687.11,65.28
707.2,-1673.87,41.64,2859.02,84.96,-1074.07,41.04,-599.8,48.84,-1136.83,40.54,-2747.93,66.72
707.7,-1727.62,43.02,2965.86,89.04,-1083.85,42.44,-643.77,51.46,-1185.69,42.47,-2811.47,68.24
708.2,-1785.3,44.53,3083.54,93.62,-1092.6,43.97,-692.7,54.38,-1239,44.63,-2877.9,69.82
708.7,-1847.47,46.19,3214.14,98.8,-1099.97,45.65,-747.51,57.66,-1297.49,47.04,-2947.44,71.49
709.2,-1914.82,48.03,3360.36,104.71,-1105.5,47.52,-809.32,61.38,-1362.07,49.77,-3020.32,73.23
709.7,-1988.2,50.1,3525.8,111.55,-1108.61,49.6,-879.58,65.61,-1433.89,52.89,-3096.81,75.07
710.2,-2068.69,52.43,3715.46,119.57,-1108.5,51.96,-960.19,70.49,-1514.44,56.47,-3177.19,77.01
710.7,-2157.7,55.11,3936.47,129.16,-1104.07,54.66,-1053.63,76.15,-1605.67,60.63,-3261.78,79.05
711.2,-2257.1,58.21,4199.67,140.91,-1093.84,57.78,-1163.26,82.81,-1710.18,65.52,-3350.94,81.21
711.7,-2369.41,61.86,4522.6,155.82,-1075.68,61.47,-1293.72,90.76,-1831.57,71.36,-3445.09,83.5
712.2,-2498.16,66.27,4936.87,175.82,-1046.51,65.9,-1451.65,100.41,-1974.9,78.46,-3544.67,85.93
712.7,-2648.5,71.69,5508.94,205.26,-1001.71,71.35,-1646.78,112.36,-2147.64,87.26,-3650.21,88.52
713.2,-2828.23,78.57,6421.83,257.67,-934.07,78.26,-1894.16,127.54,-2361.19,98.45,-3762.3,91.28
713.7,-3049.87,87.63,8556.25,409.24,-831.75,87.36,-2218.12,147.45,-2634,113.17,-3881.63,94.23
714.2,-3334.93,100.14,-57742.83,6338.24,-674.05,99.9,-2660.89,174.73,-2997.91,133.38,-4008.98,97.4
714.7,-3724.35,118.54,3962.1,379.24,-420.94,118.34,-3303.41,214.36,-3513.88,162.8,-4145.29,100.81
715.2,-4305.86,148.19,6790.23,379.51,14.23,148.03,-4320.09,277.17,-4312.98,209.56,-4291.64,104.51
715.7,-5311.77,203.36,9776,515.23,862.44,203.24,-6174.21,391.84,-5742.99,295.17,-4449.33,108.53
716.2,-7625.21,338.63,15907.41,870.13,3005.29,338.56,-10630.5,667.7,-9127.86,501.59,-4619.92,112.92
716.3,-8525.63,392.68,18255.75,1011.75,3869.88,392.62,-12395.5,777,-10460.57,583.46,-4655.75,113.85
716.4,-9771.17,468.07,21497.17,1208.92,5078.99,468.01,-14850.16,929.02,-12310.67,697.37,-4692.19,114.8
716.5,-11613.12,580.36,26284.89,1502.06,6883.87,580.32,-18497,1154.88,-15055.06,866.66,-4729.25,115.77
716.56,-13216.08,678.55,30449.42,1758.04,8464.29,678.51,-21680.37,1352.06,-17448.23,1014.47,-4751.8,116.36
716.59,-14240.23,741.43,33109.82,1921.87,9477.07,741.4,-23717.3,1478.23,-18978.76,1109.07,-4763.16,116.66
716.62,-15473.87,817.28,36314.27,2119.41,10699.28,817.25,-26173.15,1630.35,-20823.51,1223.12,-4774.58,116.95
716.65,-16989.03,910.57,40249.92,2362.25,12202.97,910.55,-29192,1817.34,-23090.52,1363.33,-4786.06,117.26
716.68,-18895.06,1028.07,45200.84,2668,14097.46,1028.05,-32992.52,2052.76,-25943.79,1539.86,-4797.61,117.56
716.71,-21366.35,1180.59,51620.12,3064.71,16557.14,1180.57,-37923.49,2358.21,-29644.92,1768.91,-4809.21,117.86
716.74,-24699.14,1386.46,60277.45,3600.08,19878.26,1386.44,-44577.4,2770.38,-34638.27,2078,-4820.88,118.17
716.77,-29440.55,1679.59,72594.28,4362.15,24607.94,1679.58,-54048.49,3357.08,-41744.52,2517.99,-4832.6,118.48
716.8,-36725.42,2130.28,91519.01,5533.56,31881.02,2130.26,-68606.44,4258.88,-52665.93,3194.3,-4844.4,118.79
716.83,-49355.2,2912.06,124330.03,7565.2,44498.95,2912.05,-93854.14,5822.89,-71604.67,4367.27,-4856.25,119.1
716.86,-76632.4,4601.2,195195.98,11954.22,71764.23,4601.19,-148396.62,9201.61,-112514.51,6901.28,-4868.17,119.42
716.96,77166.22,4928.18,-204393.49,12802.07,-82074.59,4928.17,159240.81,9855.62,118203.51,7391.78,-4908.37,120.48
716.99,46680.46,3040.3,-125192.22,7896.67,-51601.04,3040.29,98281.5,6079.39,72480.98,4559.64,-4920.58,120.81
717.02,33082.52,2198.57,-89866.97,5709.25,-38015.37,2198.56,71097.89,4395.46,52090.21,3296.74,-4932.85,121.13
717.05,25381.63,1722.15,-69862.84,4470.93,-30326.82,1722.14,55708.45,3442.15,40545.04,2581.79,-4945.19,121.46
717.08,20424.06,1415.68,-56986.25,3674.13,-25381.66,1415.66,45805.72,2828.72,33114.89,2121.76,-4957.6,121.79
717.11,16964.65,1202.01,-48002.15,3118.45,-21934.74,1201.99,38899.39,2400.91,27932.02,1800.94,-4970.08,122.13
717.14,14412.76,1044.57,-41376,2708.84,-19395.4,1044.55,33808.17,2085.53,24110.47,1564.46,-4982.64,122.46
717.17,12452.16,923.77,-36286.2,2394.4,-17447.42,923.74,29899.58,1843.42,21175.87,1382.92,-4995.26,122.8
717.2,10898.24,828.16,-32253.14,2145.42,-15906.19,828.13,26804.43,1651.7,18851.33,1239.17,-5007.95,123.14
717.23,9635.99,750.62,-28978.02,1943.39,-14656.71,750.59,24292.7,1496.12,16964.35,1122.52,-5020.72,123.48
717.26,8590.04,686.49,-26264.99,1776.18,-13623.6,686.45,22213.65,1367.34,15401.85,1025.98,-5033.56,123.82
717.29,7708.92,632.57,-23980.33,1635.5,-12755.39,632.53,20464.32,1258.99,14086.62,944.76,-5046.47,124.17
717.39,5563.95,501.95,-18423.71,1294.11,-10654.01,501.9,16217.95,995.99,10890.95,747.66,-5090.06,125.34
717.49,4152.73,416.83,-14774.86,1070.89,-9287.24,416.77,13439.97,823.95,8796.35,618.79,-5134.51,126.54
717.59,3150.53,357.11,-12190.02,913.6,-8330.38,357.05,11480.92,702.64,7315.73,527.97,-5179.85,127.78
718.09,625.34,213.41,-5742.05,528.72,-6046.48,213.29,6671.82,404.97,3648.58,305.62,-5421.14,134.43
718.59,-482.28,159.17,-3002.18,375.07,-5208.28,159.01,4726,284.7,2121.86,216.51,-5690.56,142.07
719.09,-1161.69,133.38,-1391.41,294.42,-4833.21,133.2,3671.52,219.67,1254.91,169.09,-5994.91,151.03
719.59,-1667.49,120.73,-223.76,247.9,-4676.44,120.53,3008.94,178.94,670.73,140.25,-6343.93,161.82
720.09,-2099.7,115.78,894.84,227.66,-4652.77,115.57,2553.07,151.04,226.68,121.55,-6752.47,175.24
720.59,-2513.07,116.56,14659.87,1413.3,-4732.4,116.36,2219.33,130.75,-146.87,109.37,-7245.47,192.77
721.09,-2950.05,123.08,967.92,178.6,-4913.64,122.88,1963.59,115.33,-493.23,102.25,-7863.69,217.24
721.59,-3468.31,137.59,1991.51,173.58,-5228.83,137.41,1760.52,103.23,-853.9,100.39,-8697.14,254.89
722.09,-4182.83,167.75,2926,186.8,-5777.29,167.61,1594.46,93.49,-1294.18,106.87,-9960.12,322.07
722.59,-5462.6,242.31,4278.12,237.9,-6917.79,242.21,1455.19,85.49,-2003.71,135.46,-12380.39,476.91
722.7,-5937.62,274.2,4738.4,262.26,-7365.01,274.11,1427.39,83.92,-2255.11,149.44,-13302.63,541.85
722.8,-6499.79,313.75,5268.76,293.43,-7902.69,313.68,1402.9,82.54,-2548.45,167.43,-14402.48,621.98
722.9,-7260.94,369.53,5970.7,338.51,-8640.03,369.46,1379.09,81.22,-2940.92,193.53,-15900.97,734.52
723,-8365.49,453.4,6969.43,407.81,-9721.42,453.35,1355.93,79.93,-3504.78,233.68,-18086.9,903.23
723.1,-10142.91,592.51,8550.43,524.8,-11476.29,592.47,1333.38,78.69,-4404.76,301.46,-21619.2,1182.36
723.2,-13543.99,865.13,11537.24,757.31,-14855.41,865.1,1311.41,77.5,-6116.29,436.04,-28399.4,1728.5
723.21,-14066.16,907.38,11993.57,793.53,-15375.41,907.35,1309.25,77.38,-6378.46,456.99,-29441.57,1813.08
723.23,-15280.69,1005.88,13053.62,878.11,-16585.62,1005.85,1304.93,77.14,-6987.88,505.9,-31866.31,2010.25
723.25,-16792.13,1128.82,14370.81,983.85,-18092.76,1128.8,1300.63,76.91,-7745.75,567.04,-34884.9,2256.31
723.27,-18725.87,1286.53,16053.7,1119.69,-20022.22,1286.51,1296.36,76.68,-8714.76,645.56,-38748.09,2571.9
723.29,-21289.43,1496.11,18282.03,1300.45,-22581.53,1496.09,1292.1,76.45,-9998.67,750.01,-43870.97,2991.22
723.31,-24853.03,1788.03,21376.41,1552.52,-26140.9,1788.01,1287.87,76.22,-11782.58,895.65,-50993.92,3575.23
723.33,-30147.69,2222.5,25969.94,1928.03,-31431.34,2222.49,1283.65,76,-14432.02,1112.55,-61579.03,4444.33
723.35,-38846.6,2937.31,33511.63,2546.33,-40126.06,2937.3,1279.46,75.77,-18783.57,1469.64,-78972.67,5874.12
723.37,-55804.34,4332.25,48205.67,3753.64,-57079.62,4332.25,1275.28,75.55,-27264.53,2166.79,-112883.96,8664.17
723.39,-103469,8255.99,89492.68,7150.95,-104740.12,8255.99,1271.13,75.33,-51098.93,4128.34,-208209.12,16511.81
723.41,-1070038.91,87854.28,926574.99,76084.33,-1071305.9,87854.28,1266.99,75.11,-534385.96,43927.17,-2141344.81,175708.54
723.43,120203.66,10167.3,-104197.1,8805.6,118940.79,10167.3,1262.88,74.89,60733.27,5083.93,239144.45,20334.46
723.45,55091.22,4806.7,-47799.86,4163.94,53832.44,4806.7,1258.78,74.67,28175,2403.94,108923.66,9613.11
723.47,34933.16,3148.25,-30334.25,2728.42,33678.46,3148.24,1254.7,74.45,18093.93,1575.01,68611.62,6296.04
723.49,25116.17,2341.41,-21824.28,2030.44,23865.54,2341.4,1250.64,74.24,13183.4,1171.89,48981.71,4682.22
723.51,19304.16,1864.41,-16782.7,1618.09,18057.57,1864.39,1246.59,74.02,10275.38,933.68,37361.73,3728.07
723.53,15459.39,1549.42,-13444.81,1346.06,14216.82,1549.4,1242.57,73.81,8350.98,776.48,29676.21,3097.94
723.55,12726.05,1325.97,-11069.43,1153.29,11487.5,1325.95,1238.56,73.6,6982.3,665.04,24213.55,2650.9
723.57,10681.87,1159.28,-9290.88,1009.69,9447.31,1159.26,1234.57,73.39,5958.22,581.97,20129.18,2317.37
723.59,9094.44,1030.21,-7907.87,898.66,7863.84,1030.19,1230.59,73.18,5162.51,517.71,16958.28,2059.1
723.61,7825.27,927.36,-6800.48,810.34,6598.64,927.34,1226.63,72.98,4525.95,466.56,14423.91,1853.27
