Li1,2p1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1340.86200,162.44,0.58,0.00,0.00
1340.88200,162.44,0.58,0.00,0.00
1340.90200,162.44,0.58,0.00,0.00
1340.92200,162.44,0.58,0.00,0.00
1340.94200,162.44,0.58,0.00,0.00
1340.96200,162.43,0.58,0.00,0.00
1340.98200,162.43,0.58,0.00,0.00
1341.00200,162.43,0.58,0.00,0.00
1341.02200,162.43,0.58,0.00,0.00
1341.04200,162.43,0.58,0.00,0.00
1341.06200,162.43,0.58,0.00,0.00
1341.08200,162.43,0.58,0.00,0.00
1341.10200,162.42,0.58,0.00,0.00
1341.12200,162.42,0.58,0.00,0.00
1341.14200,162.42,0.58,0.00,0.00
1341.16200,162.42,0.58,0.00,0.00
1341.18200,162.42,0.58,0.00,0.00
1341.20200,162.42,0.58,0.00,0.00
1341.22200,162.42,0.58,0.00,0.00
1341.24200,162.41,0.58,0.00,0.00
1341.26200,162.41,0.58,0.00,0.00
1341.28200,162.41,0.58,0.00,0.00
1341.30200,162.41,0.58,0.00,0.00
1341.32200,162.41,0.58,0.00,0.00
1341.34200,162.41,0.58,0.00,0.00
1341.36200,162.41,0.58,0.00,0.00
1341.38200,162.40,0.58,0.00,0.00
1341.40200,162.40,0.58,0.00,0.00
1341.42200,162.40,0.58,0.00,0.00
1341.44200,162.40,0.58,0.00,0.00
1341.46200,162.40,0.58,0.00,0.00
1341.48200,162.40,0.58,0.00,0.00
1341.50200,162.39,0.58,0.00,0.00
1341.52200,162.39,0.58,0.00,0.00
1341.54200,162.39,0.58,0.00,0.00
1341.56200,162.39,0.58,0.00,0.00
1341.58200,162.39,0.58,0.00,0.00
1341.60200,162.39,0.58,0.00,0.00
1341.62200,162.39,0.58,0.00,0.00
1341.64200,162.38,0.58,0.00,0.00
1341.66200,162.38,0.58,0.00,0.00
1341.68200,162.38,0.58,0.00,0.00
1341.70200,162.38,0.58,0.00,0.00
1341.72200,162.38,0.58,0.00,0.00
1341.74200,162.38,0.58,0.00,0.00
1341.76200,162.38,0.58,0.00,0.00
1341.78200,162.37,0.58,0.00,0.00
1341.80200,162.37,0.58,0.00,0.00
1341.82200,162.37,0.58,0.00,0.00
1341.84200,162.37,0.58,0.00,0.00
1341.86200,162.37,0.58,0.00,0.00
1341.88200,162.37,0.58,0.00,0.00
1341.90200,162.37,0.58,0.00,0.00
1341.92200,162.36,0.58,0.00,0.00
1341.94200,162.36,0.58,0.00,0.00
1341.96200,162.36,0.58,0.00,0.00
1341.98200,162.36,0.58,0.00,0.00
1342.00200,162.36,0.58,0.00,0.00
1342.02200,162.36,0.58,0.00,0.00
1342.04200,162.36,0.58,0.00,0.00
1342.06200,162.35,0.58,0.00,0.00
1342.08200,162.35,0.58,0.00,0.00
1342.10200,162.35,0.58,0.00,0.00
1342.12200,162.35,0.58,0.00,0.00
1342.14200,162.35,0.58,0.00,0.00
1342.16200,162.35,0.58,0.00,0.00
1342.18200,162.34,0.58,0.00,0.00
1342.20200,162.34,0.58,0.00,0.00
1342.22200,162.34,0.58,0.00,0.00
1342.24200,162.34,0.58,0.00,0.00
1342.26200,162.34,0.58,0.00,0.00
1342.28200,162.34,0.58,0.00,0.00
1342.30200,162.34,0.58,0.00,0.00
1342.32200,162.33,0.58,0.00,0.00
1342.34200,162.33,0.58,0.00,0.00
1342.36200,162.33,0.58,0.00,0.00
1342.38200,162.33,0.58,0.00,0.00
1342.40200,162.33,0.58,0.00,0.00
1342.42200,162.33,0.58,0.00,0.00
1342.44200,162.33,0.58,0.00,0.00
1342.46200,162.32,0.58,0.00,0.00
1342.48200,162.32,0.58,0.00,0.00
1342.50200,162.32,0.58,0.00,0.00
1342.52200,162.32,0.58,0.00,0.00
1342.54200,162.32,0.58,0.00,0.00
1342.56200,162.32,0.58,0.00,0.00
1342.58200,162.32,0.58,0.00,0.00
1342.60200,162.31,0.58,0.00,0.00
1342.62200,162.31,0.58,0.00,0.00
1342.64200,162.31,0.58,0.00,0.00
1342.66200,162.31,0.58,0.00,0.00
1342.68200,162.31,0.58,0.00,0.00
1342.70200,162.31,0.58,0.00,0.00
1342.72200,162.31,0.58,0.00,0.00
1342.74200,162.30,0.58,0.00,0.00
1342.76200,162.30,0.58,0.00,0.00
1342.78200,162.30,0.58,0.00,0.00
1342.80200,162.30,0.58,0.00,0.00
1342.82200,162.30,0.58,0.00,0.00
1342.84200,162.30,0.58,0.00,0.00
1342.86200,162.29,0.58,0.00,0.00
1342.88200,162.29,0.58,0.00,0.00
1342.90200,162.29,0.58,0.00,0.00
1342.92200,162.29,0.58,0.00,0.00
1342.94200,162.29,0.58,0.00,0.00
1342.96200,162.29,0.58,0.00,0.00
1342.98200,162.29,0.58,0.00,0.00
1343.00200,162.28,0.58,0.00,0.00
1343.02200,162.28,0.58,0.00,0.00
1343.04200,162.28,0.58,0.00,0.00
1343.06200,162.28,0.58,0.00,0.00
1343.08200,162.28,0.58,0.00,0.00
1343.10200,162.28,0.58,0.00,0.00
1343.12200,162.28,0.58,0.00,0.00
1343.14200,162.27,0.58,0.00,0.00
1343.16200,162.27,0.58,0.00,0.00
1343.18200,162.27,0.58,0.00,0.00
1343.20200,162.27,0.58,0.00,0.00
1343.22200,162.27,0.58,0.00,0.00
1343.24200,162.27,0.58,0.00,0.00
1343.26200,162.27,0.58,0.00,0.00
1343.28200,162.26,0.58,0.00,0.00
1343.30200,162.26,0.58,0.00,0.00
1343.32200,162.26,0.58,0.00,0.00
1343.34200,162.26,0.58,0.00,0.00
1343.36200,162.26,0.58,0.00,0.00
1343.38200,162.26,0.58,0.00,0.00
1343.40200,162.26,0.58,0.00,0.00
1343.42200,162.25,0.58,0.00,0.00
1343.44200,162.25,0.58,0.00,0.00
1343.46200,162.25,0.58,0.00,0.00
1343.48200,162.25,0.58,0.00,0.00
1343.50200,162.25,0.58,0.00,0.00
1343.52200,162.25,0.58,0.00,0.00
1343.54200,162.24,0.58,0.00,0.00
1343.56200,162.24,0.58,0.00,0.00
1343.58200,162.24,0.58,0.00,0.00
1343.60200,162.24,0.58,0.00,0.00
1343.62200,162.24,0.58,0.00,0.00
1343.64200,162.24,0.58,0.00,0.00
1343.66200,162.24,0.58,0.00,0.00
1343.68200,162.23,0.58,0.00,0.00
1343.70200,162.23,0.58,0.00,0.00
1343.72200,162.23,0.58,0.00,0.00
1343.74200,162.23,0.58,0.00,0.00
1343.76200,162.23,0.58,0.00,0.00
1343.78200,162.23,0.58,0.00,0.00
1343.80200,162.23,0.58,0.00,0.00
1343.82200,162.22,0.58,0.00,0.00
1343.84200,162.22,0.58,0.00,0.00
1343.86200,162.22,0.58,0.00,0.00
1343.88200,162.22,0.58,0.00,0.00
1343.90200,162.22,0.58,0.00,0.00
1343.92200,162.22,0.58,0.00,0.00
1343.94200,162.22,0.58,0.00,0.00
1343.96200,162.21,0.58,0.00,0.00
1343.98200,162.21,0.58,0.00,0.00
1344.00200,162.21,0.58,0.00,0.00
1344.02200,162.21,0.58,0.00,0.00
1344.04200,162.21,0.58,0.00,0.00
1344.06200,162.21,0.58,0.00,0.00
1344.08200,162.21,0.58,0.00,0.00
1344.10200,162.20,0.58,0.00,0.00
1344.12200,162.20,0.58,0.00,0.00
1344.14200,162.20,0.58,0.00,0.00
1344.16200,162.20,0.58,0.00,0.00
1344.18200,162.20,0.58,0.00,0.00
1344.20200,162.20,0.58,0.00,0.00
1344.22200,162.20,0.58,0.00,0.00
1344.24200,162.19,0.58,0.00,0.00
1344.26200,162.19,0.58,0.00,0.00
1344.28200,162.19,0.58,0.00,0.00
1344.30200,162.19,0.58,0.00,0.00
1344.32200,162.19,0.58,0.00,0.00
1344.34200,162.19,0.58,0.00,0.00
1344.36200,162.18,0.58,0.00,0.00
1344.38200,162.18,0.58,0.00,0.00
1344.40200,162.18,0.58,0.00,0.00
1344.42200,162.18,0.58,0.00,0.00
1344.44200,162.18,0.58,0.00,0.00
1344.46200,162.18,0.58,0.00,0.00
1344.48200,162.18,0.58,0.00,0.00
1344.50200,162.17,0.58,0.00,0.00
1344.52200,162.17,0.58,0.00,0.00
1344.54200,162.17,0.58,0.00,0.00
1344.56200,162.17,0.58,0.00,0.00
1344.58200,162.17,0.58,0.00,0.00
1344.60200,162.17,0.58,0.00,0.00
1344.62200,162.17,0.58,0.00,0.00
1344.64200,162.16,0.58,0.00,0.00
1344.66200,162.16,0.58,0.00,0.00
1344.68200,162.16,0.58,0.00,0.00
1344.70200,162.16,0.58,0.00,0.00
1344.72200,162.16,0.58,0.00,0.00
1344.74200,162.16,0.58,0.00,0.00
1344.76200,162.16,0.58,0.00,0.00
1344.78200,162.15,0.58,0.00,0.00
1344.80200,162.15,0.58,0.00,0.00
1344.82200,162.15,0.58,0.00,0.00
1344.84200,162.15,0.58,0.00,0.00
1344.86200,162.15,0.58,0.00,0.00
1344.88200,162.15,0.58,0.00,0.00
1344.90200,162.15,0.58,0.00,0.00
1344.92200,162.14,0.58,0.00,0.00
1344.94200,162.14,0.58,0.00,0.00
1344.96200,162.14,0.58,0.00,0.00
1344.98200,162.14,0.58,0.00,0.00
1345.00200,162.14,0.58,0.00,0.00
1345.02200,162.14,0.58,0.00,0.00
1345.04200,162.14,0.58,0.00,0.00
1345.06200,162.13,0.58,0.00,0.00
1345.08200,162.13,0.58,0.00,0.00
1345.10200,162.13,0.58,0.00,0.00
1345.12200,162.13,0.58,0.00,0.00
1345.14200,162.13,0.58,0.00,0.00
1345.16200,162.13,0.58,0.00,0.00
1345.18200,162.12,0.58,0.00,0.00
1345.20200,162.12,0.58,0.00,0.00
1345.22200,162.12,0.58,0.00,0.00
1345.24200,162.12,0.58,0.00,0.00
1345.26200,162.12,0.58,0.00,0.00
1345.28200,162.12,0.58,0.00,0.00
1345.30200,162.12,0.58,0.00,0.00
1345.32200,162.11,0.58,0.00,0.00
1345.34200,162.11,0.58,0.00,0.00
1345.36200,162.11,0.58,0.00,0.00
1345.38200,162.11,0.58,0.00,0.00
1345.40200,162.11,0.58,0.00,0.00
1345.42200,162.11,0.58,0.00,0.00
1345.44200,162.11,0.58,0.00,0.00
1345.46200,162.10,0.58,0.00,0.00
1345.48200,162.10,0.58,0.00,0.00
1345.50200,162.10,0.58,0.00,0.00
1345.52200,162.10,0.58,0.00,0.00
1345.54200,162.10,0.58,0.00,0.00
1345.56200,162.10,0.58,0.00,0.00
1345.58200,162.10,0.58,0.00,0.00
1345.60200,162.09,0.58,0.00,0.00
1345.62200,162.09,0.58,0.00,0.00
1345.64200,162.09,0.58,0.00,0.00
1345.66200,162.09,0.58,0.00,0.00
1345.68200,162.09,0.58,0.00,0.00
1345.70200,162.09,0.58,0.00,0.00
1345.72200,162.09,0.58,0.00,0.00
1345.74200,162.08,0.58,0.00,0.00
1345.76200,162.08,0.58,0.00,0.00
1345.78200,162.08,0.58,0.00,0.00
1345.80200,162.08,0.58,0.00,0.00
1345.82200,162.08,0.58,0.00,0.00
1345.84200,162.08,0.58,0.00,0.00
1345.86200,162.08,0.58,0.00,0.00
1345.88200,162.07,0.58,0.00,0.00
1345.90200,162.07,0.58,0.00,0.00
1345.92200,162.07,0.58,0.00,0.00
1345.94200,162.07,0.58,0.00,0.00
1345.96200,162.07,0.58,0.00,0.00
1345.98200,162.07,0.58,0.00,0.00
1346.00200,162.07,0.58,0.00,0.00
1346.02200,162.06,0.58,0.00,0.00
1346.04200,162.06,0.58,0.00,0.00
1346.06200,162.06,0.58,0.00,0.00
1346.08200,162.06,0.58,0.00,0.00
1346.10200,162.06,0.58,0.00,0.00
1346.12200,162.06,0.58,0.00,0.00
1346.14200,162.06,0.58,0.00,0.00
1346.16200,162.05,0.58,0.00,0.00
1346.18200,162.05,0.58,0.00,0.00
1346.20200,162.05,0.58,0.00,0.00
1346.22200,162.05,0.58,0.00,0.00
1346.24200,162.05,0.58,0.00,0.00
1346.26200,162.05,0.58,0.00,0.00
1346.28200,162.04,0.58,0.00,0.00
1346.30200,162.04,0.58,0.00,0.00
1346.32200,162.04,0.58,0.00,0.00
1346.34200,162.04,0.58,0.00,0.00
1346.36200,162.04,0.58,0.00,0.00
1346.38200,162.04,0.58,0.00,0.00
1346.40200,162.04,0.58,0.00,0.00
1346.42200,162.03,0.58,0.00,0.00
1346.44200,162.03,0.58,0.00,0.00
1346.46200,162.03,0.58,0.00,0.00
1346.48200,162.03,0.58,0.00,0.00
1346.50200,162.03,0.58,0.00,0.00
1346.52200,162.03,0.58,0.00,0.00
1346.54200,162.03,0.58,0.00,0.00
1346.56200,162.02,0.58,0.00,0.00
1346.58200,162.02,0.58,0.00,0.00
1346.60200,162.02,0.58,0.00,0.00
1346.62200,162.02,0.58,0.00,0.00
1346.64200,162.02,0.58,0.00,0.00
1346.66200,162.02,0.58,0.00,0.00
1346.68200,162.02,0.58,0.00,0.00
1346.70200,162.01,0.58,0.00,0.00
1346.72200,162.01,0.58,0.00,0.00
1346.74200,162.01,0.58,0.00,0.00
1346.76200,162.01,0.58,0.00,0.00
1346.78200,162.01,0.58,0.00,0.00
1346.80200,162.01,0.58,0.00,0.00
1346.82200,162.01,0.58,0.00,0.00
1346.84200,162.00,0.58,0.00,0.00
1346.86200,162.00,0.58,0.00,0.00
1346.88200,162.00,0.58,0.00,0.00
1346.90200,162.00,0.58,0.00,0.00
1346.92200,162.00,0.58,0.00,0.00
1346.94200,162.00,0.58,0.00,0.00
1346.96200,162.00,0.58,0.00,0.00
1346.98200,161.99,0.58,0.00,0.00
1347.00200,161.99,0.58,0.00,0.00
1347.02200,161.99,0.58,0.00,0.00
1347.04200,161.99,0.58,0.00,0.00
1347.06200,161.99,0.58,0.00,0.00
1347.08200,161.99,0.58,0.00,0.00
1347.10200,161.99,0.58,0.00,0.00
1347.12200,161.98,0.58,0.00,0.00
1347.14200,161.98,0.58,0.00,0.00
1347.16200,161.98,0.58,0.00,0.00
1347.18200,161.98,0.58,0.00,0.00
1347.20200,161.98,0.58,0.00,0.00
1347.22200,161.98,0.58,0.00,0.00
1347.24200,161.98,0.58,0.00,0.00
1347.26200,161.97,0.58,0.00,0.00
1347.28200,161.97,0.58,0.00,0.00
1347.30200,161.97,0.58,0.00,0.00
1347.32200,161.97,0.58,0.00,0.00
1347.34200,161.97,0.58,0.00,0.00
1347.36200,161.97,0.58,0.00,0.00
1347.38200,161.97,0.58,0.00,0.00
1347.40200,161.96,0.58,0.00,0.00
1347.42200,161.96,0.58,0.00,0.00
1347.44200,161.96,0.58,0.00,0.00
1347.46200,161.96,0.58,0.00,0.00
1347.48200,161.96,0.58,0.00,0.00
1347.50200,161.96,0.58,0.00,0.00
1347.52200,161.96,0.58,0.00,0.00
1347.54200,161.95,0.58,0.00,0.00
1347.56200,161.95,0.58,0.00,0.00
1347.58200,161.95,0.58,0.00,0.00
1347.60200,161.95,0.58,0.00,0.00
1347.62200,161.95,0.58,0.00,0.00
1347.64200,161.95,0.58,0.00,0.00
1347.66200,161.94,0.58,0.00,0.00
1347.68200,161.94,0.58,0.00,0.00
1347.70200,161.94,0.58,0.00,0.00
1347.72200,161.94,0.58,0.00,0.00
1347.74200,161.94,0.58,0.00,0.00
1347.76200,161.94,0.58,0.00,0.00
1347.78200,161.94,0.58,0.00,0.00
1347.80200,161.93,0.58,0.00,0.00
1347.82200,161.93,0.58,0.00,0.00
1347.84200,161.93,0.58,0.00,0.00
1347.86200,161.93,0.58,0.00,0.00
1347.88200,161.93,0.58,0.00,0.00
1347.90200,161.93,0.58,0.00,0.00
1347.92200,161.93,0.58,0.00,0.00
1347.94200,161.92,0.58,0.00,0.00
1347.96200,161.92,0.58,0.00,0.00
1347.98200,161.92,0.58,0.00,0.00
1348.00200,161.92,0.58,0.00,0.00
1348.02200,161.92,0.58,0.00,0.00
1348.04200,161.92,0.58,0.00,0.00
1348.06200,161.92,0.58,0.00,0.00
1348.08200,161.91,0.58,0.00,0.00
1348.10200,161.91,0.58,0.00,0.00
1348.12200,161.91,0.58,0.00,0.00
1348.14200,161.91,0.58,0.00,0.00
1348.16200,161.91,0.58,0.00,0.00
1348.18200,161.91,0.58,0.00,0.00
1348.20200,161.91,0.58,0.00,0.00
1348.22200,161.90,0.58,0.00,0.00
1348.24200,161.90,0.58,0.00,0.00
1348.26200,161.90,0.58,0.00,0.00
1348.28200,161.90,0.58,0.00,0.00
1348.30200,161.90,0.58,0.00,0.00
1348.32200,161.90,0.58,0.00,0.00
1348.34200,161.90,0.58,0.00,0.00
1348.36200,161.89,0.58,0.00,0.00
1348.38200,161.89,0.58,0.00,0.00
1348.40200,161.89,0.58,0.00,0.00
1348.42200,161.89,0.58,0.00,0.00
1348.44200,161.89,0.58,0.00,0.00
1348.46200,161.89,0.58,0.00,0.00
1348.48200,161.89,0.58,0.00,0.00
1348.50200,161.88,0.58,0.00,0.00
1348.52200,161.88,0.58,0.00,0.00
1348.54200,161.88,0.58,0.00,0.00
1348.56200,161.88,0.58,0.00,0.00
1348.58200,161.88,0.58,0.00,0.00
1348.60200,161.88,0.58,0.00,0.00
1348.62200,161.88,0.58,0.00,0.00
1348.64200,161.87,0.58,0.00,0.00
1348.66200,161.87,0.58,0.00,0.00
1348.68200,161.87,0.58,0.00,0.00
1348.70200,161.87,0.58,0.00,0.00
1348.72200,161.87,0.58,0.00,0.00
1348.74200,161.87,0.58,0.00,0.00
1348.76200,161.87,0.58,0.00,0.00
1348.78200,161.86,0.58,0.00,0.00
1348.80200,161.86,0.58,0.00,0.00
1348.82200,161.86,0.58,0.00,0.00
1348.84200,161.86,0.58,0.00,0.00
1348.86200,161.86,0.58,0.00,0.00
1348.88200,161.86,0.58,0.00,0.00
1348.90200,161.86,0.58,0.00,0.00
1348.92200,161.85,0.58,0.00,0.00
1348.94200,161.85,0.58,0.00,0.00
1348.96200,161.85,0.58,0.00,0.00
1348.98200,161.85,0.58,0.00,0.00
1349.00200,161.85,0.58,0.00,0.00
1349.02200,161.85,0.58,0.00,0.00
1349.04200,161.85,0.58,0.00,0.00
1349.06200,161.84,0.58,0.00,0.00
1349.08200,161.84,0.58,0.00,0.00
1349.10200,161.84,0.58,0.00,0.00
1349.12200,161.84,0.58,0.00,0.00
1349.14200,161.84,0.58,0.00,0.00
1349.16200,161.84,0.58,0.00,0.00
1349.18200,161.84,0.58,0.00,0.00
1349.20200,161.83,0.58,0.00,0.00
1349.22200,161.83,0.58,0.00,0.00
1349.24200,161.83,0.58,0.00,0.00
1349.26200,161.83,0.58,0.00,0.00
1349.28200,161.83,0.58,0.00,0.00
1349.30200,161.83,0.58,0.00,0.00
1349.32200,161.83,0.58,0.00,0.00
1349.34200,161.82,0.58,0.00,0.00
1349.36200,161.82,0.58,0.00,0.00
1349.38200,161.82,0.58,0.00,0.00
1349.40200,161.82,0.58,0.00,0.00
1349.42200,161.82,0.58,0.00,0.00
1349.44200,161.82,0.58,0.00,0.00
1349.46200,161.82,0.58,0.00,0.00
1349.48200,161.81,0.58,0.00,0.00
1349.50200,161.81,0.58,0.00,0.00
1349.52200,161.81,0.58,0.00,0.00
1349.54200,161.81,0.58,0.00,0.00
1349.56200,161.81,0.58,0.00,0.00
1349.58200,161.81,0.58,0.00,0.00
1349.60200,161.81,0.58,0.00,0.00
1349.62200,161.80,0.58,0.00,0.00
1349.64200,161.80,0.58,0.00,0.00
1349.66200,161.80,0.58,0.00,0.00
1349.68200,161.80,0.58,0.00,0.00
1349.70200,161.80,0.58,0.00,0.00
1349.72200,161.80,0.58,0.00,0.00
1349.74200,161.80,0.58,0.00,0.00
1349.76200,161.79,0.58,0.00,0.00
1349.78200,161.79,0.58,0.00,0.00
1349.80200,161.79,0.58,0.00,0.00
1349.82200,161.79,0.58,0.00,0.00
1349.84200,161.79,0.58,0.00,0.00
1349.86200,161.79,0.58,0.00,0.00
1349.88200,161.79,0.58,0.00,0.00
1349.90200,161.78,0.58,0.00,0.00
1349.92200,161.78,0.58,0.00,0.00
1349.94200,161.78,0.58,0.00,0.00
1349.96200,161.78,0.58,0.00,0.00
1349.98200,161.78,0.58,0.00,0.00
1350.00200,161.78,0.58,0.00,0.00
1350.02200,161.78,0.58,0.00,0.00
1350.04200,161.77,0.58,0.00,0.00
1350.06200,161.77,0.58,0.00,0.00
1350.08200,161.77,0.58,0.00,0.00
1350.10200,161.77,0.58,0.00,0.00
1350.12200,161.77,0.58,0.00,0.00
1350.14200,161.77,0.58,0.00,0.00
1350.16200,161.77,0.58,0.00,0.00
1350.18200,161.76,0.58,0.00,0.00
1350.20200,161.76,0.58,0.00,0.00
1350.22200,161.76,0.58,0.00,0.00
1350.24200,161.76,0.58,0.00,0.00
1350.26200,161.76,0.58,0.00,0.00
1350.28200,161.76,0.58,0.00,0.00
1350.30200,161.76,0.58,0.00,0.00
1350.32200,161.75,0.58,0.00,0.00
1350.34200,161.75,0.58,0.00,0.00
1350.36200,161.75,0.58,0.00,0.00
1350.38200,161.75,0.58,0.00,0.00
1350.40200,161.75,0.58,0.00,0.00
1350.42200,161.75,0.58,0.00,0.00
1350.44200,161.74,0.58,0.00,0.00
1350.46200,161.74,0.58,0.00,0.00
1350.48200,161.74,0.58,0.00,0.00
1350.50200,161.74,0.58,0.00,0.00
1350.52200,161.74,0.58,0.00,0.00
1350.54200,161.74,0.58,0.00,0.00
1350.56200,161.74,0.58,0.00,0.00
1350.58200,161.73,0.58,0.00,0.00
1350.60200,161.73,0.58,0.00,0.00
1350.62200,161.73,0.58,0.00,0.00
1350.64200,161.73,0.58,0.00,0.00
1350.66200,161.73,0.58,0.00,0.00
1350.68200,161.73,0.58,0.00,0.00
1350.70200,161.73,0.58,0.00,0.00
1350.72200,161.72,0.58,0.00,0.00
1350.74200,161.72,0.58,0.00,0.00
1350.76200,161.72,0.58,0.00,0.00
1350.78200,161.72,0.58,0.00,0.00
1350.80200,161.72,0.58,0.00,0.00
1350.82200,161.72,0.58,0.00,0.00
1350.84200,161.72,0.58,0.00,0.00
1350.86200,161.71,0.58,0.00,0.00
1350.88200,161.71,0.58,0.00,0.00
1350.90200,161.71,0.58,0.00,0.00
1350.92200,161.71,0.58,0.00,0.00
1350.94200,161.71,0.58,0.00,0.00
1350.96200,161.71,0.58,0.00,0.00
1350.98200,161.71,0.58,0.00,0.00
1351.00200,161.70,0.58,0.00,0.00
1351.02200,161.70,0.58,0.00,0.00
1351.04200,161.70,0.58,0.00,0.00
1351.06200,161.70,0.58,0.00,0.00
1351.08200,161.70,0.58,0.00,0.00
1351.10200,161.70,0.58,0.00,0.00
1351.12200,161.70,0.58,0.00,0.00
1351.14200,161.69,0.58,0.00,0.00
1351.16200,161.69,0.58,0.00,0.00
1351.18200,161.69,0.58,0.00,0.00
1351.20200,161.69,0.58,0.00,0.00
1351.22200,161.69,0.58,0.00,0.00
1351.24200,161.69,0.58,0.00,0.00
1351.26200,161.69,0.58,0.00,0.00
1351.28200,161.68,0.58,0.00,0.00
1351.30200,161.68,0.58,0.00,0.00
1351.32200,161.68,0.58,0.00,0.00
1351.34200,161.68,0.58,0.00,0.00
1351.36200,161.68,0.58,0.00,0.00
1351.38200,161.68,0.58,0.00,0.00
1351.40200,161.68,0.58,0.00,0.00
1351.42200,161.67,0.58,0.00,0.00
1351.44200,161.67,0.58,0.00,0.00
1351.46200,161.67,0.58,0.00,0.00
1351.48200,161.67,0.58,0.00,0.00
1351.50200,161.67,0.58,0.00,0.00
1351.52200,161.67,0.58,0.00,0.00
1351.54200,161.67,0.58,0.00,0.00
1351.56200,161.66,0.58,0.00,0.00
1351.58200,161.66,0.58,0.00,0.00
1351.60200,161.66,0.58,0.00,0.00
1351.62200,161.66,0.58,0.00,0.00
1351.64200,161.66,0.58,0.00,0.00
1351.66200,161.66,0.58,0.00,0.00
1351.68200,161.66,0.58,0.00,0.00
1351.70200,161.65,0.58,0.00,0.00
1351.72200,161.65,0.58,0.00,0.00
1351.74200,161.65,0.58,0.00,0.00
1351.76200,161.65,0.58,0.00,0.00
1351.78200,161.65,0.58,0.00,0.00
1351.80200,161.65,0.58,0.00,0.00
1351.82200,161.65,0.58,0.00,0.00
1351.84200,161.65,0.58,0.00,0.00
1351.86200,161.64,0.58,0.00,0.00
1351.88200,161.64,0.58,0.00,0.00
1351.90200,161.64,0.58,0.00,0.00
1351.92200,161.64,0.58,0.00,0.00
1351.94200,161.64,0.58,0.00,0.00
1351.96200,161.64,0.58,0.00,0.00
1351.98200,161.64,0.58,0.00,0.00
1352.00200,161.63,0.58,0.00,0.00
1352.02200,161.63,0.58,0.00,0.00
1352.04200,161.63,0.58,0.00,0.00
1352.06200,161.63,0.58,0.00,0.00
1352.08200,161.63,0.58,0.00,0.00
1352.10200,161.63,0.58,0.00,0.00
1352.12200,161.63,0.58,0.00,0.00
1352.14200,161.62,0.58,0.00,0.00
1352.16200,161.62,0.58,0.00,0.00
1352.18200,161.62,0.58,0.00,0.00
1352.20200,161.62,0.58,0.00,0.00
1352.22200,161.62,0.58,0.00,0.00
1352.24200,161.62,0.58,0.00,0.00
1352.26200,161.62,0.58,0.00,0.00
1352.28200,161.61,0.58,0.00,0.00
1352.30200,161.61,0.58,0.00,0.00
1352.32200,161.61,0.58,0.00,0.00
1352.34200,161.61,0.58,0.00,0.00
1352.36200,161.61,0.58,0.00,0.00
1352.38200,161.61,0.58,0.00,0.00
1352.40200,161.61,0.58,0.00,0.00
1352.42200,161.60,0.58,0.00,0.00
1352.44200,161.60,0.58,0.00,0.00
1352.46200,161.60,0.58,0.00,0.00
1352.48200,161.60,0.58,0.00,0.00
1352.50200,161.60,0.58,0.00,0.00
1352.52200,161.60,0.58,0.00,0.00
1352.54200,161.60,0.58,0.00,0.00
1352.56200,161.59,0.58,0.00,0.00
1352.58200,161.59,0.58,0.00,0.00
1352.60200,161.59,0.58,0.00,0.00
1352.62200,161.59,0.58,0.00,0.00
1352.64200,161.59,0.58,0.00,0.00
1352.66200,161.59,0.58,0.00,0.00
1352.68200,161.59,0.58,0.00,0.00
1352.70200,161.58,0.58,0.00,0.00
1352.72200,161.58,0.58,0.00,0.00
1352.74200,161.58,0.58,0.00,0.00
1352.76200,161.58,0.58,0.00,0.00
1352.78200,161.58,0.58,0.00,0.00
1352.80200,161.58,0.58,0.00,0.00
1352.82200,161.58,0.58,0.00,0.00
1352.84200,161.57,0.58,0.00,0.00
1352.86200,161.57,0.58,0.00,0.00
1352.88200,161.57,0.58,0.00,0.00
1352.90200,161.57,0.58,0.00,0.00
1352.92200,161.57,0.58,0.00,0.00
1352.94200,161.57,0.58,0.00,0.00
1352.96200,161.57,0.58,0.00,0.00
1352.98200,161.56,0.58,0.00,0.00
1353.00200,161.56,0.58,0.00,0.00
1353.02200,161.56,0.58,0.00,0.00
1353.04200,161.56,0.58,0.00,0.00
1353.06200,161.56,0.58,0.00,0.00
1353.08200,161.56,0.58,0.00,0.00
1353.10200,161.56,0.58,0.00,0.00
1353.12200,161.55,0.58,0.00,0.00
1353.14200,161.55,0.58,0.00,0.00
1353.16200,161.55,0.58,0.00,0.00
1353.18200,161.55,0.58,0.00,0.00
1353.20200,161.55,0.58,0.00,0.00
1353.22200,161.55,0.58,0.00,0.00
1353.24200,161.55,0.58,0.00,0.00
1353.26200,161.54,0.58,0.00,0.00
1353.28200,161.54,0.58,0.00,0.00
1353.30200,161.54,0.58,0.00,0.00
1353.32200,161.54,0.58,0.00,0.00
1353.34200,161.54,0.58,0.00,0.00
1353.36200,161.54,0.58,0.00,0.00
1353.38200,161.54,0.58,0.00,0.00
1353.40200,161.53,0.58,0.00,0.00
1353.42200,161.53,0.58,0.00,0.00
1353.44200,161.53,0.58,0.00,0.00
1353.46200,161.53,0.58,0.00,0.00
1353.48200,161.53,0.58,0.00,0.00
1353.50200,161.53,0.58,0.00,0.00
1353.52200,161.53,0.58,0.00,0.00
