Li1,2p1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
456.68000,-834.86,1.81,0.00,0.00
456.70000,-839.08,1.81,0.00,0.00
456.72000,-843.36,1.81,0.00,0.00
456.74000,-847.68,1.81,0.00,0.00
456.76000,-852.04,1.81,0.00,0.00
456.78000,-856.46,1.82,0.00,0.00
456.80000,-860.92,1.82,0.00,0.00
456.82000,-865.43,1.82,0.00,0.00
456.84000,-869.99,1.82,0.00,0.00
456.86000,-874.61,1.82,0.00,0.00
456.88000,-879.27,1.82,0.00,0.00
456.90000,-883.99,1.83,0.00,0.00
456.92000,-888.76,1.83,0.00,0.00
456.94000,-893.59,1.83,0.00,0.00
456.96000,-898.47,1.83,0.00,0.00
456.98000,-903.41,1.83,0.00,0.00
457.00000,-908.40,1.84,0.00,0.00
457.02000,-913.46,1.84,0.00,0.00
457.04000,-918.57,1.84,0.00,0.00
457.06000,-923.75,1.84,0.00,0.00
457.08000,-928.98,1.84,0.00,0.00
457.10000,-934.28,1.85,0.00,0.00
457.12000,-939.65,1.85,0.00,0.00
457.14000,-945.07,1.85,0.00,0.00
457.16000,-950.57,1.85,0.00,0.00
457.18000,-956.13,1.86,0.00,0.00
457.20000,-961.76,1.86,0.00,0.00
457.22000,-967.47,1.86,0.00,0.00
457.24000,-973.24,1.86,0.00,0.00
457.26000,-979.09,1.87,0.00,0.00
457.28000,-985.01,1.87,0.00,0.00
457.30000,-991.00,1.87,0.00,0.00
457.32000,-997.08,1.87,0.00,0.00
457.34000,-1003.23,1.88,0.00,0.00
457.36000,-1009.46,1.88,0.00,0.00
457.38000,-1015.78,1.88,0.00,0.00
457.40000,-1022.17,1.88,0.00,0.00
457.42000,-1028.66,1.89,0.00,0.00
457.44000,-1035.23,1.89,0.00,0.00
457.46000,-1041.89,1.89,0.00,0.00
457.48000,-1048.64,1.90,0.00,0.00
457.50000,-1055.48,1.90,0.00,0.00
457.52000,-1062.41,1.90,0.00,0.00
457.54000,-1069.45,1.91,0.00,0.00
457.56000,-1076.58,1.91,0.00,0.00
457.58000,-1083.81,1.91,0.00,0.00
457.60000,-1091.14,1.92,0.00,0.00
457.62000,-1098.58,1.92,0.00,0.00
457.64000,-1106.13,1.93,0.00,0.00
457.66000,-1113.78,1.93,0.00,0.00
457.68000,-1121.55,1.93,0.00,0.00
457.70000,-1129.43,1.94,0.00,0.00
457.72000,-1137.43,1.94,0.00,0.00
457.74000,-1145.55,1.95,0.00,0.00
457.76000,-1153.79,1.95,0.00,0.00
457.78000,-1162.15,1.95,0.00,0.00
457.80000,-1170.64,1.96,0.00,0.00
457.82000,-1179.27,1.96,0.00,0.00
457.84000,-1188.02,1.97,0.00,0.00
457.86000,-1196.92,1.97,0.00,0.00
457.88000,-1205.95,1.98,0.00,0.00
457.90000,-1215.13,1.98,0.00,0.00
457.92000,-1224.46,1.99,0.00,0.00
457.94000,-1233.93,1.99,0.00,0.00
457.96000,-1243.56,2.00,0.00,0.00
457.98000,-1253.35,2.00,0.00,0.00
458.00000,-1263.30,2.01,0.00,0.00
458.02000,-1273.42,2.02,0.00,0.00
458.04000,-1283.71,2.02,0.00,0.00
458.06000,-1294.17,2.03,0.00,0.00
458.08000,-1304.81,2.03,0.00,0.00
458.10000,-1315.64,2.04,0.00,0.00
458.12000,-1326.66,2.05,0.00,0.00
458.14000,-1337.87,2.05,0.00,0.00
458.16000,-1349.27,2.06,0.00,0.00
458.18000,-1360.89,2.07,0.00,0.00
458.20000,-1372.71,2.07,0.00,0.00
458.22000,-1384.75,2.08,0.00,0.00
458.24000,-1397.01,2.09,0.00,0.00
458.26000,-1409.50,2.10,0.00,0.00
458.28000,-1422.22,2.10,0.00,0.00
458.30000,-1435.18,2.11,0.00,0.00
458.32000,-1448.40,2.12,0.00,0.00
458.34000,-1461.86,2.13,0.00,0.00
458.36000,-1475.59,2.14,0.00,0.00
458.38000,-1489.59,2.15,0.00,0.00
458.40000,-1503.87,2.16,0.00,0.00
458.42000,-1518.44,2.17,0.00,0.00
458.44000,-1533.30,2.18,0.00,0.00
458.46000,-1548.47,2.19,0.00,0.00
458.48000,-1563.95,2.20,0.00,0.00
458.50000,-1579.76,2.21,0.00,0.00
458.52000,-1595.90,2.22,0.00,0.00
458.54000,-1612.39,2.23,0.00,0.00
458.56000,-1629.23,2.24,0.00,0.00
458.58000,-1646.44,2.25,0.00,0.00
458.60000,-1664.04,2.26,0.00,0.00
458.62000,-1682.02,2.28,0.00,0.00
458.64000,-1700.42,2.29,0.00,0.00
458.66000,-1719.23,2.30,0.00,0.00
458.68000,-1738.48,2.32,0.00,0.00
458.70000,-1758.18,2.33,0.00,0.00
458.72000,-1778.35,2.34,0.00,0.00
458.74000,-1799.00,2.36,0.00,0.00
458.76000,-1820.16,2.37,0.00,0.00
458.78000,-1841.83,2.39,0.00,0.00
458.80000,-1864.05,2.41,0.00,0.00
458.82000,-1886.82,2.42,0.00,0.00
458.84000,-1910.18,2.44,0.00,0.00
458.86000,-1934.14,2.46,0.00,0.00
458.88000,-1958.73,2.48,0.00,0.00
458.90000,-1983.97,2.50,0.00,0.00
458.92000,-2009.89,2.51,0.00,0.00
458.94000,-2036.52,2.54,0.00,0.00
458.96000,-2063.88,2.56,0.00,0.00
458.98000,-2092.01,2.58,0.00,0.00
459.00000,-2120.95,2.60,0.00,0.00
459.02000,-2150.72,2.62,0.00,0.00
459.04000,-2181.36,2.65,0.00,0.00
459.06000,-2212.91,2.67,0.00,0.00
459.08000,-2245.41,2.70,0.00,0.00
459.10000,-2278.91,2.73,0.00,0.00
459.12000,-2313.46,2.75,0.00,0.00
459.14000,-2349.09,2.78,0.00,0.00
459.16000,-2385.87,2.81,0.00,0.00
459.18000,-2423.85,2.84,0.00,0.00
459.20000,-2463.10,2.88,0.00,0.00
459.22000,-2503.66,2.91,0.00,0.00
459.24000,-2545.63,2.94,0.00,0.00
459.26000,-2589.05,2.98,0.00,0.00
459.28000,-2634.03,3.02,0.00,0.00
459.30000,-2680.63,3.06,0.00,0.00
459.32000,-2728.95,3.10,0.00,0.00
459.34000,-2779.08,3.14,0.00,0.00
459.36000,-2831.14,3.19,0.00,0.00
459.38000,-2885.23,3.23,0.00,0.00
459.40000,-2941.47,3.28,0.00,0.00
459.42000,-3000.00,3.33,0.00,0.00
459.44000,-3060.96,3.39,0.00,0.00
459.46000,-3124.50,3.44,0.00,0.00
459.48000,-3190.80,3.50,0.00,0.00
459.50000,-3260.02,3.56,0.00,0.00
459.52000,-3332.38,3.63,0.00,0.00
459.54000,-3408.09,3.70,0.00,0.00
459.56000,-3487.38,3.77,0.00,0.00
459.58000,-3570.53,3.84,0.00,0.00
459.60000,-3657.82,3.92,0.00,0.00
459.62000,-3749.56,4.01,0.00,0.00
459.64000,-3846.10,4.09,0.00,0.00
459.66000,-3947.84,4.19,0.00,0.00
459.68000,-4055.20,4.29,0.00,0.00
459.70000,-4168.66,4.39,0.00,0.00
459.72000,-4288.76,4.50,0.00,0.00
459.74000,-4416.10,4.62,0.00,0.00
459.76000,-4551.36,4.75,0.00,0.00
459.78000,-4695.29,4.89,0.00,0.00
459.80000,-4848.76,5.03,0.00,0.00
459.82000,-5012.74,5.19,0.00,0.00
459.84000,-5188.37,5.35,0.00,0.00
459.86000,-5376.93,5.54,0.00,0.00
459.88000,-5579.89,5.73,0.00,0.00
459.90000,-5798.97,5.94,0.00,0.00
459.92000,-6036.18,6.17,0.00,0.00
459.92200,-6060.99,6.19,0.00,0.00
459.92400,-6086.00,6.22,0.00,0.00
459.92600,-6111.22,6.24,0.00,0.00
459.92800,-6136.65,6.27,0.00,0.00
459.93000,-6162.30,6.29,0.00,0.00
459.93200,-6188.17,6.32,0.00,0.00
459.93400,-6214.26,6.34,0.00,0.00
459.93600,-6240.57,6.37,0.00,0.00
459.93800,-6267.10,6.39,0.00,0.00
459.94000,-6293.87,6.42,0.00,0.00
459.94200,-6320.86,6.44,0.00,0.00
459.94400,-6348.09,6.47,0.00,0.00
459.94600,-6375.56,6.50,0.00,0.00
459.94800,-6403.28,6.52,0.00,0.00
459.95000,-6431.23,6.55,0.00,0.00
459.95200,-6459.43,6.58,0.00,0.00
459.95400,-6487.89,6.61,0.00,0.00
459.95600,-6516.60,6.63,0.00,0.00
459.95800,-6545.56,6.66,0.00,0.00
459.96000,-6574.79,6.69,0.00,0.00
459.96200,-6604.28,6.72,0.00,0.00
459.96400,-6634.04,6.75,0.00,0.00
459.96600,-6664.08,6.78,0.00,0.00
459.96800,-6694.39,6.81,0.00,0.00
459.97000,-6724.98,6.84,0.00,0.00
459.97200,-6755.85,6.87,0.00,0.00
459.97400,-6787.01,6.90,0.00,0.00
459.97600,-6818.46,6.93,0.00,0.00
459.97800,-6850.21,6.96,0.00,0.00
459.98000,-6882.25,6.99,0.00,0.00
459.98200,-6914.60,7.02,0.00,0.00
459.98400,-6947.26,7.05,0.00,0.00
459.98600,-6980.24,7.09,0.00,0.00
459.98800,-7013.53,7.12,0.00,0.00
459.99000,-7047.14,7.15,0.00,0.00
459.99200,-7081.08,7.18,0.00,0.00
459.99400,-7115.35,7.22,0.00,0.00
459.99600,-7149.95,7.25,0.00,0.00
459.99800,-7184.90,7.28,0.00,0.00
460.00000,-7220.20,7.32,0.00,0.00
460.00200,-7255.84,7.35,0.00,0.00
460.00400,-7291.85,7.39,0.00,0.00
460.00600,-7328.21,7.42,0.00,0.00
460.00800,-7364.95,7.46,0.00,0.00
460.01000,-7402.05,7.50,0.00,0.00
460.01200,-7439.54,7.53,0.00,0.00
460.01400,-7477.41,7.57,0.00,0.00
460.01600,-7515.67,7.61,0.00,0.00
460.01800,-7554.33,7.65,0.00,0.00
460.02000,-7593.40,7.68,0.00,0.00
460.02200,-7632.87,7.72,0.00,0.00
460.02400,-7672.76,7.76,0.00,0.00
460.02600,-7713.07,7.80,0.00,0.00
460.02800,-7753.81,7.84,0.00,0.00
460.03000,-7794.99,7.88,0.00,0.00
460.03200,-7836.61,7.92,0.00,0.00
460.03400,-7878.68,7.96,0.00,0.00
460.03600,-7921.21,8.00,0.00,0.00
460.03800,-7964.20,8.05,0.00,0.00
460.04000,-8007.67,8.09,0.00,0.00
460.04200,-8051.62,8.13,0.00,0.00
460.04400,-8096.06,8.18,0.00,0.00
460.04600,-8140.99,8.22,0.00,0.00
460.04800,-8186.44,8.26,0.00,0.00
460.05000,-8232.39,8.31,0.00,0.00
460.05200,-8278.87,8.36,0.00,0.00
460.05400,-8325.88,8.40,0.00,0.00
460.05600,-8373.43,8.45,0.00,0.00
460.05800,-8421.53,8.50,0.00,0.00
460.06000,-8470.20,8.54,0.00,0.00
460.06200,-8519.43,8.59,0.00,0.00
460.06400,-8569.24,8.64,0.00,0.00
460.06600,-8619.65,8.69,0.00,0.00
460.06800,-8670.65,8.74,0.00,0.00
460.07000,-8722.27,8.79,0.00,0.00
460.07200,-8774.51,8.84,0.00,0.00
460.07400,-8827.38,8.89,0.00,0.00
460.07600,-8880.90,8.95,0.00,0.00
460.07800,-8935.08,9.00,0.00,0.00
460.08000,-8989.93,9.05,0.00,0.00
460.08200,-9045.46,9.11,0.00,0.00
460.08400,-9101.68,9.16,0.00,0.00
460.08600,-9158.62,9.22,0.00,0.00
460.08800,-9216.27,9.28,0.00,0.00
460.09000,-9274.67,9.33,0.00,0.00
460.09200,-9333.81,9.39,0.00,0.00
460.09400,-9393.71,9.45,0.00,0.00
460.09600,-9454.40,9.51,0.00,0.00
460.09800,-9515.88,9.57,0.00,0.00
460.10000,-9578.17,9.63,0.00,0.00
460.10200,-9641.29,9.70,0.00,0.00
460.10400,-9705.25,9.76,0.00,0.00
460.10600,-9770.08,9.82,0.00,0.00
460.10800,-9835.77,9.89,0.00,0.00
460.11000,-9902.37,9.95,0.00,0.00
460.11200,-9969.88,10.02,0.00,0.00
460.11400,-10038.32,10.09,0.00,0.00
460.11600,-10107.72,10.16,0.00,0.00
460.11800,-10178.08,10.23,0.00,0.00
460.12000,-10249.44,10.30,0.00,0.00
460.12200,-10321.82,10.37,0.00,0.00
460.12400,-10395.23,10.44,0.00,0.00
460.12600,-10469.70,10.51,0.00,0.00
460.12800,-10545.25,10.59,0.00,0.00
460.13000,-10621.91,10.66,0.00,0.00
460.13200,-10699.69,10.74,0.00,0.00
460.13400,-10778.63,10.82,0.00,0.00
460.13600,-10858.76,10.90,0.00,0.00
460.13800,-10940.09,10.98,0.00,0.00
460.14000,-11022.65,11.06,0.00,0.00
460.14200,-11106.48,11.14,0.00,0.00
460.14400,-11191.60,11.23,0.00,0.00
460.14600,-11278.04,11.31,0.00,0.00
460.14800,-11365.84,11.40,0.00,0.00
460.15000,-11455.02,11.49,0.00,0.00
460.15200,-11545.63,11.58,0.00,0.00
460.15400,-11637.68,11.67,0.00,0.00
460.15600,-11731.22,11.76,0.00,0.00
460.15800,-11826.29,11.86,0.00,0.00
460.16000,-11922.92,11.95,0.00,0.00
460.16200,-12021.15,12.05,0.00,0.00
460.16400,-12121.03,12.15,0.00,0.00
460.16600,-12222.58,12.25,0.00,0.00
460.16800,-12325.86,12.35,0.00,0.00
460.17000,-12430.92,12.46,0.00,0.00
460.17200,-12537.78,12.56,0.00,0.00
460.17400,-12646.51,12.67,0.00,0.00
460.17600,-12757.16,12.78,0.00,0.00
460.17800,-12869.76,12.89,0.00,0.00
460.18000,-12984.39,13.01,0.00,0.00
460.18200,-13101.08,13.12,0.00,0.00
460.18400,-13219.90,13.24,0.00,0.00
460.18600,-13340.91,13.36,0.00,0.00
460.18800,-13464.17,13.48,0.00,0.00
460.19000,-13589.73,13.61,0.00,0.00
460.19200,-13717.67,13.73,0.00,0.00
460.19400,-13848.06,13.86,0.00,0.00
460.19600,-13980.96,14.00,0.00,0.00
460.19800,-14116.44,14.13,0.00,0.00
460.20000,-14254.60,14.27,0.00,0.00
460.20200,-14395.49,14.41,0.00,0.00
460.20400,-14539.22,14.55,0.00,0.00
460.20600,-14685.85,14.70,0.00,0.00
460.20800,-14835.49,14.84,0.00,0.00
460.21000,-14988.22,15.00,0.00,0.00
460.21200,-15144.14,15.15,0.00,0.00
460.21400,-15303.36,15.31,0.00,0.00
460.21600,-15465.97,15.47,0.00,0.00
460.21800,-15632.10,15.64,0.00,0.00
460.22000,-15801.84,15.81,0.00,0.00
460.22200,-15975.33,15.98,0.00,0.00
460.22400,-16152.69,16.15,0.00,0.00
460.22600,-16334.05,16.34,0.00,0.00
460.22800,-16519.54,16.52,0.00,0.00
460.23000,-16709.32,16.71,0.00,0.00
460.23200,-16903.52,16.90,0.00,0.00
460.23400,-17102.31,17.10,0.00,0.00
460.23600,-17305.84,17.30,0.00,0.00
460.23800,-17514.30,17.51,0.00,0.00
460.24000,-17727.87,17.72,0.00,0.00
460.24200,-17946.72,17.94,0.00,0.00
460.24400,-18171.07,18.16,0.00,0.00
460.24600,-18401.12,18.39,0.00,0.00
460.24800,-18637.09,18.63,0.00,0.00
460.25000,-18879.22,18.87,0.00,0.00
460.25200,-19127.74,19.12,0.00,0.00
460.25400,-19382.91,19.37,0.00,0.00
460.25600,-19645.01,19.63,0.00,0.00
460.25800,-19914.33,19.90,0.00,0.00
460.26000,-20191.15,20.18,0.00,0.00
460.26200,-20475.81,20.46,0.00,0.00
460.26400,-20768.63,20.75,0.00,0.00
460.26600,-21069.98,21.05,0.00,0.00
460.26800,-21380.23,21.36,0.00,0.00
460.27000,-21699.79,21.68,0.00,0.00
460.27200,-22029.07,22.01,0.00,0.00
460.27400,-22368.53,22.35,0.00,0.00
460.27600,-22718.65,22.70,0.00,0.00
460.27800,-23079.94,23.06,0.00,0.00
460.28000,-23452.95,23.43,0.00,0.00
460.28200,-23838.24,23.82,0.00,0.00
460.28400,-24236.44,24.21,0.00,0.00
460.28600,-24648.21,24.62,0.00,0.00
460.28800,-25074.25,25.05,0.00,0.00
460.29000,-25515.33,25.49,0.00,0.00
460.29200,-25972.24,25.94,0.00,0.00
460.29400,-26445.85,26.42,0.00,0.00
460.29600,-26937.11,26.91,0.00,0.00
460.29800,-27447.02,27.42,0.00,0.00
460.30000,-27976.65,27.95,0.00,0.00
460.30200,-28527.17,28.50,0.00,0.00
460.30400,-29099.85,29.07,0.00,0.00
460.30600,-29696.05,29.66,0.00,0.00
460.30800,-30317.25,30.28,0.00,0.00
460.31000,-30965.06,30.93,0.00,0.00
460.31200,-31641.22,31.61,0.00,0.00
460.31400,-32347.64,32.31,0.00,0.00
460.31600,-33086.38,33.05,0.00,0.00
460.31800,-33859.74,33.82,0.00,0.00
460.32000,-34670.19,34.63,0.00,0.00
460.32200,-35520.46,35.48,0.00,0.00
460.32400,-36413.58,36.37,0.00,0.00
460.32600,-37352.86,37.31,0.00,0.00
460.32800,-38341.97,38.30,0.00,0.00
460.33000,-39384.99,39.34,0.00,0.00
460.33200,-40486.45,40.44,0.00,0.00
460.33400,-41651.41,41.61,0.00,0.00
460.33600,-42885.50,42.84,0.00,0.00
460.33800,-44195.09,44.15,0.00,0.00
460.34000,-45587.31,45.54,0.00,0.00
460.34200,-47070.24,47.02,0.00,0.00
460.34400,-48653.05,48.60,0.00,0.00
460.34600,-50346.17,50.30,0.00,0.00
460.34800,-52161.56,52.11,0.00,0.00
460.35000,-54112.96,54.06,0.00,0.00
460.35200,-56216.23,56.16,0.00,0.00
460.35400,-58489.85,58.44,0.00,0.00
460.35600,-60955.36,60.90,0.00,0.00
460.35800,-63638.14,63.58,0.00,0.00
460.36000,-66568.22,66.51,0.00,0.00
460.36200,-69781.46,69.73,0.00,0.00
460.36400,-73320.99,73.26,0.00,0.00
460.36600,-77239.17,77.18,0.00,0.00
460.36800,-81600.18,81.54,0.00,0.00
460.37000,-86483.60,86.42,0.00,0.00
460.37200,-91989.28,91.93,0.00,0.00
460.37400,-98244.24,98.18,0.00,0.00
460.37600,-105412.61,105.35,0.00,0.00
460.37800,-113710.24,113.65,0.00,0.00
460.38000,-123426.78,123.36,0.00,0.00
460.38200,-134960.21,134.90,0.00,0.00
460.38400,-148872.69,148.81,0.00,0.00
460.38600,-165985.00,165.92,0.00,0.00
460.38800,-187544.49,187.48,0.00,0.00
460.39000,-215543.70,215.48,0.00,0.00
460.39200,-253374.46,253.31,0.00,0.00
460.39400,-307317.86,307.26,0.00,0.00
460.39600,-390453.10,390.39,0.00,0.00
460.39800,-535266.23,535.21,0.00,0.00
460.40000,-850871.04,850.83,0.00,0.00
460.40200,-2073664.30,2073.67,0.00,0.00
460.40400,4742593.51,4742.86,0.00,0.00
460.40600,1106178.20,1106.30,0.00,0.00
460.40800,626081.15,626.19,0.00,0.00
460.41000,436580.98,436.68,0.00,0.00
460.41200,335134.15,335.23,0.00,0.00
460.41400,271938.72,272.03,0.00,0.00
460.41600,228791.93,228.88,0.00,0.00
460.41800,197459.36,197.55,0.00,0.00
460.42000,173672.97,173.76,0.00,0.00
460.42200,154999.62,155.09,0.00,0.00
460.42400,139950.68,140.04,0.00,0.00
460.42600,127564.27,127.66,0.00,0.00
460.42800,117191.22,117.28,0.00,0.00
460.43000,108377.54,108.47,0.00,0.00
460.43200,100796.17,100.89,0.00,0.00
460.43400,94205.56,94.30,0.00,0.00
460.43600,88423.41,88.52,0.00,0.00
460.43800,83309.55,83.41,0.00,0.00
460.44000,78754.45,78.85,0.00,0.00
460.44200,74671.27,74.77,0.00,0.00
460.44400,70990.30,71.09,0.00,0.00
460.44600,67654.89,67.75,0.00,0.00
460.44800,64618.57,64.72,0.00,0.00
460.45000,61842.82,61.94,0.00,0.00
460.45200,59295.49,59.40,0.00,0.00
460.45400,56949.50,57.05,0.00,0.00
460.45600,54781.88,54.88,0.00,0.00
460.45800,52773.03,52.88,0.00,0.00
460.46000,50906.14,51.01,0.00,0.00
460.46200,49166.65,49.27,0.00,0.00
460.46400,47541.97,47.65,0.00,0.00
460.46600,46021.09,46.13,0.00,0.00
460.46800,44594.36,44.70,0.00,0.00
460.47000,43253.32,43.36,0.00,0.00
460.47200,41990.46,42.10,0.00,0.00
460.47400,40799.14,40.91,0.00,0.00
460.47600,39673.45,39.78,0.00,0.00
460.47800,38608.11,38.72,0.00,0.00
460.48000,37598.40,37.71,0.00,0.00
460.48200,36640.07,36.75,0.00,0.00
460.48400,35729.29,35.84,0.00,0.00
460.48600,34862.61,34.98,0.00,0.00
460.48800,34036.91,34.15,0.00,0.00
460.49000,33249.34,33.37,0.00,0.00
460.49200,32497.32,32.61,0.00,0.00
460.49400,31778.50,31.90,0.00,0.00
460.49600,31090.73,31.21,0.00,0.00
460.49800,30432.04,30.55,0.00,0.00
460.50000,29800.62,29.92,0.00,0.00
460.50200,29194.81,29.32,0.00,0.00
460.50400,28613.09,28.74,0.00,0.00
460.50600,28054.04,28.18,0.00,0.00
460.50800,27516.38,27.64,0.00,0.00
460.51000,26998.88,27.12,0.00,0.00
460.51200,26500.45,26.63,0.00,0.00
460.51400,26020.04,26.15,0.00,0.00
460.51600,25556.69,25.68,0.00,0.00
460.51800,25109.52,25.24,0.00,0.00
460.52000,24677.68,24.81,0.00,0.00
460.52200,24260.41,24.39,0.00,0.00
460.52400,23856.98,23.99,0.00,0.00
460.52600,23466.70,23.60,0.00,0.00
460.52800,23088.96,23.22,0.00,0.00
460.53000,22723.15,22.86,0.00,0.00
460.53200,22368.72,22.50,0.00,0.00
460.53400,22025.14,22.16,0.00,0.00
460.53600,21691.92,21.83,0.00,0.00
460.53800,21368.61,21.51,0.00,0.00
460.54000,21054.77,21.19,0.00,0.00
460.54200,20749.98,20.89,0.00,0.00
460.54400,20453.86,20.59,0.00,0.00
460.54600,20166.05,20.31,0.00,0.00
460.54800,19886.19,20.03,0.00,0.00
460.55000,19613.98,19.76,0.00,0.00
460.55200,19349.09,19.49,0.00,0.00
460.55400,19091.23,19.23,0.00,0.00
460.55600,18840.14,18.98,0.00,0.00
460.55800,18595.54,18.74,0.00,0.00
460.56000,18357.18,18.50,0.00,0.00
460.56200,18124.84,18.27,0.00,0.00
460.56400,17898.29,18.05,0.00,0.00
460.56600,17677.31,17.83,0.00,0.00
460.56800,17461.69,17.61,0.00,0.00
460.57000,17251.26,17.40,0.00,0.00
460.57200,17045.81,17.20,0.00,0.00
460.57400,16845.19,17.00,0.00,0.00
460.57600,16649.21,16.80,0.00,0.00
460.57800,16457.72,16.61,0.00,0.00
460.58000,16270.57,16.43,0.00,0.00
460.58200,16087.61,16.24,0.00,0.00
460.58400,15908.70,16.07,0.00,0.00
460.58600,15733.71,15.89,0.00,0.00
460.58800,15562.51,15.72,0.00,0.00
460.59000,15394.98,15.55,0.00,0.00
460.59200,15231.01,15.39,0.00,0.00
460.59400,15070.47,15.23,0.00,0.00
460.59600,14913.27,15.07,0.00,0.00
460.59800,14759.30,14.92,0.00,0.00
460.60000,14608.46,14.77,0.00,0.00
460.60200,14460.66,14.62,0.00,0.00
460.60400,14315.81,14.48,0.00,0.00
460.60600,14173.82,14.34,0.00,0.00
460.60800,14034.60,14.20,0.00,0.00
460.61000,13898.08,14.07,0.00,0.00
460.61200,13764.18,13.93,0.00,0.00
460.61400,13632.81,13.80,0.00,0.00
460.61600,13503.93,13.67,0.00,0.00
460.61800,13377.44,13.55,0.00,0.00
460.62000,13253.29,13.43,0.00,0.00
460.62200,13131.41,13.30,0.00,0.00
460.62400,13011.73,13.19,0.00,0.00
460.62600,12894.21,13.07,0.00,0.00
460.62800,12778.79,12.95,0.00,0.00
460.63000,12665.40,12.84,0.00,0.00
460.63200,12553.99,12.73,0.00,0.00
460.63400,12444.52,12.62,0.00,0.00
460.63600,12336.93,12.52,0.00,0.00
460.63800,12231.17,12.41,0.00,0.00
460.64000,12127.20,12.31,0.00,0.00
460.64200,12024.97,12.21,0.00,0.00
460.64400,11924.45,12.11,0.00,0.00
460.64600,11825.58,12.01,0.00,0.00
460.64800,11728.32,11.91,0.00,0.00
460.65000,11632.65,11.82,0.00,0.00
460.65200,11538.51,11.72,0.00,0.00
460.65400,11445.88,11.63,0.00,0.00
460.65600,11354.71,11.54,0.00,0.00
460.65800,11264.98,11.45,0.00,0.00
460.66000,11176.64,11.37,0.00,0.00
460.66200,11089.67,11.28,0.00,0.00
460.66400,11004.04,11.19,0.00,0.00
460.66600,10919.71,11.11,0.00,0.00
460.66800,10836.65,11.03,0.00,0.00
460.67000,10754.84,10.95,0.00,0.00
460.67200,10674.25,10.87,0.00,0.00
460.67400,10594.85,10.79,0.00,0.00
460.67600,10516.61,10.71,0.00,0.00
460.67800,10439.52,10.64,0.00,0.00
460.68000,10363.54,10.56,0.00,0.00
460.68200,10288.65,10.49,0.00,0.00
460.68400,10214.82,10.41,0.00,0.00
460.68600,10142.05,10.34,0.00,0.00
460.68800,10070.29,10.27,0.00,0.00
460.69000,9999.54,10.20,0.00,0.00
460.69200,9929.76,10.13,0.00,0.00
460.69400,9860.95,10.06,0.00,0.00
460.69600,9793.08,10.00,0.00,0.00
460.69800,9726.13,9.93,0.00,0.00
460.70000,9660.08,9.87,0.00,0.00
460.70200,9594.92,9.80,0.00,0.00
460.70400,9530.62,9.74,0.00,0.00
460.70600,9467.17,9.68,0.00,0.00
460.70800,9404.56,9.61,0.00,0.00
460.71000,9342.76,9.55,0.00,0.00
460.71200,9281.77,9.49,0.00,0.00
460.71400,9221.56,9.43,0.00,0.00
460.71600,9162.12,9.37,0.00,0.00
460.71800,9103.43,9.32,0.00,0.00
460.72000,9045.49,9.26,0.00,0.00
460.72200,8988.27,9.20,0.00,0.00
460.72400,8931.77,9.15,0.00,0.00
460.72600,8875.97,9.09,0.00,0.00
460.72800,8820.86,9.04,0.00,0.00
460.73000,8766.42,8.98,0.00,0.00
460.73200,8712.64,8.93,0.00,0.00
460.73400,8659.52,8.88,0.00,0.00
460.73600,8607.03,8.83,0.00,0.00
460.73800,8555.17,8.78,0.00,0.00
460.74000,8503.93,8.73,0.00,0.00
460.74200,8453.29,8.68,0.00,0.00
460.74400,8403.25,8.63,0.00,0.00
460.74600,8353.79,8.58,0.00,0.00
460.74800,8304.90,8.53,0.00,0.00
460.75000,8256.58,8.48,0.00,0.00
460.75200,8208.82,8.44,0.00,0.00
460.75400,8161.60,8.39,0.00,0.00
460.75600,8114.91,8.34,0.00,0.00
460.75800,8068.75,8.30,0.00,0.00
460.76000,8023.11,8.25,0.00,0.00
460.76200,7977.98,8.21,0.00,0.00
460.76400,7933.34,8.17,0.00,0.00
460.76600,7889.21,8.12,0.00,0.00
460.76800,7845.55,8.08,0.00,0.00
460.77000,7802.37,8.04,0.00,0.00
460.77200,7759.66,8.00,0.00,0.00
460.77400,7717.41,7.95,0.00,0.00
460.77600,7675.61,7.91,0.00,0.00
460.77800,7634.26,7.87,0.00,0.00
460.78000,7593.35,7.83,0.00,0.00
460.78200,7552.87,7.79,0.00,0.00
460.78400,7512.82,7.75,0.00,0.00
460.78600,7473.19,7.71,0.00,0.00
460.78800,7433.96,7.68,0.00,0.00
460.79000,7395.15,7.64,0.00,0.00
460.79200,7356.73,7.60,0.00,0.00
460.79400,7318.71,7.56,0.00,0.00
460.79600,7281.07,7.53,0.00,0.00
460.79800,7243.82,7.49,0.00,0.00
460.80000,7206.94,7.45,0.00,0.00
460.80200,7170.43,7.42,0.00,0.00
460.80400,7134.28,7.38,0.00,0.00
460.80600,7098.50,7.35,0.00,0.00
460.80800,7063.06,7.31,0.00,0.00
460.81000,7027.98,7.28,0.00,0.00
460.81200,6993.24,7.25,0.00,0.00
460.81400,6958.84,7.21,0.00,0.00
460.81600,6924.77,7.18,0.00,0.00
460.81800,6891.03,7.15,0.00,0.00
460.82000,6857.62,7.11,0.00,0.00
460.82200,6824.52,7.08,0.00,0.00
460.82400,6791.74,7.05,0.00,0.00
460.82600,6759.27,7.02,0.00,0.00
460.82800,6727.10,6.99,0.00,0.00
