wavelength,alpha_0,alpha_0_uncertainty,alpha_1,alpha_1_uncertainty,alpha_2,alpha_2_uncertainty
876.814,393.08,0.2,0,0,0,0
876.834,393.05,0.2,0,0,0,0
876.854,393.03,0.2,0,0,0,0
876.874,393,0.2,0,0,0,0
876.894,392.98,0.2,0,0,0,0
876.914,392.95,0.2,0,0,0,0
876.934,392.93,0.2,0,0,0,0
876.954,392.9,0.2,0,0,0,0
876.974,392.88,0.2,0,0,0,0
876.994,392.85,0.2,0,0,0,0
877.014,392.83,0.2,0,0,0,0
877.034,392.8,0.2,0,0,0,0
877.054,392.78,0.2,0,0,0,0
877.074,392.75,0.2,0,0,0,0
877.094,392.73,0.2,0,0,0,0
877.114,392.7,0.2,0,0,0,0
877.134,392.68,0.2,0,0,0,0
877.154,392.65,0.2,0,0,0,0
877.174,392.63,0.2,0,0,0,0
877.194,392.6,0.2,0,0,0,0
877.214,392.58,0.2,0,0,0,0
877.234,392.55,0.2,0,0,0,0
877.254,392.53,0.2,0,0,0,0
877.274,392.5,0.2,0,0,0,0
877.294,392.48,0.2,0,0,0,0
877.314,392.45,0.2,0,0,0,0
877.334,392.43,0.2,0,0,0,0
877.354,392.4,0.2,0,0,0,0
877.374,392.38,0.2,0,0,0,0
877.394,392.35,0.2,0,0,0,0
877.414,392.32,0.2,0,0,0,0
877.434,392.3,0.2,0,0,0,0
877.454,392.27,0.2,0,0,0,0
877.474,392.25,0.2,0,0,0,0
877.494,392.22,0.2,0,0,0,0
877.514,392.2,0.2,0,0,0,0
877.534,392.17,0.2,0,0,0,0
877.554,392.15,0.2,0,0,0,0
877.574,392.12,0.2,0,0,0,0
877.594,392.1,0.2,0,0,0,0
877.614,392.07,0.2,0,0,0,0
877.634,392.05,0.2,0,0,0,0
877.654,392.02,0.2,0,0,0,0
877.674,392,0.2,0,0,0,0
877.694,391.97,0.2,0,0,0,0
877.714,391.95,0.2,0,0,0,0
877.734,391.92,0.2,0,0,0,0
877.754,391.9,0.2,0,0,0,0
877.774,391.87,0.2,0,0,0,0
877.794,391.85,0.2,0,0,0,0
877.814,391.82,0.2,0,0,0,0
877.834,391.8,0.2,0,0,0,0
877.854,391.77,0.2,0,0,0,0
877.874,391.75,0.2,0,0,0,0
877.894,391.72,0.2,0,0,0,0
877.914,391.7,0.2,0,0,0,0
877.934,391.67,0.2,0,0,0,0
877.954,391.65,0.2,0,0,0,0
877.974,391.63,0.2,0,0,0,0
877.994,391.6,0.2,0,0,0,0
878.014,391.58,0.2,0,0,0,0
878.034,391.55,0.2,0,0,0,0
878.054,391.53,0.2,0,0,0,0
878.074,391.5,0.2,0,0,0,0
878.094,391.48,0.2,0,0,0,0
878.114,391.45,0.2,0,0,0,0
878.134,391.43,0.2,0,0,0,0
878.154,391.4,0.2,0,0,0,0
878.174,391.38,0.2,0,0,0,0
878.194,391.35,0.2,0,0,0,0
878.214,391.33,0.2,0,0,0,0
878.234,391.3,0.2,0,0,0,0
878.254,391.28,0.2,0,0,0,0
878.274,391.25,0.2,0,0,0,0
878.294,391.23,0.2,0,0,0,0
878.314,391.2,0.2,0,0,0,0
878.334,391.18,0.2,0,0,0,0
878.354,391.15,0.2,0,0,0,0
878.374,391.13,0.2,0,0,0,0
878.394,391.1,0.2,0,0,0,0
878.414,391.08,0.2,0,0,0,0
878.434,391.05,0.2,0,0,0,0
878.454,391.03,0.2,0,0,0,0
878.474,391,0.2,0,0,0,0
878.494,390.98,0.2,0,0,0,0
878.514,390.95,0.2,0,0,0,0
878.534,390.93,0.2,0,0,0,0
878.554,390.9,0.2,0,0,0,0
878.574,390.88,0.2,0,0,0,0
878.594,390.85,0.2,0,0,0,0
878.614,390.83,0.2,0,0,0,0
878.634,390.81,0.2,0,0,0,0
878.654,390.78,0.2,0,0,0,0
878.674,390.76,0.2,0,0,0,0
878.694,390.73,0.2,0,0,0,0
878.714,390.71,0.2,0,0,0,0
878.734,390.68,0.2,0,0,0,0
878.754,390.66,0.2,0,0,0,0
878.774,390.63,0.2,0,0,0,0
878.794,390.61,0.2,0,0,0,0
878.814,390.58,0.2,0,0,0,0
878.834,390.56,0.2,0,0,0,0
878.854,390.53,0.2,0,0,0,0
878.874,390.51,0.2,0,0,0,0
878.894,390.48,0.2,0,0,0,0
878.914,390.46,0.2,0,0,0,0
878.934,390.43,0.2,0,0,0,0
878.954,390.41,0.2,0,0,0,0
878.974,390.38,0.2,0,0,0,0
878.994,390.36,0.2,0,0,0,0
879.014,390.34,0.2,0,0,0,0
879.034,390.31,0.2,0,0,0,0
879.054,390.29,0.2,0,0,0,0
879.074,390.26,0.2,0,0,0,0
879.094,390.24,0.2,0,0,0,0
879.114,390.21,0.2,0,0,0,0
879.134,390.19,0.2,0,0,0,0
879.154,390.16,0.2,0,0,0,0
879.174,390.14,0.2,0,0,0,0
879.194,390.11,0.2,0,0,0,0
879.214,390.09,0.2,0,0,0,0
879.234,390.06,0.2,0,0,0,0
879.254,390.04,0.2,0,0,0,0
879.274,390.02,0.2,0,0,0,0
879.294,389.99,0.2,0,0,0,0
879.314,389.97,0.2,0,0,0,0
879.334,389.94,0.2,0,0,0,0
879.354,389.92,0.2,0,0,0,0
879.374,389.89,0.2,0,0,0,0
879.394,389.87,0.2,0,0,0,0
879.414,389.84,0.2,0,0,0,0
879.434,389.82,0.2,0,0,0,0
879.454,389.79,0.2,0,0,0,0
879.474,389.77,0.2,0,0,0,0
879.494,389.74,0.2,0,0,0,0
879.514,389.72,0.2,0,0,0,0
879.534,389.7,0.2,0,0,0,0
879.554,389.67,0.2,0,0,0,0
879.574,389.65,0.2,0,0,0,0
879.594,389.62,0.2,0,0,0,0
879.614,389.6,0.2,0,0,0,0
879.634,389.57,0.2,0,0,0,0
879.654,389.55,0.2,0,0,0,0
879.674,389.52,0.2,0,0,0,0
879.694,389.5,0.2,0,0,0,0
879.714,389.47,0.2,0,0,0,0
879.734,389.45,0.2,0,0,0,0
879.754,389.43,0.2,0,0,0,0
879.774,389.4,0.2,0,0,0,0
879.794,389.38,0.2,0,0,0,0
879.814,389.35,0.2,0,0,0,0
879.834,389.33,0.2,0,0,0,0
879.854,389.3,0.2,0,0,0,0
879.874,389.28,0.2,0,0,0,0
879.894,389.25,0.2,0,0,0,0
879.914,389.23,0.2,0,0,0,0
879.934,389.21,0.2,0,0,0,0
879.954,389.18,0.2,0,0,0,0
879.974,389.16,0.2,0,0,0,0
879.994,389.13,0.2,0,0,0,0
880.014,389.11,0.2,0,0,0,0
880.034,389.08,0.2,0,0,0,0
880.054,389.06,0.2,0,0,0,0
880.074,389.03,0.2,0,0,0,0
880.094,389.01,0.2,0,0,0,0
880.114,388.99,0.2,0,0,0,0
880.134,388.96,0.2,0,0,0,0
880.154,388.94,0.2,0,0,0,0
880.174,388.91,0.2,0,0,0,0
880.194,388.89,0.2,0,0,0,0
880.214,388.86,0.2,0,0,0,0
880.234,388.84,0.2,0,0,0,0
880.254,388.82,0.2,0,0,0,0
880.274,388.79,0.2,0,0,0,0
880.294,388.77,0.2,0,0,0,0
880.314,388.74,0.2,0,0,0,0
880.334,388.72,0.2,0,0,0,0
880.354,388.69,0.2,0,0,0,0
880.374,388.67,0.2,0,0,0,0
880.394,388.64,0.2,0,0,0,0
880.414,388.62,0.2,0,0,0,0
880.434,388.6,0.2,0,0,0,0
880.454,388.57,0.2,0,0,0,0
880.474,388.55,0.2,0,0,0,0
880.494,388.52,0.2,0,0,0,0
880.514,388.5,0.2,0,0,0,0
880.534,388.47,0.2,0,0,0,0
880.554,388.45,0.2,0,0,0,0
880.574,388.43,0.2,0,0,0,0
880.594,388.4,0.2,0,0,0,0
880.614,388.38,0.2,0,0,0,0
880.634,388.35,0.2,0,0,0,0
880.654,388.33,0.2,0,0,0,0
880.674,388.3,0.2,0,0,0,0
880.694,388.28,0.2,0,0,0,0
880.714,388.26,0.2,0,0,0,0
880.734,388.23,0.2,0,0,0,0
880.754,388.21,0.2,0,0,0,0
880.774,388.18,0.2,0,0,0,0
880.794,388.16,0.2,0,0,0,0
880.814,388.13,0.2,0,0,0,0
880.834,388.11,0.2,0,0,0,0
880.854,388.09,0.2,0,0,0,0
880.874,388.06,0.2,0,0,0,0
880.894,388.04,0.2,0,0,0,0
880.914,388.01,0.2,0,0,0,0
880.934,387.99,0.2,0,0,0,0
880.954,387.96,0.2,0,0,0,0
880.974,387.94,0.2,0,0,0,0
880.994,387.92,0.2,0,0,0,0
881.014,387.89,0.2,0,0,0,0
881.034,387.87,0.2,0,0,0,0
881.054,387.84,0.2,0,0,0,0
881.074,387.82,0.2,0,0,0,0
881.094,387.8,0.2,0,0,0,0
881.114,387.77,0.2,0,0,0,0
881.134,387.75,0.2,0,0,0,0
881.154,387.72,0.2,0,0,0,0
881.174,387.7,0.2,0,0,0,0
881.194,387.67,0.2,0,0,0,0
881.214,387.65,0.2,0,0,0,0
881.234,387.63,0.2,0,0,0,0
881.254,387.6,0.2,0,0,0,0
881.274,387.58,0.2,0,0,0,0
881.294,387.55,0.2,0,0,0,0
881.314,387.53,0.2,0,0,0,0
881.334,387.51,0.2,0,0,0,0
881.354,387.48,0.2,0,0,0,0
881.374,387.46,0.2,0,0,0,0
881.394,387.43,0.2,0,0,0,0
881.414,387.41,0.2,0,0,0,0
881.434,387.39,0.2,0,0,0,0
881.454,387.36,0.2,0,0,0,0
881.474,387.34,0.2,0,0,0,0
881.494,387.31,0.2,0,0,0,0
881.514,387.29,0.2,0,0,0,0
881.534,387.26,0.2,0,0,0,0
881.554,387.24,0.2,0,0,0,0
881.574,387.22,0.2,0,0,0,0
881.594,387.19,0.2,0,0,0,0
881.614,387.17,0.2,0,0,0,0
881.634,387.14,0.2,0,0,0,0
881.654,387.12,0.2,0,0,0,0
881.674,387.1,0.2,0,0,0,0
881.694,387.07,0.2,0,0,0,0
881.714,387.05,0.2,0,0,0,0
881.734,387.02,0.2,0,0,0,0
881.754,387,0.2,0,0,0,0
881.774,386.98,0.2,0,0,0,0
881.794,386.95,0.2,0,0,0,0
881.814,386.93,0.2,0,0,0,0
881.834,386.9,0.2,0,0,0,0
881.854,386.88,0.2,0,0,0,0
881.874,386.86,0.2,0,0,0,0
881.894,386.83,0.2,0,0,0,0
881.914,386.81,0.2,0,0,0,0
881.934,386.78,0.2,0,0,0,0
881.954,386.76,0.2,0,0,0,0
881.974,386.74,0.2,0,0,0,0
881.994,386.71,0.2,0,0,0,0
882.014,386.69,0.2,0,0,0,0
882.034,386.66,0.2,0,0,0,0
882.054,386.64,0.2,0,0,0,0
882.074,386.62,0.2,0,0,0,0
882.094,386.59,0.2,0,0,0,0
882.114,386.57,0.2,0,0,0,0
882.134,386.54,0.2,0,0,0,0
882.154,386.52,0.2,0,0,0,0
882.174,386.5,0.2,0,0,0,0
882.194,386.47,0.2,0,0,0,0
882.214,386.45,0.2,0,0,0,0
882.234,386.42,0.2,0,0,0,0
882.254,386.4,0.2,0,0,0,0
882.274,386.38,0.2,0,0,0,0
882.294,386.35,0.2,0,0,0,0
882.314,386.33,0.2,0,0,0,0
882.334,386.31,0.2,0,0,0,0
882.354,386.28,0.2,0,0,0,0
882.374,386.26,0.2,0,0,0,0
882.394,386.23,0.2,0,0,0,0
882.414,386.21,0.2,0,0,0,0
882.434,386.19,0.2,0,0,0,0
882.454,386.16,0.2,0,0,0,0
882.474,386.14,0.2,0,0,0,0
882.494,386.11,0.2,0,0,0,0
882.514,386.09,0.2,0,0,0,0
882.534,386.07,0.2,0,0,0,0
882.554,386.04,0.2,0,0,0,0
882.574,386.02,0.2,0,0,0,0
882.594,386,0.2,0,0,0,0
882.614,385.97,0.2,0,0,0,0
882.634,385.95,0.2,0,0,0,0
882.654,385.92,0.2,0,0,0,0
882.674,385.9,0.2,0,0,0,0
882.694,385.88,0.2,0,0,0,0
882.714,385.85,0.2,0,0,0,0
882.734,385.83,0.2,0,0,0,0
882.754,385.8,0.2,0,0,0,0
882.774,385.78,0.2,0,0,0,0
882.794,385.76,0.2,0,0,0,0
882.814,385.73,0.2,0,0,0,0
882.834,385.71,0.2,0,0,0,0
882.854,385.69,0.2,0,0,0,0
882.874,385.66,0.2,0,0,0,0
882.894,385.64,0.2,0,0,0,0
882.914,385.61,0.2,0,0,0,0
882.934,385.59,0.2,0,0,0,0
882.954,385.57,0.2,0,0,0,0
882.974,385.54,0.2,0,0,0,0
882.994,385.52,0.2,0,0,0,0
883.014,385.5,0.2,0,0,0,0
883.034,385.47,0.2,0,0,0,0
883.054,385.45,0.2,0,0,0,0
883.074,385.42,0.2,0,0,0,0
883.094,385.4,0.2,0,0,0,0
883.114,385.38,0.2,0,0,0,0
883.134,385.35,0.2,0,0,0,0
883.154,385.33,0.2,0,0,0,0
883.174,385.31,0.2,0,0,0,0
883.194,385.28,0.2,0,0,0,0
883.214,385.26,0.2,0,0,0,0
883.234,385.23,0.2,0,0,0,0
883.254,385.21,0.2,0,0,0,0
883.274,385.19,0.2,0,0,0,0
883.294,385.16,0.2,0,0,0,0
883.314,385.14,0.2,0,0,0,0
883.334,385.12,0.2,0,0,0,0
883.354,385.09,0.2,0,0,0,0
883.374,385.07,0.2,0,0,0,0
883.394,385.05,0.2,0,0,0,0
883.414,385.02,0.2,0,0,0,0
883.434,385,0.2,0,0,0,0
883.454,384.97,0.2,0,0,0,0
883.474,384.95,0.2,0,0,0,0
883.494,384.93,0.2,0,0,0,0
883.514,384.9,0.2,0,0,0,0
883.534,384.88,0.2,0,0,0,0
883.554,384.86,0.2,0,0,0,0
883.574,384.83,0.2,0,0,0,0
883.594,384.81,0.2,0,0,0,0
883.614,384.79,0.2,0,0,0,0
883.634,384.76,0.2,0,0,0,0
883.654,384.74,0.2,0,0,0,0
883.674,384.71,0.2,0,0,0,0
883.694,384.69,0.2,0,0,0,0
883.714,384.67,0.2,0,0,0,0
883.734,384.64,0.2,0,0,0,0
883.754,384.62,0.2,0,0,0,0
883.774,384.6,0.2,0,0,0,0
883.794,384.57,0.2,0,0,0,0
883.814,384.55,0.2,0,0,0,0
883.834,384.53,0.2,0,0,0,0
883.854,384.5,0.2,0,0,0,0
883.874,384.48,0.2,0,0,0,0
883.894,384.46,0.2,0,0,0,0
883.914,384.43,0.2,0,0,0,0
883.934,384.41,0.2,0,0,0,0
883.954,384.39,0.2,0,0,0,0
883.974,384.36,0.2,0,0,0,0
883.994,384.34,0.2,0,0,0,0
884.014,384.31,0.2,0,0,0,0
884.034,384.29,0.2,0,0,0,0
884.054,384.27,0.2,0,0,0,0
884.074,384.24,0.2,0,0,0,0
884.094,384.22,0.2,0,0,0,0
884.114,384.2,0.2,0,0,0,0
884.134,384.17,0.2,0,0,0,0
884.154,384.15,0.2,0,0,0,0
884.174,384.13,0.2,0,0,0,0
884.194,384.1,0.2,0,0,0,0
884.214,384.08,0.2,0,0,0,0
884.234,384.06,0.2,0,0,0,0
884.254,384.03,0.2,0,0,0,0
884.274,384.01,0.2,0,0,0,0
884.294,383.99,0.2,0,0,0,0
884.314,383.96,0.2,0,0,0,0
884.334,383.94,0.2,0,0,0,0
884.354,383.92,0.2,0,0,0,0
884.374,383.89,0.2,0,0,0,0
884.394,383.87,0.2,0,0,0,0
884.414,383.85,0.2,0,0,0,0
884.434,383.82,0.2,0,0,0,0
884.454,383.8,0.2,0,0,0,0
884.474,383.77,0.2,0,0,0,0
884.494,383.75,0.2,0,0,0,0
884.514,383.73,0.2,0,0,0,0
884.534,383.7,0.2,0,0,0,0
884.554,383.68,0.2,0,0,0,0
884.574,383.66,0.2,0,0,0,0
884.594,383.63,0.2,0,0,0,0
884.614,383.61,0.2,0,0,0,0
884.634,383.59,0.2,0,0,0,0
884.654,383.56,0.2,0,0,0,0
884.674,383.54,0.2,0,0,0,0
884.694,383.52,0.2,0,0,0,0
884.714,383.49,0.2,0,0,0,0
884.734,383.47,0.2,0,0,0,0
884.754,383.45,0.2,0,0,0,0
884.774,383.42,0.2,0,0,0,0
884.794,383.4,0.2,0,0,0,0
884.814,383.38,0.2,0,0,0,0
884.834,383.35,0.2,0,0,0,0
884.854,383.33,0.2,0,0,0,0
884.874,383.31,0.2,0,0,0,0
884.894,383.28,0.2,0,0,0,0
884.914,383.26,0.2,0,0,0,0
884.934,383.24,0.2,0,0,0,0
884.954,383.21,0.2,0,0,0,0
884.974,383.19,0.2,0,0,0,0
884.994,383.17,0.2,0,0,0,0
885.014,383.14,0.2,0,0,0,0
885.034,383.12,0.2,0,0,0,0
885.054,383.1,0.2,0,0,0,0
885.074,383.07,0.2,0,0,0,0
885.094,383.05,0.2,0,0,0,0
885.114,383.03,0.2,0,0,0,0
885.134,383,0.2,0,0,0,0
885.154,382.98,0.2,0,0,0,0
885.174,382.96,0.2,0,0,0,0
885.194,382.94,0.2,0,0,0,0
885.214,382.91,0.2,0,0,0,0
885.234,382.89,0.2,0,0,0,0
885.254,382.87,0.2,0,0,0,0
885.274,382.84,0.2,0,0,0,0
885.294,382.82,0.2,0,0,0,0
885.314,382.8,0.2,0,0,0,0
885.334,382.77,0.2,0,0,0,0
885.354,382.75,0.2,0,0,0,0
885.374,382.73,0.2,0,0,0,0
885.394,382.7,0.2,0,0,0,0
885.414,382.68,0.2,0,0,0,0
885.434,382.66,0.2,0,0,0,0
885.454,382.63,0.2,0,0,0,0
885.474,382.61,0.2,0,0,0,0
885.494,382.59,0.2,0,0,0,0
885.514,382.56,0.2,0,0,0,0
885.534,382.54,0.2,0,0,0,0
885.554,382.52,0.2,0,0,0,0
885.574,382.49,0.2,0,0,0,0
885.594,382.47,0.2,0,0,0,0
885.614,382.45,0.2,0,0,0,0
885.634,382.42,0.2,0,0,0,0
885.654,382.4,0.2,0,0,0,0
885.674,382.38,0.2,0,0,0,0
885.694,382.36,0.2,0,0,0,0
885.714,382.33,0.2,0,0,0,0
885.734,382.31,0.2,0,0,0,0
885.754,382.29,0.2,0,0,0,0
885.774,382.26,0.2,0,0,0,0
885.794,382.24,0.2,0,0,0,0
885.814,382.22,0.2,0,0,0,0
885.834,382.19,0.2,0,0,0,0
885.854,382.17,0.2,0,0,0,0
885.874,382.15,0.2,0,0,0,0
885.894,382.12,0.2,0,0,0,0
885.914,382.1,0.2,0,0,0,0
885.934,382.08,0.2,0,0,0,0
885.954,382.05,0.2,0,0,0,0
885.974,382.03,0.2,0,0,0,0
885.994,382.01,0.2,0,0,0,0
886.014,381.99,0.2,0,0,0,0
886.034,381.96,0.2,0,0,0,0
886.054,381.94,0.2,0,0,0,0
886.074,381.92,0.2,0,0,0,0
886.094,381.89,0.2,0,0,0,0
886.114,381.87,0.2,0,0,0,0
886.134,381.85,0.2,0,0,0,0
886.154,381.82,0.2,0,0,0,0
886.174,381.8,0.2,0,0,0,0
886.194,381.78,0.2,0,0,0,0
886.214,381.76,0.2,0,0,0,0
886.234,381.73,0.2,0,0,0,0
886.254,381.71,0.2,0,0,0,0
886.274,381.69,0.2,0,0,0,0
886.294,381.66,0.2,0,0,0,0
886.314,381.64,0.2,0,0,0,0
886.334,381.62,0.2,0,0,0,0
886.354,381.59,0.2,0,0,0,0
886.374,381.57,0.2,0,0,0,0
886.394,381.55,0.2,0,0,0,0
886.414,381.53,0.2,0,0,0,0
886.434,381.5,0.2,0,0,0,0
886.454,381.48,0.2,0,0,0,0
886.474,381.46,0.2,0,0,0,0
886.494,381.43,0.2,0,0,0,0
886.514,381.41,0.2,0,0,0,0
886.534,381.39,0.2,0,0,0,0
886.554,381.36,0.2,0,0,0,0
886.574,381.34,0.2,0,0,0,0
886.594,381.32,0.2,0,0,0,0
886.614,381.3,0.2,0,0,0,0
886.634,381.27,0.2,0,0,0,0
886.654,381.25,0.2,0,0,0,0
886.674,381.23,0.2,0,0,0,0
886.694,381.2,0.2,0,0,0,0
886.714,381.18,0.2,0,0,0,0
886.734,381.16,0.2,0,0,0,0
886.754,381.14,0.2,0,0,0,0
886.774,381.11,0.2,0,0,0,0
886.794,381.09,0.2,0,0,0,0
886.814,381.07,0.2,0,0,0,0
886.834,381.04,0.2,0,0,0,0
886.854,381.02,0.2,0,0,0,0
886.874,381,0.2,0,0,0,0
886.894,380.97,0.2,0,0,0,0
886.914,380.95,0.2,0,0,0,0
886.934,380.93,0.2,0,0,0,0
886.954,380.91,0.2,0,0,0,0
886.974,380.88,0.2,0,0,0,0
886.994,380.86,0.2,0,0,0,0
887.014,380.84,0.2,0,0,0,0
887.034,380.81,0.2,0,0,0,0
887.054,380.79,0.2,0,0,0,0
887.074,380.77,0.2,0,0,0,0
887.094,380.75,0.2,0,0,0,0
887.114,380.72,0.2,0,0,0,0
887.134,380.7,0.2,0,0,0,0
887.154,380.68,0.2,0,0,0,0
887.174,380.66,0.2,0,0,0,0
887.194,380.63,0.2,0,0,0,0
887.214,380.61,0.2,0,0,0,0
887.234,380.59,0.2,0,0,0,0
887.254,380.56,0.2,0,0,0,0
887.274,380.54,0.2,0,0,0,0
887.294,380.52,0.2,0,0,0,0
887.314,380.5,0.2,0,0,0,0
887.334,380.47,0.2,0,0,0,0
887.354,380.45,0.2,0,0,0,0
887.374,380.43,0.2,0,0,0,0
887.394,380.4,0.2,0,0,0,0
887.414,380.38,0.2,0,0,0,0
887.434,380.36,0.2,0,0,0,0
887.454,380.34,0.2,0,0,0,0
887.474,380.31,0.2,0,0,0,0
887.494,380.29,0.2,0,0,0,0
887.514,380.27,0.2,0,0,0,0
887.534,380.25,0.2,0,0,0,0
887.554,380.22,0.2,0,0,0,0
887.574,380.2,0.2,0,0,0,0
887.594,380.18,0.2,0,0,0,0
887.614,380.15,0.2,0,0,0,0
887.634,380.13,0.2,0,0,0,0
887.654,380.11,0.2,0,0,0,0
887.674,380.09,0.2,0,0,0,0
887.694,380.06,0.2,0,0,0,0
887.714,380.04,0.2,0,0,0,0
887.734,380.02,0.2,0,0,0,0
887.754,380,0.2,0,0,0,0
887.774,379.97,0.2,0,0,0,0
887.794,379.95,0.2,0,0,0,0
887.814,379.93,0.2,0,0,0,0
887.834,379.9,0.2,0,0,0,0
887.854,379.88,0.2,0,0,0,0
887.874,379.86,0.2,0,0,0,0
887.894,379.84,0.2,0,0,0,0
887.914,379.81,0.2,0,0,0,0
887.934,379.79,0.2,0,0,0,0
887.954,379.77,0.2,0,0,0,0
887.974,379.75,0.2,0,0,0,0
887.994,379.72,0.2,0,0,0,0
888.014,379.7,0.2,0,0,0,0
888.034,379.68,0.2,0,0,0,0
888.054,379.66,0.2,0,0,0,0
888.074,379.63,0.2,0,0,0,0
888.094,379.61,0.2,0,0,0,0
888.114,379.59,0.2,0,0,0,0
888.134,379.56,0.2,0,0,0,0
888.154,379.54,0.2,0,0,0,0
888.174,379.52,0.2,0,0,0,0
888.194,379.5,0.2,0,0,0,0
888.214,379.47,0.2,0,0,0,0
888.234,379.45,0.2,0,0,0,0
888.254,379.43,0.2,0,0,0,0
888.274,379.41,0.2,0,0,0,0
888.294,379.38,0.2,0,0,0,0
888.314,379.36,0.2,0,0,0,0
888.334,379.34,0.2,0,0,0,0
888.354,379.32,0.2,0,0,0,0
888.374,379.29,0.2,0,0,0,0
888.394,379.27,0.2,0,0,0,0
888.414,379.25,0.2,0,0,0,0
888.434,379.23,0.2,0,0,0,0
888.454,379.2,0.2,0,0,0,0
888.474,379.18,0.2,0,0,0,0
888.494,379.16,0.2,0,0,0,0
888.514,379.14,0.2,0,0,0,0
888.534,379.11,0.2,0,0,0,0
888.554,379.09,0.2,0,0,0,0
888.574,379.07,0.2,0,0,0,0
888.594,379.05,0.2,0,0,0,0
888.614,379.02,0.2,0,0,0,0
888.634,379,0.2,0,0,0,0
888.654,378.98,0.2,0,0,0,0
888.674,378.96,0.2,0,0,0,0
888.694,378.93,0.2,0,0,0,0
888.714,378.91,0.2,0,0,0,0
888.734,378.89,0.2,0,0,0,0
888.754,378.87,0.2,0,0,0,0
888.774,378.84,0.2,0,0,0,0
888.794,378.82,0.2,0,0,0,0
888.814,378.8,0.2,0,0,0,0
888.834,378.78,0.2,0,0,0,0
888.854,378.75,0.2,0,0,0,0
888.874,378.73,0.2,0,0,0,0
888.894,378.71,0.2,0,0,0,0
888.914,378.69,0.2,0,0,0,0
888.934,378.66,0.2,0,0,0,0
888.954,378.64,0.2,0,0,0,0
888.974,378.62,0.2,0,0,0,0
888.994,378.6,0.2,0,0,0,0
889.014,378.57,0.2,0,0,0,0
889.034,378.55,0.2,0,0,0,0
889.054,378.53,0.2,0,0,0,0
889.074,378.51,0.2,0,0,0,0
889.094,378.48,0.2,0,0,0,0
889.114,378.46,0.2,0,0,0,0
889.134,378.44,0.2,0,0,0,0
889.154,378.42,0.2,0,0,0,0
889.174,378.39,0.2,0,0,0,0
889.194,378.37,0.2,0,0,0,0
889.214,378.35,0.2,0,0,0,0
889.234,378.33,0.2,0,0,0,0
889.254,378.31,0.2,0,0,0,0
889.274,378.28,0.2,0,0,0,0
889.294,378.26,0.2,0,0,0,0
889.314,378.24,0.2,0,0,0,0
889.334,378.22,0.2,0,0,0,0
889.354,378.19,0.2,0,0,0,0
889.374,378.17,0.2,0,0,0,0
889.394,378.15,0.2,0,0,0,0
889.414,378.13,0.2,0,0,0,0
889.434,378.1,0.2,0,0,0,0
889.454,378.08,0.2,0,0,0,0
889.474,378.06,0.2,0,0,0,0
889.494,378.04,0.2,0,0,0,0
889.514,378.01,0.2,0,0,0,0
889.534,377.99,0.2,0,0,0,0
889.554,377.97,0.2,0,0,0,0
889.574,377.95,0.2,0,0,0,0
889.594,377.93,0.2,0,0,0,0
889.614,377.9,0.2,0,0,0,0
889.634,377.88,0.2,0,0,0,0
889.654,377.86,0.2,0,0,0,0
889.674,377.84,0.2,0,0,0,0
889.694,377.81,0.2,0,0,0,0
889.714,377.79,0.2,0,0,0,0
889.734,377.77,0.2,0,0,0,0
889.754,377.75,0.2,0,0,0,0
889.774,377.72,0.2,0,0,0,0
889.794,377.7,0.2,0,0,0,0
889.814,377.68,0.2,0,0,0,0
889.834,377.66,0.2,0,0,0,0
889.854,377.64,0.2,0,0,0,0
889.874,377.61,0.2,0,0,0,0
889.894,377.59,0.2,0,0,0,0
889.914,377.57,0.2,0,0,0,0
889.934,377.55,0.2,0,0,0,0
889.954,377.52,0.2,0,0,0,0
889.974,377.5,0.2,0,0,0,0
889.994,377.48,0.2,0,0,0,0
890.014,377.46,0.2,0,0,0,0
890.034,377.44,0.2,0,0,0,0
890.054,377.41,0.2,0,0,0,0
890.074,377.39,0.2,0,0,0,0
890.094,377.37,0.2,0,0,0,0
890.114,377.35,0.2,0,0,0,0
890.134,377.32,0.2,0,0,0,0
890.154,377.3,0.2,0,0,0,0
890.174,377.28,0.2,0,0,0,0
890.194,377.26,0.2,0,0,0,0
890.214,377.24,0.2,0,0,0,0
890.234,377.21,0.2,0,0,0,0
890.254,377.19,0.2,0,0,0,0
890.274,377.17,0.2,0,0,0,0
890.294,377.15,0.2,0,0,0,0
890.314,377.12,0.2,0,0,0,0
890.334,377.1,0.2,0,0,0,0
890.354,377.08,0.2,0,0,0,0
890.374,377.06,0.2,0,0,0,0
890.394,377.04,0.2,0,0,0,0
890.414,377.01,0.2,0,0,0,0
890.434,376.99,0.2,0,0,0,0
890.454,376.97,0.2,0,0,0,0
890.474,376.95,0.2,0,0,0,0
890.494,376.93,0.2,0,0,0,0
890.514,376.9,0.2,0,0,0,0
890.534,376.88,0.2,0,0,0,0
890.554,376.86,0.2,0,0,0,0
890.574,376.84,0.2,0,0,0,0
890.594,376.82,0.2,0,0,0,0
890.614,376.79,0.2,0,0,0,0
890.634,376.77,0.2,0,0,0,0
890.654,376.75,0.2,0,0,0,0
890.674,376.73,0.2,0,0,0,0
890.694,376.7,0.2,0,0,0,0
890.714,376.68,0.2,0,0,0,0
890.734,376.66,0.2,0,0,0,0
890.754,376.64,0.2,0,0,0,0
