Li1,2s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
503.76000,-206.86,0.20,0.00,0.00
503.78000,-206.90,0.20,0.00,0.00
503.80000,-206.94,0.20,0.00,0.00
503.82000,-206.98,0.20,0.00,0.00
503.84000,-207.02,0.20,0.00,0.00
503.86000,-207.05,0.20,0.00,0.00
503.88000,-207.09,0.20,0.00,0.00
503.90000,-207.13,0.20,0.00,0.00
503.92000,-207.17,0.20,0.00,0.00
503.94000,-207.21,0.20,0.00,0.00
503.96000,-207.25,0.20,0.00,0.00
503.98000,-207.28,0.20,0.00,0.00
504.00000,-207.32,0.20,0.00,0.00
504.02000,-207.36,0.20,0.00,0.00
504.04000,-207.40,0.20,0.00,0.00
504.06000,-207.44,0.20,0.00,0.00
504.08000,-207.48,0.20,0.00,0.00
504.10000,-207.51,0.20,0.00,0.00
504.12000,-207.55,0.20,0.00,0.00
504.14000,-207.59,0.20,0.00,0.00
504.16000,-207.63,0.20,0.00,0.00
504.18000,-207.67,0.20,0.00,0.00
504.20000,-207.70,0.20,0.00,0.00
504.22000,-207.74,0.20,0.00,0.00
504.24000,-207.78,0.20,0.00,0.00
504.26000,-207.82,0.20,0.00,0.00
504.28000,-207.86,0.20,0.00,0.00
504.30000,-207.90,0.20,0.00,0.00
504.32000,-207.94,0.20,0.00,0.00
504.34000,-207.97,0.20,0.00,0.00
504.36000,-208.01,0.20,0.00,0.00
504.38000,-208.05,0.20,0.00,0.00
504.40000,-208.09,0.20,0.00,0.00
504.42000,-208.13,0.20,0.00,0.00
504.44000,-208.17,0.20,0.00,0.00
504.46000,-208.20,0.20,0.00,0.00
504.48000,-208.24,0.20,0.00,0.00
504.50000,-208.28,0.20,0.00,0.00
504.52000,-208.32,0.20,0.00,0.00
504.54000,-208.36,0.20,0.00,0.00
504.56000,-208.40,0.20,0.00,0.00
504.58000,-208.44,0.20,0.00,0.00
504.60000,-208.47,0.20,0.00,0.00
504.62000,-208.51,0.20,0.00,0.00
504.64000,-208.55,0.20,0.00,0.00
504.66000,-208.59,0.20,0.00,0.00
504.68000,-208.63,0.20,0.00,0.00
504.70000,-208.67,0.20,0.00,0.00
504.72000,-208.71,0.20,0.00,0.00
504.74000,-208.74,0.20,0.00,0.00
504.76000,-208.78,0.20,0.00,0.00
504.78000,-208.82,0.20,0.00,0.00
504.80000,-208.86,0.20,0.00,0.00
504.82000,-208.90,0.20,0.00,0.00
504.84000,-208.94,0.20,0.00,0.00
504.86000,-208.98,0.20,0.00,0.00
504.88000,-209.01,0.20,0.00,0.00
504.90000,-209.05,0.20,0.00,0.00
504.92000,-209.09,0.20,0.00,0.00
504.94000,-209.13,0.20,0.00,0.00
504.96000,-209.17,0.20,0.00,0.00
504.98000,-209.21,0.20,0.00,0.00
505.00000,-209.25,0.20,0.00,0.00
505.02000,-209.28,0.20,0.00,0.00
505.04000,-209.32,0.20,0.00,0.00
505.06000,-209.36,0.20,0.00,0.00
505.08000,-209.40,0.20,0.00,0.00
505.10000,-209.44,0.20,0.00,0.00
505.12000,-209.48,0.20,0.00,0.00
505.14000,-209.52,0.20,0.00,0.00
505.16000,-209.56,0.20,0.00,0.00
505.18000,-209.60,0.20,0.00,0.00
505.20000,-209.63,0.20,0.00,0.00
505.22000,-209.67,0.20,0.00,0.00
505.24000,-209.71,0.20,0.00,0.00
505.26000,-209.75,0.20,0.00,0.00
505.28000,-209.79,0.20,0.00,0.00
505.30000,-209.83,0.20,0.00,0.00
505.32000,-209.87,0.20,0.00,0.00
505.34000,-209.91,0.20,0.00,0.00
505.36000,-209.94,0.20,0.00,0.00
505.38000,-209.98,0.20,0.00,0.00
505.40000,-210.02,0.20,0.00,0.00
505.42000,-210.06,0.20,0.00,0.00
505.44000,-210.10,0.20,0.00,0.00
505.46000,-210.14,0.20,0.00,0.00
505.48000,-210.18,0.20,0.00,0.00
505.50000,-210.22,0.20,0.00,0.00
505.52000,-210.26,0.20,0.00,0.00
505.54000,-210.30,0.20,0.00,0.00
505.56000,-210.33,0.20,0.00,0.00
505.58000,-210.37,0.20,0.00,0.00
505.60000,-210.41,0.20,0.00,0.00
505.62000,-210.45,0.20,0.00,0.00
505.64000,-210.49,0.20,0.00,0.00
505.66000,-210.53,0.20,0.00,0.00
505.68000,-210.57,0.20,0.00,0.00
505.70000,-210.61,0.20,0.00,0.00
505.72000,-210.65,0.20,0.00,0.00
505.74000,-210.69,0.20,0.00,0.00
505.76000,-210.72,0.20,0.00,0.00
505.78000,-210.76,0.20,0.00,0.00
505.80000,-210.80,0.20,0.00,0.00
505.82000,-210.84,0.20,0.00,0.00
505.84000,-210.88,0.20,0.00,0.00
505.86000,-210.92,0.20,0.00,0.00
505.88000,-210.96,0.20,0.00,0.00
505.90000,-211.00,0.20,0.00,0.00
505.92000,-211.04,0.20,0.00,0.00
505.94000,-211.08,0.20,0.00,0.00
505.96000,-211.12,0.20,0.00,0.00
505.98000,-211.16,0.20,0.00,0.00
506.00000,-211.19,0.20,0.00,0.00
506.02000,-211.23,0.20,0.00,0.00
506.04000,-211.27,0.20,0.00,0.00
506.06000,-211.31,0.20,0.00,0.00
506.08000,-211.35,0.20,0.00,0.00
506.10000,-211.39,0.20,0.00,0.00
506.12000,-211.43,0.20,0.00,0.00
506.14000,-211.47,0.20,0.00,0.00
506.16000,-211.51,0.20,0.00,0.00
506.18000,-211.55,0.20,0.00,0.00
506.20000,-211.59,0.20,0.00,0.00
506.22000,-211.63,0.20,0.00,0.00
506.24000,-211.67,0.20,0.00,0.00
506.26000,-211.70,0.20,0.00,0.00
506.28000,-211.74,0.20,0.00,0.00
506.30000,-211.78,0.20,0.00,0.00
506.32000,-211.82,0.20,0.00,0.00
506.34000,-211.86,0.20,0.00,0.00
506.36000,-211.90,0.20,0.00,0.00
506.38000,-211.94,0.20,0.00,0.00
506.40000,-211.98,0.20,0.00,0.00
506.42000,-212.02,0.20,0.00,0.00
506.44000,-212.06,0.20,0.00,0.00
506.46000,-212.10,0.20,0.00,0.00
506.48000,-212.14,0.20,0.00,0.00
506.50000,-212.18,0.20,0.00,0.00
506.52000,-212.22,0.20,0.00,0.00
506.54000,-212.26,0.20,0.00,0.00
506.56000,-212.30,0.20,0.00,0.00
506.58000,-212.34,0.20,0.00,0.00
506.60000,-212.37,0.20,0.00,0.00
506.62000,-212.41,0.20,0.00,0.00
506.64000,-212.45,0.20,0.00,0.00
506.66000,-212.49,0.20,0.00,0.00
506.68000,-212.53,0.20,0.00,0.00
506.70000,-212.57,0.20,0.00,0.00
506.72000,-212.61,0.20,0.00,0.00
506.74000,-212.65,0.20,0.00,0.00
506.76000,-212.69,0.20,0.00,0.00
506.78000,-212.73,0.20,0.00,0.00
506.80000,-212.77,0.20,0.00,0.00
506.82000,-212.81,0.20,0.00,0.00
506.84000,-212.85,0.20,0.00,0.00
506.86000,-212.89,0.20,0.00,0.00
506.88000,-212.93,0.20,0.00,0.00
506.90000,-212.97,0.20,0.00,0.00
506.92000,-213.01,0.20,0.00,0.00
506.94000,-213.05,0.20,0.00,0.00
506.96000,-213.09,0.20,0.00,0.00
506.98000,-213.13,0.20,0.00,0.00
507.00000,-213.17,0.20,0.00,0.00
507.02000,-213.21,0.20,0.00,0.00
507.04000,-213.25,0.20,0.00,0.00
507.06000,-213.29,0.20,0.00,0.00
507.08000,-213.33,0.20,0.00,0.00
507.10000,-213.37,0.20,0.00,0.00
507.12000,-213.41,0.20,0.00,0.00
507.14000,-213.44,0.20,0.00,0.00
507.16000,-213.48,0.20,0.00,0.00
507.18000,-213.52,0.20,0.00,0.00
507.20000,-213.56,0.20,0.00,0.00
507.22000,-213.60,0.20,0.00,0.00
507.24000,-213.64,0.20,0.00,0.00
507.26000,-213.68,0.20,0.00,0.00
507.28000,-213.72,0.20,0.00,0.00
507.30000,-213.76,0.20,0.00,0.00
507.32000,-213.80,0.20,0.00,0.00
507.34000,-213.84,0.20,0.00,0.00
507.36000,-213.88,0.20,0.00,0.00
507.38000,-213.92,0.20,0.00,0.00
507.40000,-213.96,0.20,0.00,0.00
507.42000,-214.00,0.20,0.00,0.00
507.44000,-214.04,0.20,0.00,0.00
507.46000,-214.08,0.20,0.00,0.00
507.48000,-214.12,0.20,0.00,0.00
507.50000,-214.16,0.20,0.00,0.00
507.52000,-214.20,0.20,0.00,0.00
507.54000,-214.24,0.20,0.00,0.00
507.56000,-214.28,0.20,0.00,0.00
507.58000,-214.32,0.20,0.00,0.00
507.60000,-214.36,0.20,0.00,0.00
507.62000,-214.40,0.20,0.00,0.00
507.64000,-214.44,0.20,0.00,0.00
507.66000,-214.48,0.20,0.00,0.00
507.68000,-214.52,0.20,0.00,0.00
507.70000,-214.56,0.20,0.00,0.00
507.72000,-214.60,0.20,0.00,0.00
507.74000,-214.64,0.20,0.00,0.00
507.76000,-214.68,0.20,0.00,0.00
507.78000,-214.72,0.20,0.00,0.00
507.80000,-214.76,0.20,0.00,0.00
507.82000,-214.80,0.20,0.00,0.00
507.84000,-214.84,0.20,0.00,0.00
507.86000,-214.88,0.20,0.00,0.00
507.88000,-214.92,0.20,0.00,0.00
507.90000,-214.96,0.20,0.00,0.00
507.92000,-215.00,0.20,0.00,0.00
507.94000,-215.04,0.20,0.00,0.00
507.96000,-215.08,0.20,0.00,0.00
507.98000,-215.12,0.20,0.00,0.00
508.00000,-215.16,0.20,0.00,0.00
508.02000,-215.20,0.20,0.00,0.00
508.04000,-215.24,0.20,0.00,0.00
508.06000,-215.28,0.20,0.00,0.00
508.08000,-215.32,0.20,0.00,0.00
508.10000,-215.36,0.20,0.00,0.00
508.12000,-215.41,0.20,0.00,0.00
508.14000,-215.45,0.20,0.00,0.00
508.16000,-215.49,0.20,0.00,0.00
508.18000,-215.53,0.20,0.00,0.00
508.20000,-215.57,0.20,0.00,0.00
508.22000,-215.61,0.20,0.00,0.00
508.24000,-215.65,0.20,0.00,0.00
508.26000,-215.69,0.20,0.00,0.00
508.28000,-215.73,0.20,0.00,0.00
508.30000,-215.77,0.20,0.00,0.00
508.32000,-215.81,0.20,0.00,0.00
508.34000,-215.85,0.20,0.00,0.00
508.36000,-215.89,0.20,0.00,0.00
508.38000,-215.93,0.20,0.00,0.00
508.40000,-215.97,0.20,0.00,0.00
508.42000,-216.01,0.20,0.00,0.00
508.44000,-216.05,0.20,0.00,0.00
508.46000,-216.09,0.20,0.00,0.00
508.48000,-216.13,0.20,0.00,0.00
508.50000,-216.17,0.20,0.00,0.00
508.52000,-216.21,0.20,0.00,0.00
508.54000,-216.25,0.20,0.00,0.00
508.56000,-216.29,0.20,0.00,0.00
508.58000,-216.33,0.20,0.00,0.00
508.60000,-216.37,0.20,0.00,0.00
508.62000,-216.41,0.20,0.00,0.00
508.64000,-216.45,0.20,0.00,0.00
508.66000,-216.50,0.20,0.00,0.00
508.68000,-216.54,0.20,0.00,0.00
508.70000,-216.58,0.20,0.00,0.00
508.72000,-216.62,0.20,0.00,0.00
508.74000,-216.66,0.20,0.00,0.00
508.76000,-216.70,0.20,0.00,0.00
508.78000,-216.74,0.20,0.00,0.00
508.80000,-216.78,0.20,0.00,0.00
508.82000,-216.82,0.20,0.00,0.00
508.84000,-216.86,0.20,0.00,0.00
508.86000,-216.90,0.20,0.00,0.00
508.88000,-216.94,0.20,0.00,0.00
508.90000,-216.98,0.20,0.00,0.00
508.92000,-217.02,0.20,0.00,0.00
508.94000,-217.06,0.20,0.00,0.00
508.96000,-217.10,0.20,0.00,0.00
508.98000,-217.15,0.20,0.00,0.00
509.00000,-217.19,0.20,0.00,0.00
509.02000,-217.23,0.20,0.00,0.00
509.04000,-217.27,0.20,0.00,0.00
509.06000,-217.31,0.20,0.00,0.00
509.08000,-217.35,0.20,0.00,0.00
509.10000,-217.39,0.20,0.00,0.00
509.12000,-217.43,0.20,0.00,0.00
509.14000,-217.47,0.20,0.00,0.00
509.16000,-217.51,0.20,0.00,0.00
509.18000,-217.55,0.20,0.00,0.00
509.20000,-217.59,0.20,0.00,0.00
509.22000,-217.63,0.20,0.00,0.00
509.24000,-217.68,0.20,0.00,0.00
509.26000,-217.72,0.20,0.00,0.00
509.28000,-217.76,0.20,0.00,0.00
509.30000,-217.80,0.20,0.00,0.00
509.32000,-217.84,0.20,0.00,0.00
509.34000,-217.88,0.20,0.00,0.00
509.36000,-217.92,0.20,0.00,0.00
509.38000,-217.96,0.20,0.00,0.00
509.40000,-218.00,0.20,0.00,0.00
509.42000,-218.04,0.20,0.00,0.00
509.44000,-218.08,0.20,0.00,0.00
509.46000,-218.12,0.20,0.00,0.00
509.48000,-218.17,0.20,0.00,0.00
509.50000,-218.21,0.20,0.00,0.00
509.52000,-218.25,0.20,0.00,0.00
509.54000,-218.29,0.20,0.00,0.00
509.56000,-218.33,0.20,0.00,0.00
509.58000,-218.37,0.20,0.00,0.00
509.60000,-218.41,0.20,0.00,0.00
509.62000,-218.45,0.20,0.00,0.00
509.64000,-218.49,0.20,0.00,0.00
509.66000,-218.53,0.20,0.00,0.00
509.68000,-218.58,0.20,0.00,0.00
509.70000,-218.62,0.20,0.00,0.00
509.72000,-218.66,0.20,0.00,0.00
509.74000,-218.70,0.20,0.00,0.00
509.76000,-218.74,0.20,0.00,0.00
509.78000,-218.78,0.20,0.00,0.00
509.80000,-218.82,0.20,0.00,0.00
509.82000,-218.86,0.20,0.00,0.00
509.84000,-218.90,0.20,0.00,0.00
509.86000,-218.95,0.20,0.00,0.00
509.88000,-218.99,0.20,0.00,0.00
509.90000,-219.03,0.20,0.00,0.00
509.92000,-219.07,0.20,0.00,0.00
509.94000,-219.11,0.20,0.00,0.00
509.96000,-219.15,0.20,0.00,0.00
509.98000,-219.19,0.20,0.00,0.00
510.00000,-219.23,0.20,0.00,0.00
510.02000,-219.27,0.20,0.00,0.00
510.04000,-219.32,0.20,0.00,0.00
510.06000,-219.36,0.20,0.00,0.00
510.08000,-219.40,0.20,0.00,0.00
510.10000,-219.44,0.20,0.00,0.00
510.12000,-219.48,0.20,0.00,0.00
510.14000,-219.52,0.20,0.00,0.00
510.16000,-219.56,0.20,0.00,0.00
510.18000,-219.61,0.20,0.00,0.00
510.20000,-219.65,0.20,0.00,0.00
510.22000,-219.69,0.20,0.00,0.00
510.24000,-219.73,0.20,0.00,0.00
510.26000,-219.77,0.20,0.00,0.00
510.28000,-219.81,0.20,0.00,0.00
510.30000,-219.85,0.20,0.00,0.00
510.32000,-219.89,0.20,0.00,0.00
510.34000,-219.94,0.20,0.00,0.00
510.36000,-219.98,0.20,0.00,0.00
510.38000,-220.02,0.20,0.00,0.00
510.40000,-220.06,0.20,0.00,0.00
510.42000,-220.10,0.20,0.00,0.00
510.44000,-220.14,0.20,0.00,0.00
510.46000,-220.18,0.20,0.00,0.00
510.48000,-220.23,0.20,0.00,0.00
510.50000,-220.27,0.20,0.00,0.00
510.52000,-220.31,0.20,0.00,0.00
510.54000,-220.35,0.20,0.00,0.00
510.56000,-220.39,0.20,0.00,0.00
510.58000,-220.43,0.20,0.00,0.00
510.60000,-220.47,0.20,0.00,0.00
510.62000,-220.52,0.20,0.00,0.00
510.64000,-220.56,0.20,0.00,0.00
510.66000,-220.60,0.20,0.00,0.00
510.68000,-220.64,0.20,0.00,0.00
510.70000,-220.68,0.20,0.00,0.00
510.72000,-220.72,0.20,0.00,0.00
510.74000,-220.77,0.20,0.00,0.00
510.76000,-220.81,0.20,0.00,0.00
510.78000,-220.85,0.20,0.00,0.00
510.80000,-220.89,0.20,0.00,0.00
510.82000,-220.93,0.20,0.00,0.00
510.84000,-220.97,0.20,0.00,0.00
510.86000,-221.02,0.20,0.00,0.00
510.88000,-221.06,0.20,0.00,0.00
510.90000,-221.10,0.20,0.00,0.00
510.92000,-221.14,0.20,0.00,0.00
510.94000,-221.18,0.20,0.00,0.00
510.96000,-221.22,0.20,0.00,0.00
510.98000,-221.27,0.20,0.00,0.00
511.00000,-221.31,0.20,0.00,0.00
511.02000,-221.35,0.20,0.00,0.00
511.04000,-221.39,0.20,0.00,0.00
511.06000,-221.43,0.20,0.00,0.00
511.08000,-221.47,0.20,0.00,0.00
511.10000,-221.52,0.20,0.00,0.00
511.12000,-221.56,0.20,0.00,0.00
511.14000,-221.60,0.20,0.00,0.00
511.16000,-221.64,0.20,0.00,0.00
511.18000,-221.68,0.20,0.00,0.00
511.20000,-221.73,0.20,0.00,0.00
511.22000,-221.77,0.20,0.00,0.00
511.24000,-221.81,0.20,0.00,0.00
511.26000,-221.85,0.20,0.00,0.00
511.28000,-221.89,0.20,0.00,0.00
511.30000,-221.93,0.20,0.00,0.00
511.32000,-221.98,0.20,0.00,0.00
511.34000,-222.02,0.20,0.00,0.00
511.36000,-222.06,0.20,0.00,0.00
511.38000,-222.10,0.20,0.00,0.00
511.40000,-222.14,0.20,0.00,0.00
511.42000,-222.19,0.20,0.00,0.00
511.44000,-222.23,0.20,0.00,0.00
511.46000,-222.27,0.20,0.00,0.00
511.48000,-222.31,0.20,0.00,0.00
511.50000,-222.35,0.20,0.00,0.00
511.52000,-222.40,0.20,0.00,0.00
511.54000,-222.44,0.20,0.00,0.00
511.56000,-222.48,0.20,0.00,0.00
511.58000,-222.52,0.20,0.00,0.00
511.60000,-222.56,0.20,0.00,0.00
511.62000,-222.61,0.20,0.00,0.00
511.64000,-222.65,0.20,0.00,0.00
511.66000,-222.69,0.20,0.00,0.00
511.68000,-222.73,0.20,0.00,0.00
511.70000,-222.78,0.20,0.00,0.00
511.72000,-222.82,0.20,0.00,0.00
511.74000,-222.86,0.20,0.00,0.00
511.76000,-222.90,0.20,0.00,0.00
511.78000,-222.94,0.20,0.00,0.00
511.80000,-222.99,0.20,0.00,0.00
511.82000,-223.03,0.20,0.00,0.00
511.84000,-223.07,0.20,0.00,0.00
511.86000,-223.11,0.20,0.00,0.00
511.88000,-223.15,0.20,0.00,0.00
511.90000,-223.20,0.20,0.00,0.00
511.92000,-223.24,0.20,0.00,0.00
511.94000,-223.28,0.20,0.00,0.00
511.96000,-223.32,0.20,0.00,0.00
511.98000,-223.37,0.20,0.00,0.00
512.00000,-223.41,0.20,0.00,0.00
512.02000,-223.45,0.20,0.00,0.00
512.04000,-223.49,0.20,0.00,0.00
512.06000,-223.54,0.20,0.00,0.00
512.08000,-223.58,0.20,0.00,0.00
512.10000,-223.62,0.20,0.00,0.00
512.12000,-223.66,0.20,0.00,0.00
512.14000,-223.70,0.20,0.00,0.00
512.16000,-223.75,0.20,0.00,0.00
512.18000,-223.79,0.20,0.00,0.00
512.20000,-223.83,0.20,0.00,0.00
512.22000,-223.87,0.20,0.00,0.00
512.24000,-223.92,0.20,0.00,0.00
512.26000,-223.96,0.20,0.00,0.00
512.28000,-224.00,0.20,0.00,0.00
512.30000,-224.04,0.20,0.00,0.00
512.32000,-224.09,0.20,0.00,0.00
512.34000,-224.13,0.20,0.00,0.00
512.36000,-224.17,0.20,0.00,0.00
512.38000,-224.21,0.20,0.00,0.00
512.40000,-224.26,0.20,0.00,0.00
512.42000,-224.30,0.20,0.00,0.00
512.44000,-224.34,0.20,0.00,0.00
512.46000,-224.38,0.20,0.00,0.00
512.48000,-224.43,0.20,0.00,0.00
512.50000,-224.47,0.20,0.00,0.00
512.52000,-224.51,0.20,0.00,0.00
512.54000,-224.55,0.20,0.00,0.00
512.56000,-224.60,0.20,0.00,0.00
512.58000,-224.64,0.20,0.00,0.00
512.60000,-224.68,0.20,0.00,0.00
512.62000,-224.72,0.20,0.00,0.00
512.64000,-224.77,0.20,0.00,0.00
512.66000,-224.81,0.20,0.00,0.00
512.68000,-224.85,0.20,0.00,0.00
512.70000,-224.89,0.20,0.00,0.00
512.72000,-224.94,0.20,0.00,0.00
512.74000,-224.98,0.20,0.00,0.00
512.76000,-225.02,0.20,0.00,0.00
512.78000,-225.07,0.20,0.00,0.00
512.80000,-225.11,0.20,0.00,0.00
512.82000,-225.15,0.20,0.00,0.00
512.84000,-225.19,0.20,0.00,0.00
512.86000,-225.24,0.20,0.00,0.00
512.88000,-225.28,0.20,0.00,0.00
512.90000,-225.32,0.20,0.00,0.00
512.92000,-225.36,0.20,0.00,0.00
512.94000,-225.41,0.20,0.00,0.00
512.96000,-225.45,0.20,0.00,0.00
512.98000,-225.49,0.20,0.00,0.00
513.00000,-225.54,0.20,0.00,0.00
513.02000,-225.58,0.20,0.00,0.00
513.04000,-225.62,0.20,0.00,0.00
513.06000,-225.66,0.20,0.00,0.00
513.08000,-225.71,0.20,0.00,0.00
513.10000,-225.75,0.20,0.00,0.00
513.12000,-225.79,0.20,0.00,0.00
513.14000,-225.84,0.20,0.00,0.00
513.16000,-225.88,0.20,0.00,0.00
513.18000,-225.92,0.20,0.00,0.00
513.20000,-225.96,0.20,0.00,0.00
513.22000,-226.01,0.20,0.00,0.00
513.24000,-226.05,0.20,0.00,0.00
513.26000,-226.09,0.20,0.00,0.00
513.28000,-226.14,0.20,0.00,0.00
513.30000,-226.18,0.20,0.00,0.00
513.32000,-226.22,0.20,0.00,0.00
513.34000,-226.27,0.20,0.00,0.00
513.36000,-226.31,0.20,0.00,0.00
513.38000,-226.35,0.20,0.00,0.00
513.40000,-226.39,0.20,0.00,0.00
513.42000,-226.44,0.20,0.00,0.00
513.44000,-226.48,0.20,0.00,0.00
513.46000,-226.52,0.20,0.00,0.00
513.48000,-226.57,0.20,0.00,0.00
513.50000,-226.61,0.20,0.00,0.00
513.52000,-226.65,0.20,0.00,0.00
513.54000,-226.70,0.20,0.00,0.00
513.56000,-226.74,0.20,0.00,0.00
513.58000,-226.78,0.20,0.00,0.00
513.60000,-226.83,0.20,0.00,0.00
513.62000,-226.87,0.20,0.00,0.00
513.64000,-226.91,0.20,0.00,0.00
513.66000,-226.96,0.20,0.00,0.00
513.68000,-227.00,0.20,0.00,0.00
513.70000,-227.04,0.20,0.00,0.00
513.72000,-227.08,0.20,0.00,0.00
513.74000,-227.13,0.20,0.00,0.00
513.76000,-227.17,0.20,0.00,0.00
513.78000,-227.21,0.20,0.00,0.00
513.80000,-227.26,0.20,0.00,0.00
513.82000,-227.30,0.20,0.00,0.00
513.84000,-227.34,0.20,0.00,0.00
513.86000,-227.39,0.20,0.00,0.00
513.88000,-227.43,0.20,0.00,0.00
513.90000,-227.47,0.20,0.00,0.00
513.92000,-227.52,0.20,0.00,0.00
513.94000,-227.56,0.20,0.00,0.00
513.96000,-227.60,0.20,0.00,0.00
513.98000,-227.65,0.20,0.00,0.00
514.00000,-227.69,0.20,0.00,0.00
514.02000,-227.73,0.20,0.00,0.00
514.04000,-227.78,0.20,0.00,0.00
514.06000,-227.82,0.20,0.00,0.00
514.08000,-227.86,0.20,0.00,0.00
514.10000,-227.91,0.20,0.00,0.00
514.12000,-227.95,0.20,0.00,0.00
514.14000,-227.99,0.20,0.00,0.00
514.16000,-228.04,0.20,0.00,0.00
514.18000,-228.08,0.20,0.00,0.00
514.20000,-228.13,0.20,0.00,0.00
514.22000,-228.17,0.20,0.00,0.00
514.24000,-228.21,0.20,0.00,0.00
514.26000,-228.26,0.20,0.00,0.00
514.28000,-228.30,0.20,0.00,0.00
514.30000,-228.34,0.20,0.00,0.00
514.32000,-228.39,0.20,0.00,0.00
514.34000,-228.43,0.20,0.00,0.00
514.36000,-228.47,0.20,0.00,0.00
514.38000,-228.52,0.20,0.00,0.00
514.40000,-228.56,0.20,0.00,0.00
514.42000,-228.60,0.20,0.00,0.00
514.44000,-228.65,0.20,0.00,0.00
514.46000,-228.69,0.20,0.00,0.00
514.48000,-228.74,0.20,0.00,0.00
514.50000,-228.78,0.20,0.00,0.00
514.52000,-228.82,0.20,0.00,0.00
514.54000,-228.87,0.20,0.00,0.00
514.56000,-228.91,0.20,0.00,0.00
514.58000,-228.95,0.20,0.00,0.00
514.60000,-229.00,0.20,0.00,0.00
514.62000,-229.04,0.20,0.00,0.00
514.64000,-229.09,0.20,0.00,0.00
514.66000,-229.13,0.20,0.00,0.00
514.68000,-229.17,0.20,0.00,0.00
514.70000,-229.22,0.20,0.00,0.00
514.72000,-229.26,0.20,0.00,0.00
514.74000,-229.30,0.20,0.00,0.00
514.76000,-229.35,0.20,0.00,0.00
514.78000,-229.39,0.20,0.00,0.00
514.80000,-229.44,0.20,0.00,0.00
514.82000,-229.48,0.20,0.00,0.00
514.84000,-229.52,0.20,0.00,0.00
514.86000,-229.57,0.20,0.00,0.00
514.88000,-229.61,0.20,0.00,0.00
514.90000,-229.65,0.20,0.00,0.00
514.92000,-229.70,0.20,0.00,0.00
514.94000,-229.74,0.20,0.00,0.00
514.96000,-229.79,0.20,0.00,0.00
514.98000,-229.83,0.20,0.00,0.00
515.00000,-229.87,0.20,0.00,0.00
515.02000,-229.92,0.20,0.00,0.00
515.04000,-229.96,0.20,0.00,0.00
515.06000,-230.01,0.20,0.00,0.00
515.08000,-230.05,0.20,0.00,0.00
515.10000,-230.09,0.20,0.00,0.00
515.12000,-230.14,0.20,0.00,0.00
515.14000,-230.18,0.20,0.00,0.00
515.16000,-230.23,0.20,0.00,0.00
515.18000,-230.27,0.20,0.00,0.00
515.20000,-230.31,0.20,0.00,0.00
515.22000,-230.36,0.20,0.00,0.00
515.24000,-230.40,0.20,0.00,0.00
515.26000,-230.45,0.20,0.00,0.00
515.28000,-230.49,0.20,0.00,0.00
515.30000,-230.53,0.20,0.00,0.00
515.32000,-230.58,0.20,0.00,0.00
515.34000,-230.62,0.20,0.00,0.00
515.36000,-230.67,0.20,0.00,0.00
515.38000,-230.71,0.20,0.00,0.00
515.40000,-230.76,0.20,0.00,0.00
515.42000,-230.80,0.20,0.00,0.00
515.44000,-230.84,0.20,0.00,0.00
515.46000,-230.89,0.20,0.00,0.00
515.48000,-230.93,0.20,0.00,0.00
515.50000,-230.98,0.20,0.00,0.00
515.52000,-231.02,0.20,0.00,0.00
515.54000,-231.07,0.20,0.00,0.00
515.56000,-231.11,0.20,0.00,0.00
515.58000,-231.15,0.20,0.00,0.00
515.60000,-231.20,0.20,0.00,0.00
515.62000,-231.24,0.20,0.00,0.00
515.64000,-231.29,0.20,0.00,0.00
515.66000,-231.33,0.20,0.00,0.00
515.68000,-231.38,0.20,0.00,0.00
515.70000,-231.42,0.20,0.00,0.00
515.72000,-231.46,0.20,0.00,0.00
515.74000,-231.51,0.20,0.00,0.00
515.76000,-231.55,0.20,0.00,0.00
515.78000,-231.60,0.20,0.00,0.00
515.80000,-231.64,0.20,0.00,0.00
515.82000,-231.69,0.20,0.00,0.00
515.84000,-231.73,0.20,0.00,0.00
515.86000,-231.78,0.20,0.00,0.00
515.88000,-231.82,0.20,0.00,0.00
515.90000,-231.86,0.20,0.00,0.00
515.92000,-231.91,0.20,0.00,0.00
515.94000,-231.95,0.20,0.00,0.00
515.96000,-232.00,0.20,0.00,0.00
515.98000,-232.04,0.20,0.00,0.00
516.00000,-232.09,0.20,0.00,0.00
516.02000,-232.13,0.20,0.00,0.00
516.04000,-232.18,0.20,0.00,0.00
516.06000,-232.22,0.20,0.00,0.00
516.08000,-232.26,0.20,0.00,0.00
516.10000,-232.31,0.20,0.00,0.00
516.12000,-232.35,0.20,0.00,0.00
516.14000,-232.40,0.20,0.00,0.00
516.16000,-232.44,0.20,0.00,0.00
516.18000,-232.49,0.20,0.00,0.00
516.20000,-232.53,0.20,0.00,0.00
516.22000,-232.58,0.20,0.00,0.00
516.24000,-232.62,0.20,0.00,0.00
516.26000,-232.67,0.20,0.00,0.00
516.28000,-232.71,0.20,0.00,0.00
516.30000,-232.76,0.20,0.00,0.00
516.32000,-232.80,0.20,0.00,0.00
516.34000,-232.85,0.20,0.00,0.00
516.36000,-232.89,0.20,0.00,0.00
516.38000,-232.93,0.20,0.00,0.00
516.40000,-232.98,0.20,0.00,0.00
516.42000,-233.02,0.20,0.00,0.00
