Li1,2s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1925.01400,186.44,0.19,0.00,0.00
1925.03400,186.44,0.19,0.00,0.00
1925.05400,186.43,0.19,0.00,0.00
1925.07400,186.43,0.19,0.00,0.00
1925.09400,186.43,0.19,0.00,0.00
1925.11400,186.43,0.19,0.00,0.00
1925.13400,186.43,0.19,0.00,0.00
1925.15400,186.43,0.19,0.00,0.00
1925.17400,186.43,0.19,0.00,0.00
1925.19400,186.43,0.19,0.00,0.00
1925.21400,186.43,0.19,0.00,0.00
1925.23400,186.43,0.19,0.00,0.00
1925.25400,186.43,0.19,0.00,0.00
1925.27400,186.43,0.19,0.00,0.00
1925.29400,186.43,0.19,0.00,0.00
1925.31400,186.43,0.19,0.00,0.00
1925.33400,186.43,0.19,0.00,0.00
1925.35400,186.43,0.19,0.00,0.00
1925.37400,186.43,0.19,0.00,0.00
1925.39400,186.43,0.19,0.00,0.00
1925.41400,186.43,0.19,0.00,0.00
1925.43400,186.42,0.19,0.00,0.00
1925.45400,186.42,0.19,0.00,0.00
1925.47400,186.42,0.19,0.00,0.00
1925.49400,186.42,0.19,0.00,0.00
1925.51400,186.42,0.19,0.00,0.00
1925.53400,186.42,0.19,0.00,0.00
1925.55400,186.42,0.19,0.00,0.00
1925.57400,186.42,0.19,0.00,0.00
1925.59400,186.42,0.19,0.00,0.00
1925.61400,186.42,0.19,0.00,0.00
1925.63400,186.42,0.19,0.00,0.00
1925.65400,186.42,0.19,0.00,0.00
1925.67400,186.42,0.19,0.00,0.00
1925.69400,186.42,0.19,0.00,0.00
1925.71400,186.42,0.19,0.00,0.00
1925.73400,186.42,0.19,0.00,0.00
1925.75400,186.42,0.19,0.00,0.00
1925.77400,186.42,0.19,0.00,0.00
1925.79400,186.42,0.19,0.00,0.00
1925.81400,186.41,0.19,0.00,0.00
1925.83400,186.41,0.19,0.00,0.00
1925.85400,186.41,0.19,0.00,0.00
1925.87400,186.41,0.19,0.00,0.00
1925.89400,186.41,0.19,0.00,0.00
1925.91400,186.41,0.19,0.00,0.00
1925.93400,186.41,0.19,0.00,0.00
1925.95400,186.41,0.19,0.00,0.00
1925.97400,186.41,0.19,0.00,0.00
1925.99400,186.41,0.19,0.00,0.00
1926.01400,186.41,0.19,0.00,0.00
1926.03400,186.41,0.19,0.00,0.00
1926.05400,186.41,0.19,0.00,0.00
1926.07400,186.41,0.19,0.00,0.00
1926.09400,186.41,0.19,0.00,0.00
1926.11400,186.41,0.19,0.00,0.00
1926.13400,186.41,0.19,0.00,0.00
1926.15400,186.41,0.19,0.00,0.00
1926.17400,186.41,0.19,0.00,0.00
1926.19400,186.40,0.19,0.00,0.00
1926.21400,186.40,0.19,0.00,0.00
1926.23400,186.40,0.19,0.00,0.00
1926.25400,186.40,0.19,0.00,0.00
1926.27400,186.40,0.19,0.00,0.00
1926.29400,186.40,0.19,0.00,0.00
1926.31400,186.40,0.19,0.00,0.00
1926.33400,186.40,0.19,0.00,0.00
1926.35400,186.40,0.19,0.00,0.00
1926.37400,186.40,0.19,0.00,0.00
1926.39400,186.40,0.19,0.00,0.00
1926.41400,186.40,0.19,0.00,0.00
1926.43400,186.40,0.19,0.00,0.00
1926.45400,186.40,0.19,0.00,0.00
1926.47400,186.40,0.19,0.00,0.00
1926.49400,186.40,0.19,0.00,0.00
1926.51400,186.40,0.19,0.00,0.00
1926.53400,186.40,0.19,0.00,0.00
1926.55400,186.40,0.19,0.00,0.00
1926.57400,186.39,0.19,0.00,0.00
1926.59400,186.39,0.19,0.00,0.00
1926.61400,186.39,0.19,0.00,0.00
1926.63400,186.39,0.19,0.00,0.00
1926.65400,186.39,0.19,0.00,0.00
1926.67400,186.39,0.19,0.00,0.00
1926.69400,186.39,0.19,0.00,0.00
1926.71400,186.39,0.19,0.00,0.00
1926.73400,186.39,0.19,0.00,0.00
1926.75400,186.39,0.19,0.00,0.00
1926.77400,186.39,0.19,0.00,0.00
1926.79400,186.39,0.19,0.00,0.00
1926.81400,186.39,0.19,0.00,0.00
1926.83400,186.39,0.19,0.00,0.00
1926.85400,186.39,0.19,0.00,0.00
1926.87400,186.39,0.19,0.00,0.00
1926.89400,186.39,0.19,0.00,0.00
1926.91400,186.39,0.19,0.00,0.00
1926.93400,186.39,0.19,0.00,0.00
1926.95400,186.38,0.19,0.00,0.00
1926.97400,186.38,0.19,0.00,0.00
1926.99400,186.38,0.19,0.00,0.00
1927.01400,186.38,0.19,0.00,0.00
1927.03400,186.38,0.19,0.00,0.00
1927.05400,186.38,0.19,0.00,0.00
1927.07400,186.38,0.19,0.00,0.00
1927.09400,186.38,0.19,0.00,0.00
1927.11400,186.38,0.19,0.00,0.00
1927.13400,186.38,0.19,0.00,0.00
1927.15400,186.38,0.19,0.00,0.00
1927.17400,186.38,0.19,0.00,0.00
1927.19400,186.38,0.19,0.00,0.00
1927.21400,186.38,0.19,0.00,0.00
1927.23400,186.38,0.19,0.00,0.00
1927.25400,186.38,0.19,0.00,0.00
1927.27400,186.38,0.19,0.00,0.00
1927.29400,186.38,0.19,0.00,0.00
1927.31400,186.38,0.19,0.00,0.00
1927.33400,186.37,0.19,0.00,0.00
1927.35400,186.37,0.19,0.00,0.00
1927.37400,186.37,0.19,0.00,0.00
1927.39400,186.37,0.19,0.00,0.00
1927.41400,186.37,0.19,0.00,0.00
1927.43400,186.37,0.19,0.00,0.00
1927.45400,186.37,0.19,0.00,0.00
1927.47400,186.37,0.19,0.00,0.00
1927.49400,186.37,0.19,0.00,0.00
1927.51400,186.37,0.19,0.00,0.00
1927.53400,186.37,0.19,0.00,0.00
1927.55400,186.37,0.19,0.00,0.00
1927.57400,186.37,0.19,0.00,0.00
1927.59400,186.37,0.19,0.00,0.00
1927.61400,186.37,0.19,0.00,0.00
1927.63400,186.37,0.19,0.00,0.00
1927.65400,186.37,0.19,0.00,0.00
1927.67400,186.37,0.19,0.00,0.00
1927.69400,186.37,0.19,0.00,0.00
1927.71400,186.36,0.19,0.00,0.00
1927.73400,186.36,0.19,0.00,0.00
1927.75400,186.36,0.19,0.00,0.00
1927.77400,186.36,0.19,0.00,0.00
1927.79400,186.36,0.19,0.00,0.00
1927.81400,186.36,0.19,0.00,0.00
1927.83400,186.36,0.19,0.00,0.00
1927.85400,186.36,0.19,0.00,0.00
1927.87400,186.36,0.19,0.00,0.00
1927.89400,186.36,0.19,0.00,0.00
1927.91400,186.36,0.19,0.00,0.00
1927.93400,186.36,0.19,0.00,0.00
1927.95400,186.36,0.19,0.00,0.00
1927.97400,186.36,0.19,0.00,0.00
1927.99400,186.36,0.19,0.00,0.00
1928.01400,186.36,0.19,0.00,0.00
1928.03400,186.36,0.19,0.00,0.00
1928.05400,186.36,0.19,0.00,0.00
1928.07400,186.35,0.19,0.00,0.00
1928.09400,186.35,0.19,0.00,0.00
1928.11400,186.35,0.19,0.00,0.00
1928.13400,186.35,0.19,0.00,0.00
1928.15400,186.35,0.19,0.00,0.00
1928.17400,186.35,0.19,0.00,0.00
1928.19400,186.35,0.19,0.00,0.00
1928.21400,186.35,0.19,0.00,0.00
1928.23400,186.35,0.19,0.00,0.00
1928.25400,186.35,0.19,0.00,0.00
1928.27400,186.35,0.19,0.00,0.00
1928.29400,186.35,0.19,0.00,0.00
1928.31400,186.35,0.19,0.00,0.00
1928.33400,186.35,0.19,0.00,0.00
1928.35400,186.35,0.19,0.00,0.00
1928.37400,186.35,0.19,0.00,0.00
1928.39400,186.35,0.19,0.00,0.00
1928.41400,186.35,0.19,0.00,0.00
1928.43400,186.35,0.19,0.00,0.00
1928.45400,186.34,0.19,0.00,0.00
1928.47400,186.34,0.19,0.00,0.00
1928.49400,186.34,0.19,0.00,0.00
1928.51400,186.34,0.19,0.00,0.00
1928.53400,186.34,0.19,0.00,0.00
1928.55400,186.34,0.19,0.00,0.00
1928.57400,186.34,0.19,0.00,0.00
1928.59400,186.34,0.19,0.00,0.00
1928.61400,186.34,0.19,0.00,0.00
1928.63400,186.34,0.19,0.00,0.00
1928.65400,186.34,0.19,0.00,0.00
1928.67400,186.34,0.19,0.00,0.00
1928.69400,186.34,0.19,0.00,0.00
1928.71400,186.34,0.19,0.00,0.00
1928.73400,186.34,0.19,0.00,0.00
1928.75400,186.34,0.19,0.00,0.00
1928.77400,186.34,0.19,0.00,0.00
1928.79400,186.34,0.19,0.00,0.00
1928.81400,186.34,0.19,0.00,0.00
1928.83400,186.33,0.19,0.00,0.00
1928.85400,186.33,0.19,0.00,0.00
1928.87400,186.33,0.19,0.00,0.00
1928.89400,186.33,0.19,0.00,0.00
1928.91400,186.33,0.19,0.00,0.00
1928.93400,186.33,0.19,0.00,0.00
1928.95400,186.33,0.19,0.00,0.00
1928.97400,186.33,0.19,0.00,0.00
1928.99400,186.33,0.19,0.00,0.00
1929.01400,186.33,0.19,0.00,0.00
1929.03400,186.33,0.19,0.00,0.00
1929.05400,186.33,0.19,0.00,0.00
1929.07400,186.33,0.19,0.00,0.00
1929.09400,186.33,0.19,0.00,0.00
1929.11400,186.33,0.19,0.00,0.00
1929.13400,186.33,0.19,0.00,0.00
1929.15400,186.33,0.19,0.00,0.00
1929.17400,186.33,0.19,0.00,0.00
1929.19400,186.33,0.19,0.00,0.00
1929.21400,186.32,0.19,0.00,0.00
1929.23400,186.32,0.19,0.00,0.00
1929.25400,186.32,0.19,0.00,0.00
1929.27400,186.32,0.19,0.00,0.00
1929.29400,186.32,0.19,0.00,0.00
1929.31400,186.32,0.19,0.00,0.00
1929.33400,186.32,0.19,0.00,0.00
1929.35400,186.32,0.19,0.00,0.00
1929.37400,186.32,0.19,0.00,0.00
1929.39400,186.32,0.19,0.00,0.00
1929.41400,186.32,0.19,0.00,0.00
1929.43400,186.32,0.19,0.00,0.00
1929.45400,186.32,0.19,0.00,0.00
1929.47400,186.32,0.19,0.00,0.00
1929.49400,186.32,0.19,0.00,0.00
1929.51400,186.32,0.19,0.00,0.00
1929.53400,186.32,0.19,0.00,0.00
1929.55400,186.32,0.19,0.00,0.00
1929.57400,186.32,0.19,0.00,0.00
1929.59400,186.31,0.19,0.00,0.00
1929.61400,186.31,0.19,0.00,0.00
1929.63400,186.31,0.19,0.00,0.00
1929.65400,186.31,0.19,0.00,0.00
1929.67400,186.31,0.19,0.00,0.00
1929.69400,186.31,0.19,0.00,0.00
1929.71400,186.31,0.19,0.00,0.00
1929.73400,186.31,0.19,0.00,0.00
1929.75400,186.31,0.19,0.00,0.00
1929.77400,186.31,0.19,0.00,0.00
1929.79400,186.31,0.19,0.00,0.00
1929.81400,186.31,0.19,0.00,0.00
1929.83400,186.31,0.19,0.00,0.00
1929.85400,186.31,0.19,0.00,0.00
1929.87400,186.31,0.19,0.00,0.00
1929.89400,186.31,0.19,0.00,0.00
1929.91400,186.31,0.19,0.00,0.00
1929.93400,186.31,0.19,0.00,0.00
1929.95400,186.31,0.19,0.00,0.00
1929.97400,186.30,0.19,0.00,0.00
1929.99400,186.30,0.19,0.00,0.00
1930.01400,186.30,0.19,0.00,0.00
1930.03400,186.30,0.19,0.00,0.00
1930.05400,186.30,0.19,0.00,0.00
1930.07400,186.30,0.19,0.00,0.00
1930.09400,186.30,0.19,0.00,0.00
1930.11400,186.30,0.19,0.00,0.00
1930.13400,186.30,0.19,0.00,0.00
1930.15400,186.30,0.19,0.00,0.00
1930.17400,186.30,0.19,0.00,0.00
1930.19400,186.30,0.19,0.00,0.00
1930.21400,186.30,0.19,0.00,0.00
1930.23400,186.30,0.19,0.00,0.00
1930.25400,186.30,0.19,0.00,0.00
1930.27400,186.30,0.19,0.00,0.00
1930.29400,186.30,0.19,0.00,0.00
1930.31400,186.30,0.19,0.00,0.00
1930.33400,186.30,0.19,0.00,0.00
1930.35400,186.29,0.19,0.00,0.00
1930.37400,186.29,0.19,0.00,0.00
1930.39400,186.29,0.19,0.00,0.00
1930.41400,186.29,0.19,0.00,0.00
1930.43400,186.29,0.19,0.00,0.00
1930.45400,186.29,0.19,0.00,0.00
1930.47400,186.29,0.19,0.00,0.00
1930.49400,186.29,0.19,0.00,0.00
1930.51400,186.29,0.19,0.00,0.00
1930.53400,186.29,0.19,0.00,0.00
1930.55400,186.29,0.19,0.00,0.00
1930.57400,186.29,0.19,0.00,0.00
1930.59400,186.29,0.19,0.00,0.00
1930.61400,186.29,0.19,0.00,0.00
1930.63400,186.29,0.19,0.00,0.00
1930.65400,186.29,0.19,0.00,0.00
1930.67400,186.29,0.19,0.00,0.00
1930.69400,186.29,0.19,0.00,0.00
1930.71400,186.29,0.19,0.00,0.00
1930.73400,186.29,0.19,0.00,0.00
1930.75400,186.28,0.19,0.00,0.00
1930.77400,186.28,0.19,0.00,0.00
1930.79400,186.28,0.19,0.00,0.00
1930.81400,186.28,0.19,0.00,0.00
1930.83400,186.28,0.19,0.00,0.00
1930.85400,186.28,0.19,0.00,0.00
1930.87400,186.28,0.19,0.00,0.00
1930.89400,186.28,0.19,0.00,0.00
1930.91400,186.28,0.19,0.00,0.00
1930.93400,186.28,0.19,0.00,0.00
1930.95400,186.28,0.19,0.00,0.00
1930.97400,186.28,0.19,0.00,0.00
1930.99400,186.28,0.19,0.00,0.00
1931.01400,186.28,0.19,0.00,0.00
1931.03400,186.28,0.19,0.00,0.00
1931.05400,186.28,0.19,0.00,0.00
1931.07400,186.28,0.19,0.00,0.00
1931.09400,186.28,0.19,0.00,0.00
1931.11400,186.28,0.19,0.00,0.00
1931.13400,186.27,0.19,0.00,0.00
1931.15400,186.27,0.19,0.00,0.00
1931.17400,186.27,0.19,0.00,0.00
1931.19400,186.27,0.19,0.00,0.00
1931.21400,186.27,0.19,0.00,0.00
1931.23400,186.27,0.19,0.00,0.00
1931.25400,186.27,0.19,0.00,0.00
1931.27400,186.27,0.19,0.00,0.00
1931.29400,186.27,0.19,0.00,0.00
1931.31400,186.27,0.19,0.00,0.00
1931.33400,186.27,0.19,0.00,0.00
1931.35400,186.27,0.19,0.00,0.00
1931.37400,186.27,0.19,0.00,0.00
1931.39400,186.27,0.19,0.00,0.00
1931.41400,186.27,0.19,0.00,0.00
1931.43400,186.27,0.19,0.00,0.00
1931.45400,186.27,0.19,0.00,0.00
1931.47400,186.27,0.19,0.00,0.00
1931.49400,186.27,0.19,0.00,0.00
1931.51400,186.26,0.19,0.00,0.00
1931.53400,186.26,0.19,0.00,0.00
1931.55400,186.26,0.19,0.00,0.00
1931.57400,186.26,0.19,0.00,0.00
1931.59400,186.26,0.19,0.00,0.00
1931.61400,186.26,0.19,0.00,0.00
1931.63400,186.26,0.19,0.00,0.00
1931.65400,186.26,0.19,0.00,0.00
1931.67400,186.26,0.19,0.00,0.00
1931.69400,186.26,0.19,0.00,0.00
1931.71400,186.26,0.19,0.00,0.00
1931.73400,186.26,0.19,0.00,0.00
1931.75400,186.26,0.19,0.00,0.00
1931.77400,186.26,0.19,0.00,0.00
1931.79400,186.26,0.19,0.00,0.00
1931.81400,186.26,0.19,0.00,0.00
1931.83400,186.26,0.19,0.00,0.00
1931.85400,186.26,0.19,0.00,0.00
1931.87400,186.26,0.19,0.00,0.00
1931.89400,186.25,0.19,0.00,0.00
1931.91400,186.25,0.19,0.00,0.00
1931.93400,186.25,0.19,0.00,0.00
1931.95400,186.25,0.19,0.00,0.00
1931.97400,186.25,0.19,0.00,0.00
1931.99400,186.25,0.19,0.00,0.00
1932.01400,186.25,0.19,0.00,0.00
1932.03400,186.25,0.19,0.00,0.00
1932.05400,186.25,0.19,0.00,0.00
1932.07400,186.25,0.19,0.00,0.00
1932.09400,186.25,0.19,0.00,0.00
1932.11400,186.25,0.19,0.00,0.00
1932.13400,186.25,0.19,0.00,0.00
1932.15400,186.25,0.19,0.00,0.00
1932.17400,186.25,0.19,0.00,0.00
1932.19400,186.25,0.19,0.00,0.00
1932.21400,186.25,0.19,0.00,0.00
1932.23400,186.25,0.19,0.00,0.00
1932.25400,186.25,0.19,0.00,0.00
1932.27400,186.24,0.19,0.00,0.00
1932.29400,186.24,0.19,0.00,0.00
1932.31400,186.24,0.19,0.00,0.00
1932.33400,186.24,0.19,0.00,0.00
1932.35400,186.24,0.19,0.00,0.00
1932.37400,186.24,0.19,0.00,0.00
1932.39400,186.24,0.19,0.00,0.00
1932.41400,186.24,0.19,0.00,0.00
1932.43400,186.24,0.19,0.00,0.00
1932.45400,186.24,0.19,0.00,0.00
1932.47400,186.24,0.19,0.00,0.00
1932.49400,186.24,0.19,0.00,0.00
1932.51400,186.24,0.19,0.00,0.00
1932.53400,186.24,0.19,0.00,0.00
1932.55400,186.24,0.19,0.00,0.00
1932.57400,186.24,0.19,0.00,0.00
1932.59400,186.24,0.19,0.00,0.00
1932.61400,186.24,0.19,0.00,0.00
1932.63400,186.24,0.19,0.00,0.00
1932.65400,186.23,0.19,0.00,0.00
1932.67400,186.23,0.19,0.00,0.00
1932.69400,186.23,0.19,0.00,0.00
1932.71400,186.23,0.19,0.00,0.00
1932.73400,186.23,0.19,0.00,0.00
1932.75400,186.23,0.19,0.00,0.00
1932.77400,186.23,0.19,0.00,0.00
1932.79400,186.23,0.19,0.00,0.00
1932.81400,186.23,0.19,0.00,0.00
1932.83400,186.23,0.19,0.00,0.00
1932.85400,186.23,0.19,0.00,0.00
1932.87400,186.23,0.19,0.00,0.00
1932.89400,186.23,0.19,0.00,0.00
1932.91400,186.23,0.19,0.00,0.00
1932.93400,186.23,0.19,0.00,0.00
1932.95400,186.23,0.19,0.00,0.00
1932.97400,186.23,0.19,0.00,0.00
1932.99400,186.23,0.19,0.00,0.00
1933.01400,186.23,0.19,0.00,0.00
1933.03400,186.22,0.19,0.00,0.00
1933.05400,186.22,0.19,0.00,0.00
1933.07400,186.22,0.19,0.00,0.00
1933.09400,186.22,0.19,0.00,0.00
1933.11400,186.22,0.19,0.00,0.00
1933.13400,186.22,0.19,0.00,0.00
1933.15400,186.22,0.19,0.00,0.00
1933.17400,186.22,0.19,0.00,0.00
1933.19400,186.22,0.19,0.00,0.00
1933.21400,186.22,0.19,0.00,0.00
1933.23400,186.22,0.19,0.00,0.00
1933.25400,186.22,0.19,0.00,0.00
1933.27400,186.22,0.19,0.00,0.00
1933.29400,186.22,0.19,0.00,0.00
1933.31400,186.22,0.19,0.00,0.00
1933.33400,186.22,0.19,0.00,0.00
1933.35400,186.22,0.19,0.00,0.00
1933.37400,186.22,0.19,0.00,0.00
1933.39400,186.22,0.19,0.00,0.00
1933.41400,186.21,0.19,0.00,0.00
1933.43400,186.21,0.19,0.00,0.00
1933.45400,186.21,0.19,0.00,0.00
1933.47400,186.21,0.19,0.00,0.00
1933.49400,186.21,0.19,0.00,0.00
1933.51400,186.21,0.19,0.00,0.00
1933.53400,186.21,0.19,0.00,0.00
1933.55400,186.21,0.19,0.00,0.00
1933.57400,186.21,0.19,0.00,0.00
1933.59400,186.21,0.19,0.00,0.00
1933.61400,186.21,0.19,0.00,0.00
1933.63400,186.21,0.19,0.00,0.00
1933.65400,186.21,0.19,0.00,0.00
1933.67400,186.21,0.19,0.00,0.00
1933.69400,186.21,0.19,0.00,0.00
1933.71400,186.21,0.19,0.00,0.00
1933.73400,186.21,0.19,0.00,0.00
1933.75400,186.21,0.19,0.00,0.00
1933.77400,186.21,0.19,0.00,0.00
1933.79400,186.20,0.19,0.00,0.00
1933.81400,186.20,0.19,0.00,0.00
1933.83400,186.20,0.19,0.00,0.00
1933.85400,186.20,0.19,0.00,0.00
1933.87400,186.20,0.19,0.00,0.00
1933.89400,186.20,0.19,0.00,0.00
1933.91400,186.20,0.19,0.00,0.00
1933.93400,186.20,0.19,0.00,0.00
1933.95400,186.20,0.19,0.00,0.00
1933.97400,186.20,0.19,0.00,0.00
1933.99400,186.20,0.19,0.00,0.00
1934.01400,186.20,0.19,0.00,0.00
1934.03400,186.20,0.19,0.00,0.00
1934.05400,186.20,0.19,0.00,0.00
1934.07400,186.20,0.19,0.00,0.00
1934.09400,186.20,0.19,0.00,0.00
1934.11400,186.20,0.19,0.00,0.00
1934.13400,186.20,0.19,0.00,0.00
1934.15400,186.20,0.19,0.00,0.00
1934.17400,186.20,0.19,0.00,0.00
1934.19400,186.19,0.19,0.00,0.00
1934.21400,186.19,0.19,0.00,0.00
1934.23400,186.19,0.19,0.00,0.00
1934.25400,186.19,0.19,0.00,0.00
1934.27400,186.19,0.19,0.00,0.00
1934.29400,186.19,0.19,0.00,0.00
1934.31400,186.19,0.19,0.00,0.00
1934.33400,186.19,0.19,0.00,0.00
1934.35400,186.19,0.19,0.00,0.00
1934.37400,186.19,0.19,0.00,0.00
1934.39400,186.19,0.19,0.00,0.00
1934.41400,186.19,0.19,0.00,0.00
1934.43400,186.19,0.19,0.00,0.00
1934.45400,186.19,0.19,0.00,0.00
1934.47400,186.19,0.19,0.00,0.00
1934.49400,186.19,0.19,0.00,0.00
1934.51400,186.19,0.19,0.00,0.00
1934.53400,186.19,0.19,0.00,0.00
1934.55400,186.19,0.19,0.00,0.00
1934.57400,186.18,0.19,0.00,0.00
1934.59400,186.18,0.19,0.00,0.00
1934.61400,186.18,0.19,0.00,0.00
1934.63400,186.18,0.19,0.00,0.00
1934.65400,186.18,0.19,0.00,0.00
1934.67400,186.18,0.19,0.00,0.00
1934.69400,186.18,0.19,0.00,0.00
1934.71400,186.18,0.19,0.00,0.00
1934.73400,186.18,0.19,0.00,0.00
1934.75400,186.18,0.19,0.00,0.00
1934.77400,186.18,0.19,0.00,0.00
1934.79400,186.18,0.19,0.00,0.00
1934.81400,186.18,0.19,0.00,0.00
1934.83400,186.18,0.19,0.00,0.00
1934.85400,186.18,0.19,0.00,0.00
1934.87400,186.18,0.19,0.00,0.00
1934.89400,186.18,0.19,0.00,0.00
1934.91400,186.18,0.19,0.00,0.00
1934.93400,186.18,0.19,0.00,0.00
1934.95400,186.17,0.19,0.00,0.00
1934.97400,186.17,0.19,0.00,0.00
1934.99400,186.17,0.19,0.00,0.00
1935.01400,186.17,0.19,0.00,0.00
1935.03400,186.17,0.19,0.00,0.00
1935.05400,186.17,0.19,0.00,0.00
1935.07400,186.17,0.19,0.00,0.00
1935.09400,186.17,0.19,0.00,0.00
1935.11400,186.17,0.19,0.00,0.00
1935.13400,186.17,0.19,0.00,0.00
1935.15400,186.17,0.19,0.00,0.00
1935.17400,186.17,0.19,0.00,0.00
1935.19400,186.17,0.19,0.00,0.00
1935.21400,186.17,0.19,0.00,0.00
1935.23400,186.17,0.19,0.00,0.00
1935.25400,186.17,0.19,0.00,0.00
1935.27400,186.17,0.19,0.00,0.00
1935.29400,186.17,0.19,0.00,0.00
1935.31400,186.17,0.19,0.00,0.00
1935.33400,186.16,0.19,0.00,0.00
1935.35400,186.16,0.19,0.00,0.00
1935.37400,186.16,0.19,0.00,0.00
1935.39400,186.16,0.19,0.00,0.00
1935.41400,186.16,0.19,0.00,0.00
1935.43400,186.16,0.19,0.00,0.00
1935.45400,186.16,0.19,0.00,0.00
1935.47400,186.16,0.19,0.00,0.00
1935.49400,186.16,0.19,0.00,0.00
1935.51400,186.16,0.19,0.00,0.00
1935.53400,186.16,0.19,0.00,0.00
1935.55400,186.16,0.19,0.00,0.00
1935.57400,186.16,0.19,0.00,0.00
1935.59400,186.16,0.19,0.00,0.00
1935.61400,186.16,0.19,0.00,0.00
1935.63400,186.16,0.19,0.00,0.00
1935.65400,186.16,0.19,0.00,0.00
1935.67400,186.16,0.19,0.00,0.00
1935.69400,186.16,0.19,0.00,0.00
1935.71400,186.15,0.19,0.00,0.00
1935.73400,186.15,0.19,0.00,0.00
1935.75400,186.15,0.19,0.00,0.00
1935.77400,186.15,0.19,0.00,0.00
1935.79400,186.15,0.19,0.00,0.00
1935.81400,186.15,0.19,0.00,0.00
1935.83400,186.15,0.19,0.00,0.00
1935.85400,186.15,0.19,0.00,0.00
1935.87400,186.15,0.19,0.00,0.00
1935.89400,186.15,0.19,0.00,0.00
1935.91400,186.15,0.19,0.00,0.00
1935.93400,186.15,0.19,0.00,0.00
1935.95400,186.15,0.19,0.00,0.00
1935.97400,186.15,0.19,0.00,0.00
1935.99400,186.15,0.19,0.00,0.00
1936.01400,186.15,0.19,0.00,0.00
1936.03400,186.15,0.19,0.00,0.00
1936.05400,186.15,0.19,0.00,0.00
1936.07400,186.15,0.19,0.00,0.00
1936.09400,186.15,0.19,0.00,0.00
1936.11400,186.14,0.19,0.00,0.00
1936.13400,186.14,0.19,0.00,0.00
1936.15400,186.14,0.19,0.00,0.00
1936.17400,186.14,0.19,0.00,0.00
1936.19400,186.14,0.19,0.00,0.00
1936.21400,186.14,0.19,0.00,0.00
1936.23400,186.14,0.19,0.00,0.00
1936.25400,186.14,0.19,0.00,0.00
1936.27400,186.14,0.19,0.00,0.00
1936.29400,186.14,0.19,0.00,0.00
1936.31400,186.14,0.19,0.00,0.00
1936.33400,186.14,0.19,0.00,0.00
1936.35400,186.14,0.19,0.00,0.00
1936.37400,186.14,0.19,0.00,0.00
1936.39400,186.14,0.19,0.00,0.00
1936.41400,186.14,0.19,0.00,0.00
1936.43400,186.14,0.19,0.00,0.00
1936.45400,186.14,0.19,0.00,0.00
1936.47400,186.14,0.19,0.00,0.00
1936.49400,186.13,0.19,0.00,0.00
1936.51400,186.13,0.19,0.00,0.00
1936.53400,186.13,0.19,0.00,0.00
1936.55400,186.13,0.19,0.00,0.00
1936.57400,186.13,0.19,0.00,0.00
1936.59400,186.13,0.19,0.00,0.00
1936.61400,186.13,0.19,0.00,0.00
1936.63400,186.13,0.19,0.00,0.00
1936.65400,186.13,0.19,0.00,0.00
1936.67400,186.13,0.19,0.00,0.00
1936.69400,186.13,0.19,0.00,0.00
1936.71400,186.13,0.19,0.00,0.00
1936.73400,186.13,0.19,0.00,0.00
1936.75400,186.13,0.19,0.00,0.00
1936.77400,186.13,0.19,0.00,0.00
1936.79400,186.13,0.19,0.00,0.00
1936.81400,186.13,0.19,0.00,0.00
1936.83400,186.13,0.19,0.00,0.00
1936.85400,186.13,0.19,0.00,0.00
1936.87400,186.12,0.19,0.00,0.00
1936.89400,186.12,0.19,0.00,0.00
1936.91400,186.12,0.19,0.00,0.00
1936.93400,186.12,0.19,0.00,0.00
1936.95400,186.12,0.19,0.00,0.00
1936.97400,186.12,0.19,0.00,0.00
1936.99400,186.12,0.19,0.00,0.00
1937.01400,186.12,0.19,0.00,0.00
1937.03400,186.12,0.19,0.00,0.00
1937.05400,186.12,0.19,0.00,0.00
1937.07400,186.12,0.19,0.00,0.00
1937.09400,186.12,0.19,0.00,0.00
1937.11400,186.12,0.19,0.00,0.00
1937.13400,186.12,0.19,0.00,0.00
1937.15400,186.12,0.19,0.00,0.00
1937.17400,186.12,0.19,0.00,0.00
1937.19400,186.12,0.19,0.00,0.00
1937.21400,186.12,0.19,0.00,0.00
1937.23400,186.12,0.19,0.00,0.00
1937.25400,186.11,0.19,0.00,0.00
1937.27400,186.11,0.19,0.00,0.00
1937.29400,186.11,0.19,0.00,0.00
1937.31400,186.11,0.19,0.00,0.00
1937.33400,186.11,0.19,0.00,0.00
1937.35400,186.11,0.19,0.00,0.00
1937.37400,186.11,0.19,0.00,0.00
1937.39400,186.11,0.19,0.00,0.00
1937.41400,186.11,0.19,0.00,0.00
1937.43400,186.11,0.19,0.00,0.00
1937.45400,186.11,0.19,0.00,0.00
1937.47400,186.11,0.19,0.00,0.00
1937.49400,186.11,0.19,0.00,0.00
1937.51400,186.11,0.19,0.00,0.00
1937.53400,186.11,0.19,0.00,0.00
1937.55400,186.11,0.19,0.00,0.00
1937.57400,186.11,0.19,0.00,0.00
1937.59400,186.11,0.19,0.00,0.00
1937.61400,186.11,0.19,0.00,0.00
1937.63400,186.11,0.19,0.00,0.00
1937.65400,186.10,0.19,0.00,0.00
1937.67400,186.10,0.19,0.00,0.00
